gene_ID	hgnc_symbol	chr	strand	start	end	SIX3_PTC_log2FoldChange	SIX3_PTC_pvalue	SIX3_PTC_padj
ENSG00000157216	SSBP3	chr1	-	54225432	54413479	-0.0853	0.118	0.393
ENSG00000281880	PAUPAR	chr11	+	31812307	32002405	1.01	0.0414	0.212
ENSG00000158710	TAGLN2	chr1	-	159918107	159925507	-0.00795	0.947	0.985
ENSG00000291069		chr10	+	46786674	46811989	0.0588	0.508	0.793
ENSG00000132763	MMACHC	chr1	+	45500300	45513382	-0.0485	0.672	0.881
ENSG00000290531		chr12	-	30978308	31006010	0.163	0.72	0.903
ENSG00000263590	LINC02591	chr1	+	143790010	143797108	0.289	0.878	
ENSG00000161395	PGAP3	chr17	-	39671122	39696797	-0.0874	0.27	0.605
ENSG00000188177	ZC3H6	chr2	+	112275597	112340059	0.0386	0.54	0.811
ENSG00000237457	BRINP3-DT	chr1	+	190478551	190480735	-0.385	0.439	0.748
ENSG00000231908	IDH1-AS1	chr2	+	208255214	208256181	-0.0128	0.98	0.994
ENSG00000198879	SFMBT2	chr10	-	7158624	7411488	0.103	0.233	0.564
ENSG00000274251		chr11	+	67353629	67354348	-0.424	0.701	
ENSG00000167962	ZNF598	chr16	-	1997654	2009821	0.0484	0.579	0.833
ENSG00000031698	SARS1	chr1	+	109213918	109238182	-0.101	0.0529	0.248
ENSG00000250742	LINC02381	chr12	+	54126019	54147485	0.249	0.584	0.836
ENSG00000170581	STAT2	chr12	-	56341597	56360203	-0.0149	0.766	0.921
ENSG00000152464	RPP38	chr10	+	15097180	15139818	-0.00193	0.985	0.996
ENSG00000166262	FAM227B	chr15	-	49326962	49620929	-0.0195	0.906	0.973
ENSG00000162851	TFB2M	chr1	-	246540561	246566261	-0.0223	0.821	0.941
ENSG00000101363	MANBAL	chr20	+	37289649	37317260	-0.106	0.0994	0.358
ENSG00000111218	PRMT8	chr12	+	3381349	3593973	0.409	0.00385	0.0399
ENSG00000259692		chr15	-	81633426	82013579	-0.0732	0.803	0.934
ENSG00000107223	EDF1	chr9	-	136862119	136866308	-0.112	0.056	0.256
ENSG00000258317		chr12	-	56120033	56129619	2.76	0.127	
ENSG00000081985	IL12RB2	chr1	+	67307364	67398724	0.684	0.000787	0.0116
ENSG00000229847	EMX2OS	chr10	-	117473215	117545068	1.32	2.21e-30	6.76e-28
ENSG00000162384	CZIB	chr1	-	53214099	53220634	-0.168	0.0103	0.0831
ENSG00000168306	ACOX2	chr3	-	58505136	58537283	0.336	0.269	0.604
ENSG00000157184	CPT2	chr1	+	53196792	53214197	-0.0965	0.191	0.511
ENSG00000178096	BOLA1	chr1	+	149887890	149900798	-0.157	0.361	0.69
ENSG00000246090		chr4	+	99088805	99301356	0.0909	0.512	0.796
ENSG00000163348	PYGO2	chr1	-	154957026	154963853	-0.0711	0.205	0.528
ENSG00000116157	GPX7	chr1	+	52602371	52609051	-0.123	0.225	0.554
ENSG00000137273	FOXF2	chr6	+	1389576	1395603	-0.282	0.857	
ENSG00000173848	NET1	chr10	+	5412557	5459056	-0.0497	0.431	0.742
ENSG00000188596	CFAP54	chr12	+	96489571	96875555	0.312	0.324	0.658
ENSG00000110092	CCND1	chr11	+	69641156	69654474	0.128	0.00713	0.0642
ENSG00000129455	KLK8	chr19	-	50996007	51002711	-0.354	0.434	0.743
ENSG00000085840	ORC1	chr1	-	52372829	52404423	-0.116	0.0375	0.199
ENSG00000287387		chr2	+	43219849	43223227	0.104	0.944	
ENSG00000130224	LRCH2	chrX	-	115110616	115234096	-0.121	0.175	0.487
ENSG00000287078		chr1	+	52365443	52367865	0.52	0.76	
ENSG00000173599	PC	chr11	-	66848417	66958386	-0.213	0.0299	0.172
ENSG00000070808	CAMK2A	chr5	-	150219491	150290093	-0.026	0.943	0.984
ENSG00000291207		chr7	-	45723780	45769042	0.0806	0.35	0.681
ENSG00000177106	EPS8L2	chr11	+	694438	727727	0.498	0.0464	0.227
ENSG00000285041		chr1	+	68633701	68640425	1.41	0.426	
ENSG00000228192	ZNF691-DT	chr1	-	42832522	42846427	-0.109	0.708	0.898
ENSG00000187079	TEAD1	chr11	+	12674421	12944737	-0.0469	0.29	0.627
ENSG00000215915	ATAD3C	chr1	+	1449689	1470163	0.523	0.634	
ENSG00000248927		chr5	+	120781218	120790778	0.168	0.824	
ENSG00000163449	TMEM169	chr2	+	216081866	216102783	-0.15	0.052	0.245
ENSG00000277288	LINC02881	chr10	+	44292569	44294649	1.43	0.0721	
ENSG00000188611	ASAH2	chr10	-	50182778	50279720	0.118	0.535	0.808
ENSG00000154930	ACSS1	chr20	-	25006230	25058980	0.256	0.628	
ENSG00000157077	ZFYVE9	chr1	+	52142089	52348671	-0.0291	0.562	0.824
ENSG00000154511	DIPK1A	chr1	-	92832737	92961522	0.0439	0.721	0.903
ENSG00000139977	NAA30	chr14	+	57390544	57415906	0.22	5.44e-05	0.00117
ENSG00000291179		chr16	+	25031695	25032777	-0.00531	0.988	0.997
ENSG00000117859	OSBPL9	chr1	+	51577179	51798427	-0.0675	0.171	0.481
ENSG00000290453		chr10	-	47538377	47551954	0.023	0.855	0.953
ENSG00000139209	SLC38A4	chr12	-	46764761	46832408	-0.0986	0.24	0.572
ENSG00000169045	HNRNPH1	chr5	-	179614178	179634784	-0.0765	0.102	0.363
ENSG00000196371	FUT4	chr11	+	94543921	94549895	-0.123	0.431	0.742
ENSG00000137393	RNF144B	chr6	+	18387350	18468870	0.605	0.151	0.449
ENSG00000112183	RBM24	chr6	+	17281361	17293871	-0.132	0.169	0.478
ENSG00000158113	LRRC43	chr12	+	122167738	122203471	2.03	0.0721	
ENSG00000274270		chr13	+	50125816	50128463	0.0129	0.975	0.993
ENSG00000127526	SLC35E1	chr19	-	16549831	16572415	0.0654	0.299	0.636
ENSG00000189221	MAOA	chrX	+	43654907	43746817	0.113	0.296	0.632
ENSG00000287683		chr6	+	93416951	93677954	0.408	0.708	
ENSG00000230798	FOXD3-AS1	chr1	-	63320878	63324441	0.0705	0.975	
ENSG00000262919	CCNQ	chrX	-	153587925	153600045	-0.226	0.0993	0.358
ENSG00000289469		chr3	+	129184058	129225505	0.432	0.187	0.505
ENSG00000287760		chr16	+	68448843	68450002	-0.0635	0.901	0.972
ENSG00000103196	CRISPLD2	chr16	+	84819985	84920768	-0.451	0.277	0.613
ENSG00000175376	EIF1AD	chr11	-	65996545	66002176	0.0123	0.861	0.955
ENSG00000273302		chr2	+	61199979	61200769	-0.134	0.915	
ENSG00000198515	CNGA1	chr4	-	47935977	48016681	1.02	0.145	
ENSG00000065717	TLE2	chr19	-	2997639	3047635	-0.0099	0.99	
ENSG00000162510	MATN1	chr1	-	30711277	30723585	-1.28	0.486	
ENSG00000163435	ELF3	chr1	+	202007945	202017183	0.557	0.122	0.401
ENSG00000155506	LARP1	chr5	+	154682986	154817605	0.0342	0.52	0.799
ENSG00000135245	HILPDA	chr7	+	128455849	128458418	-0.206	0.00401	0.0411
ENSG00000179988	PSTK	chr10	+	122954381	122997513	0.0765	0.539	0.811
ENSG00000110330	BIRC2	chr11	+	102347211	102378670	-0.0337	0.57	0.83
ENSG00000144182	LIPT1	chr2	+	99154955	99163157	0.00488	0.971	0.991
ENSG00000011258	MBTD1	chr17	-	51177425	51260163	-0.0406	0.397	0.716
ENSG00000106328	FSCN3	chr7	+	127591409	127602144	0.41	0.524	
ENSG00000173762	CD7	chr17	-	82314868	82317608	-0.531	0.37	
ENSG00000272933	TRIM8-DT	chr10	-	102642792	102644140	0.308	0.654	
ENSG00000163053	SLC16A14	chr2	-	230034982	230068993	-0.0347	0.728	0.907
ENSG00000260593		chr16	-	71623708	71626816	1.87	0.257	
ENSG00000261532		chr16	+	2211997	2212863	0.0762	0.953	
ENSG00000136938	ANP32B	chr9	+	97983341	98015943	-0.107	0.0563	0.257
ENSG00000174705	SH3PXD2B	chr5	-	172325000	172454525	0.0212	0.65	0.869
ENSG00000255139		chr11	+	59565923	59639861	-1.25	0.187	
ENSG00000113916	BCL6	chr3	-	187721377	187745725	0.0833	0.348	0.679
ENSG00000121743	GJA3	chr13	-	20138255	20161052	0.702	0.0596	0.266
ENSG00000137962	ARHGAP29	chr1	-	94148988	94275068	-0.0783	0.372	0.698
ENSG00000149260	CAPN5	chr11	+	77066961	77126155	-0.169	0.06	0.267
ENSG00000150991	UBC	chr12	-	124911604	124917368	-0.205	0.00036	0.00611
ENSG00000174744	BRMS1	chr11	-	66337333	66345125	-0.0525	0.595	0.842
ENSG00000227373	RABGAP1L-DT	chr1	-	174110268	174160165	0.119	0.886	
ENSG00000173597	SULT1B1	chr4	-	69721167	69787961	-1.41	0.53	
ENSG00000137960	GIPC2	chr1	+	77979542	78138444	0.76	0.563	
ENSG00000153066	TXNDC11	chr16	-	11679083	11742857	-0.00687	0.96	0.988
ENSG00000221949	LINC01465	chr12	-	62601751	62603690	-0.251	0.679	
ENSG00000196890	H2BC26	chr1	+	228458103	228463104	-0.214	0.015	0.109
ENSG00000235863	B3GALT4	chr6	+	33277123	33284832	0.0182	0.952	0.986
ENSG00000138688	BLTP1	chr4	+	122152331	122364167	0.157	0.000504	0.00803
ENSG00000117400	MPL	chr1	+	43337818	43354466	0.607	0.0551	0.253
ENSG00000104490	NCALD	chr8	-	101686542	102124907	-0.592	2.12e-13	2.02e-11
ENSG00000102547	CAB39L	chr13	-	49308650	49444064	-0.176	0.0937	0.346
ENSG00000205981	DNAJC19	chr3	-	180983697	180989774	-0.0315	0.642	0.864
ENSG00000118200	CAMSAP2	chr1	+	200738893	200860704	0.0761	0.112	0.382
ENSG00000290735		chr1	-	143875171	143904650	1.13	0.00921	0.0774
ENSG00000278022		chr15	+	98660210	98660668	1.31	0.0342	
ENSG00000167524	RSKR	chr17	-	28455752	28614197	0.195	0.0385	0.203
ENSG00000287248		chr18	+	56026388	56029186	0.0194	0.94	0.983
ENSG00000158828	PINK1	chr1	+	20633458	20651511	-0.221	0.0185	0.125
ENSG00000125726	CD70	chr19	-	6583183	6604103	0.394	0.614	
ENSG00000215244	LINC02649	chr10	+	6271169	6353827	0.76	0.0182	0.124
ENSG00000177606	JUN	chr1	-	58776845	58784048	0.264	0.0986	0.357
ENSG00000198561	CTNND1	chr11	+	57753243	57819546	0.0155	0.701	0.895
ENSG00000197587	DMBX1	chr1	+	46489836	46516216	2.81	5.32e-13	4.81e-11
ENSG00000261373	VPS9D1-AS1	chr16	+	89711856	89718165	0.362	0.0674	0.287
ENSG00000286409		chr10	-	32413499	32446076	0.0689	0.967	
ENSG00000224810		chr1	-	182062677	182069253	-0.404	0.698	
ENSG00000135862	LAMC1	chr1	+	183023420	183145592	0.227	2.27e-05	0.000541
ENSG00000291128		chr19	+	44926796	44931503	1.44	0.2	
ENSG00000090432	MUL1	chr1	-	20499448	20508151	-0.135	0.0686	0.291
ENSG00000105143	SLC1A6	chr19	-	14950033	15022990	0.0068	0.94	0.983
ENSG00000117154	IGSF21	chr1	+	18107798	18378483	0.364	0.00249	0.0287
ENSG00000255136	TPBGL-AS1	chr11	-	75206048	75241173	0.589	0.688	
ENSG00000132740	IGHMBP2	chr11	+	68903863	68940602	-0.0552	0.486	0.777
ENSG00000255856		chr12	-	122007434	122020063	-0.234	0.473	0.77
ENSG00000269570		chr11	-	58611119	58612642	-0.987	0.477	
ENSG00000205090	TMEM240	chr1	-	1534778	1540624	-0.131	0.573	0.831
ENSG00000162994	CLHC1	chr2	-	55172547	55232563	0.00552	0.963	0.989
ENSG00000289074		chr11	-	70269189	70270526	0.252	0.617	0.851
ENSG00000285554	LINC02988	chr1	+	150173049	150181429	-0.871	0.592	
ENSG00000163527	STT3B	chr3	+	31532638	31637616	0.0822	0.0675	0.288
ENSG00000245556	SCAMP1-AS1	chr5	-	78342333	78360507	0.125	0.391	0.713
ENSG00000122218	COPA	chr1	-	160288594	160343566	-0.0302	0.515	0.796
ENSG00000205899	BHLHA9	chr17	+	1270444	1271815	1.41	0.445	
ENSG00000164932	CTHRC1	chr8	+	103371538	103382989	0.0106	0.971	0.991
ENSG00000272457		chr8	-	53876150	53876649	0.0782	0.946	
ENSG00000198919	DZIP3	chr3	+	108589705	108694840	0.037	0.508	0.793
ENSG00000162620	LRRIQ3	chr1	-	74026015	74198187	0.602	0.215	0.542
ENSG00000174332	GLIS1	chr1	-	53506237	53739164	1.83	0.212	
ENSG00000105254	TBCB	chr19	+	36114289	36125947	-0.126	0.0501	0.239
ENSG00000178764	ZHX2	chr8	+	122781655	122974510	0.769	8.14e-22	1.63e-19
ENSG00000254731		chr11	+	86703099	86714092	-0.242	0.859	
ENSG00000035862	TIMP2	chr17	-	78852977	78925387	-0.0691	0.174	0.486
ENSG00000099942	CRKL	chr22	+	20917407	20953747	-0.052	0.23	0.561
ENSG00000162819	BROX	chr1	+	222712553	222735196	0.056	0.369	0.697
ENSG00000271601	LIX1L	chr1	-	145933423	145958017	-0.459	0.00114	0.0155
ENSG00000170632	ARMC10	chr7	+	103074881	103099759	0.0389	0.507	0.793
ENSG00000139926	FRMD6	chr14	+	51489100	51730727	-0.0392	0.589	0.838
ENSG00000167635	ZNF146	chr19	+	36214602	36238771	0.0361	0.489	0.78
ENSG00000185847	LINC01405	chr12	+	110934590	110959093	0.397	0.268	0.603
ENSG00000224965	KCNC4-DT	chr1	-	110208834	110209987	0.315	0.802	
ENSG00000291047		chr16	-	30270065	30279970	0.179	0.0596	0.267
ENSG00000166166	TRMT61A	chr14	+	103529196	103537073	0.105	0.497	0.786
ENSG00000125746	EML2	chr19	-	45606994	45645602	0.112	0.446	0.753
ENSG00000205559	CHKB-DT	chr22	+	50583026	50595634	0.359	0.022	0.14
ENSG00000172380	GNG12	chr1	-	67701475	67833467	0.0291	0.632	0.86
ENSG00000160051	IQCC	chr1	+	32205671	32208682	0.0263	0.857	0.954
ENSG00000272033		chr1	+	167379108	167381000	0.135	0.375	0.7
ENSG00000179750	APOBEC3B	chr22	+	38982347	38992804	-0.226	0.572	0.83
ENSG00000228622		chr22	-	33105383	33106059	0.0218	0.992	
ENSG00000138119	MYOF	chr10	-	93306429	93482334	0.824	4.35e-05	0.000964
ENSG00000167766	ZNF83	chr19	-	52594060	52690559	0.047	0.5	0.787
ENSG00000151748	SAV1	chr14	-	50632058	50668306	-0.0173	0.773	0.923
ENSG00000109814	UGDH	chr4	-	39498755	39528311	-0.167	0.00163	0.0206
ENSG00000275343		chr15	-	56908312	56908635	0.0218	0.992	
ENSG00000132591	ERAL1	chr17	+	28855010	28861061	-0.102	0.105	0.369
ENSG00000164941	INTS8	chr8	+	94813311	94881746	-0.12	0.0213	0.138
ENSG00000130669	PAK4	chr19	+	39125770	39182816	-0.116	0.049	0.236
ENSG00000213424	KRT222	chr17	-	40654665	40665181	-0.884	0.0323	0.182
ENSG00000273320		chr7	+	106285200	106286326	-0.159	0.781	
ENSG00000111728	ST8SIA1	chr12	-	22063773	22437041	0.433	0.0552	0.254
ENSG00000205038	PKHD1L1	chr8	+	109362461	109537207	0.19	0.852	
ENSG00000261326	LINC01355	chr1	-	23281307	23287488	-0.144	0.145	0.441
ENSG00000105516	DBP	chr19	-	48630030	48637379	-0.0262	0.82	0.94
ENSG00000273338		chr1	-	78004346	78004554	-1.12	0.447	
ENSG00000048392	RRM2B	chr8	-	102204502	102238961	-0.181	0.0133	0.101
ENSG00000272858		chr22	+	28814914	28815662	-0.0142	0.979	
ENSG00000168010	ATG16L2	chr11	+	72814406	72843674	0.288	0.155	0.454
ENSG00000170633	RNF34	chr12	+	121400083	121430623	-0.0955	0.112	0.382
ENSG00000142920	AZIN2	chr1	+	33081104	33123492	-0.234	0.479	0.773
ENSG00000184677	ZBTB40	chr1	+	22428838	22531157	-0.0831	0.291	0.628
ENSG00000138759	FRAS1	chr4	+	78057323	78544269	0.407	5.22e-15	5.78e-13
ENSG00000071575	TRIB2	chr2	+	12716910	12742734	-0.333	1.36e-10	8.73e-09
ENSG00000260805		chr1	-	212557802	212559731	-0.467	0.495	
ENSG00000151364	KCTD14	chr11	-	78015715	78046191	-0.102	0.546	0.814
ENSG00000155875	SAXO1	chr9	-	18858906	19049358	0.0154	0.976	
ENSG00000272476		chr6	+	107957413	107959986	0.0263	0.952	0.986
ENSG00000117122	MFAP2	chr1	-	16974502	16980632	-0.119	0.0165	0.116
ENSG00000180992	MRPL14	chr6	-	44113451	44127452	-0.0237	0.746	0.916
ENSG00000197471	SPN	chr16	+	29662979	29670876	-0.202	0.498	0.786
ENSG00000271447	MMP28	chr17	-	35756249	35795707	-0.909	0.645	
ENSG00000158014	SLC30A2	chr1	-	26037252	26046118	1.03	0.581	
ENSG00000144036	EXOC6B	chr2	-	72175984	72826041	-0.0371	0.46	0.762
ENSG00000257711		chr12	-	106678583	106684707	0.967	0.00336	0.0359
ENSG00000170631	ZNF16	chr8	-	144930358	144950888	0.0916	0.285	0.621
ENSG00000076864	RAP1GAP	chr1	-	21596221	21669357	0.205	0.171	0.481
ENSG00000115594	IL1R1	chr2	+	102064544	102179874	-0.177	0.751	
ENSG00000185432	METTL7A	chr12	+	50923472	50932510	-0.113	0.859	
ENSG00000198689	SLC9A6	chrX	+	135973841	136047269	0.0358	0.605	0.846
ENSG00000288991		chr15	+	93089407	93106442	0.329	0.593	
ENSG00000177054	ZDHHC13	chr11	+	19117099	19176422	-0.114	0.141	0.433
ENSG00000108187	PBLD	chr10	-	68282660	68333049	0.0972	0.51	0.794
ENSG00000126070	AGO3	chr1	+	35930718	36072500	0.136	0.0213	0.138
ENSG00000165816	VWA2	chr10	+	114239254	114294489	0.00945	0.98	0.994
ENSG00000077549	CAPZB	chr1	-	19338775	19485539	-0.171	0.000173	0.00328
ENSG00000258876	TGFB3-AS1	chr14	+	75970924	75971587	1.28	0.347	
ENSG00000143157	POGK	chr1	+	166839447	166856359	-0.00122	0.979	0.994
ENSG00000111328	CDK2AP1	chr12	-	123250112	123272334	-0.021	0.72	0.903
ENSG00000089169	RPH3A	chr12	+	112570380	112898881	1.59	0.361	
ENSG00000227740	LINC02803	chr1	-	175904762	175921057	0.231	0.81	
ENSG00000251660		chr7	+	30157531	30159534	0.0211	0.983	0.995
ENSG00000224328	MDC1-AS1	chr6	+	30703067	30713184	0.0994	0.946	
ENSG00000177628	GBA1	chr1	-	155234452	155244699	0.115	0.205	0.529
ENSG00000136536	MARCHF7	chr2	+	159712457	159771027	-0.00586	0.905	0.973
ENSG00000185875	THNSL1	chr10	+	25016612	25026664	-0.0253	0.724	0.905
ENSG00000290557		chr1	+	146743160	146779280	0.46	0.267	0.603
ENSG00000289559		chr6	-	32893197	32894665	-0.318	0.402	0.721
ENSG00000272506		chr1	-	65003470	65004087	-0.63	0.537	
ENSG00000285918		chr16	-	79208493	79211264	-1.48	0.0992	
ENSG00000162458	FBLIM1	chr1	+	15756607	15786594	-0.0497	0.541	0.812
ENSG00000259713		chr15	+	89518523	89591956	0.826	0.133	
ENSG00000223834		chr10	+	31602862	31606218	-0.821	0.187	
ENSG00000117450	PRDX1	chr1	-	45510914	45542732	-0.071	0.181	0.497
ENSG00000245498	MSANTD2-AS1	chr11	+	124800424	124834487	0.00865	0.945	0.985
ENSG00000135637	CCDC142	chr2	-	74471986	74483408	0.0783	0.395	0.716
ENSG00000102468	HTR2A	chr13	-	46831546	46897076	-1.08	0.121	
ENSG00000227533	SLC2A1-DT	chr1	+	42959049	42996814	0.241	0.232	0.563
ENSG00000076356	PLXNA2	chr1	-	208022242	208244384	-0.0532	0.576	0.832
ENSG00000171044	XKR6	chr8	-	10896045	11201833	0.0701	0.505	0.791
ENSG00000266803		chr17	-	16557985	16559269	1.24	0.346	
ENSG00000164898	FMC1	chr7	+	139339457	139346328	-0.392	0.026	0.157
ENSG00000076944	STXBP2	chr19	+	7636772	7647873	-0.0969	0.219	0.547
ENSG00000215421	ZNF407	chr18	+	74597870	75065671	-0.0228	0.745	0.916
ENSG00000121207	LRAT	chr4	+	154626945	154753120	0.201	0.0867	0.331
ENSG00000140464	PML	chr15	+	73994673	74047827	-0.0162	0.808	0.936
ENSG00000117899	MESD	chr15	-	80946289	80989828	-0.0278	0.608	0.847
ENSG00000216937	CCDC7	chr10	+	32446140	32882874	-0.122	0.446	0.753
ENSG00000258302		chr12	+	89561129	89594878	-0.258	0.868	
ENSG00000229728		chr20	+	1361622	1362585	0.0847	0.882	
ENSG00000198400	NTRK1	chr1	+	156815636	156881850	-2.15	0.28	
ENSG00000134376	CRB1	chr1	+	197268204	197478455	-0.584	0.0396	0.206
ENSG00000266290	DYNLL2-DT	chr17	-	58076891	58083204	0.143	0.842	
ENSG00000254837	LIPT2-AS1	chr11	+	74493366	74498533	0.0526	0.724	0.905
ENSG00000101638	ST8SIA5	chr18	-	46667821	46759257	0.927	0.214	
ENSG00000290851		chr1	-	16754910	16770237	0.507	0.0383	0.202
ENSG00000261175	LINC02188	chr16	+	86710122	86742083	-0.313	0.84	
ENSG00000227868	TEX46	chr1	-	23010834	23019100	-0.15	0.908	
ENSG00000108039	XPNPEP1	chr10	-	109864766	109923553	0.0954	0.0528	0.247
ENSG00000166478	ZNF143	chr11	+	9460319	9528524	-0.156	0.0235	0.147
ENSG00000225213		chr10	-	16721352	16748377	-0.577	0.674	
ENSG00000266904	LINC00663	chr19	-	19757366	19776423	-0.137	0.484	0.775
ENSG00000272432		chr1	+	25247837	25248321	-1.7	0.213	
ENSG00000249222	ATP5MGL	chr22	-	42639803	42640601	-0.209	0.77	
ENSG00000154975	CA10	chr17	-	51630313	52160017	1.97	0.00649	
ENSG00000181744	DIPK2A	chr3	+	143971823	144048719	-0.088	0.222	0.549
ENSG00000166225	FRS2	chr12	+	69470349	69579793	0.0222	0.677	0.884
ENSG00000166801	FAM111A	chr11	+	59142748	59155039	-0.217	0.00284	0.0317
ENSG00000020922	MRE11	chr11	-	94415570	94493885	0.0712	0.228	0.558
ENSG00000166863	TAC3	chr12	-	57010000	57028883	-0.234	0.0561	0.257
ENSG00000276523		chr16	-	75572185	75572685	1.47	0.206	
ENSG00000267673	FDX2	chr19	-	10309916	10316015	-0.0887	0.521	0.799
ENSG00000228049	POLR2J2	chr7	-	102665368	102671663	0.344	0.02	0.132
ENSG00000233421	LINC01783	chr1	-	16533886	16535649	-0.00387	0.994	
ENSG00000224174		chr1	+	16520694	16521796	-1.32	0.36	
ENSG00000160785	SLC25A44	chr1	+	156193932	156212796	0.0636	0.395	0.716
ENSG00000120868	APAF1	chr12	+	98645290	98735433	-0.218	0.000972	0.0137
ENSG00000255158		chr11	+	665910	678391	0.0891	0.969	
ENSG00000105088	OLFM2	chr19	-	9853718	9936515	0.0777	0.361	0.69
ENSG00000271474	UNC5C-AS1	chr4	+	95549129	95552457	-1.63	0.053	
ENSG00000223802	CERS1	chr19	-	18868545	18896727	-0.138	0.743	0.914
ENSG00000290727	ALMS1P1	chr2	+	73641083	73697509	2.3	0.0669	
ENSG00000289126		chr10	+	119080929	119081653	-0.357	0.557	
ENSG00000158286	RNF207	chr1	+	6205475	6221299	0.0185	0.948	0.985
ENSG00000198081	ZBTB14	chr18	-	5289019	5297053	0.00195	0.978	0.994
ENSG00000102901	CENPT	chr16	-	67828157	67847811	0.0574	0.471	0.769
ENSG00000289412		chr10	-	31759062	31760146	-0.278	0.736	
ENSG00000205269	TMEM170B	chr6	+	11537749	11583524	0.0309	0.716	0.902
ENSG00000259199		chr15	-	98038571	98293199	-0.533	0.795	
ENSG00000197785	ATAD3A	chr1	+	1512162	1534685	0.0578	0.553	0.818
ENSG00000221947	XKR9	chr8	+	70669339	70790371	0.151	0.683	0.887
ENSG00000117600	PLPPR4	chr1	+	99264292	99309590	-0.383	0.266	0.601
ENSG00000237604		chr21	+	44175489	44176453	0.488	0.696	
ENSG00000108094	CUL2	chr10	-	35008504	35127006	-0.0916	0.11	0.378
ENSG00000229372	SZT2-AS1	chr1	-	43447776	43448644	0.0707	0.937	
ENSG00000170348	TMED10	chr14	-	75131469	75176612	-0.0644	0.193	0.514
ENSG00000157191	NECAP2	chr1	+	16440721	16460078	-0.032	0.632	0.86
ENSG00000132031	MATN3	chr2	-	19992052	20012668	0.862	0.0183	0.124
ENSG00000116199	FAM20B	chr1	+	179025804	179076567	-0.072	0.292	0.629
ENSG00000146828	SLC12A9	chr7	+	100826820	100867010	0.106	0.266	0.601
ENSG00000265992	ESRG	chr3	-	54632122	54639857	0.652	2.37e-08	1.06e-06
ENSG00000177000	MTHFR	chr1	-	11785723	11806455	-0.0656	0.435	0.745
ENSG00000231607	DLEU2	chr13	-	49956670	50125720	-0.0772	0.548	0.815
ENSG00000050628	PTGER3	chr1	-	70852353	71047816	1.05	0.429	
ENSG00000187608	ISG15	chr1	+	1001138	1014540	-0.0152	0.923	0.979
ENSG00000276077		chr21	+	7430659	7469007	0.027	0.791	0.931
ENSG00000267470	ZNF571-AS1	chr19	+	37548914	37587348	-0.298	0.287	0.624
ENSG00000144746	ARL6IP5	chr3	+	69084937	69106092	-0.135	0.0293	0.17
ENSG00000092621	PHGDH	chr1	+	119648411	119744218	-0.129	0.0137	0.103
ENSG00000163492	CCDC141	chr2	-	178829757	179050137	1.16	8.33e-06	0.00022
ENSG00000226889	ATF6-DT	chr1	-	161749452	161766227	-0.16	0.792	
ENSG00000112667	DNPH1	chr6	-	43225629	43229481	-0.0295	0.758	0.918
ENSG00000185519	FAM131C	chr1	-	16057769	16073651	0.0467	0.913	0.975
ENSG00000134215	VAV3	chr1	-	107571161	107965180	0.14	0.353	0.684
ENSG00000196597	ZNF782	chr9	-	96816269	96875623	0.2	0.0227	0.143
ENSG00000178531	CTXN1	chr19	-	7924491	7926135	-0.0805	0.328	0.663
ENSG00000186416	NKRF	chrX	-	119588337	119606443	0.0351	0.634	0.861
ENSG00000130479	MAP1S	chr19	+	17719242	17734513	-0.0654	0.283	0.619
ENSG00000230937	MIR205HG	chr1	+	209428817	209432848	0.0561	0.934	
ENSG00000122026	RPL21	chr13	+	27251362	27256691	-0.143	0.00458	0.0456
ENSG00000099821	POLRMT	chr19	-	617221	633537	-0.0369	0.607	0.847
ENSG00000287009		chr10	-	96129055	96130528	0.172	0.762	0.92
ENSG00000287978		chr1	+	146387202	146388092	0.0818	0.886	
ENSG00000122986	HVCN1	chr12	-	110627841	110704950	-0.0555	0.633	0.861
ENSG00000270115		chr1	+	33261212	33261680	0.251	0.551	0.817
ENSG00000088832	FKBP1A	chr20	-	1368977	1393164	-0.12	0.015	0.109
ENSG00000198105	ZNF248	chr10	-	37776526	37858106	0.0876	0.167	0.474
ENSG00000275719		chr19	+	46787815	46789043	0.086	0.846	0.949
ENSG00000175854	SWI5	chr9	+	128275379	128316123	-0.118	0.312	0.648
ENSG00000175348	TMEM9B	chr11	-	8947202	8965011	-0.00637	0.945	0.985
ENSG00000143337	TOR1AIP1	chr1	+	179882042	179920077	-0.0701	0.276	0.612
ENSG00000065526	SPEN	chr1	+	15836095	15940456	0.106	0.425	0.738
ENSG00000287477		chr13	+	37869825	37874444	-0.843	0.4	
ENSG00000233954	UQCRHL	chr1	-	15807169	15809348	-0.0931	0.445	0.753
ENSG00000090530	P3H2	chr3	-	189956728	190122437	0.052	0.633	0.861
ENSG00000162775	RBM15	chr1	+	110338506	110346681	-0.024	0.648	0.868
ENSG00000238142		chr1	-	16887577	16889725	0.24	0.273	0.609
ENSG00000116786	PLEKHM2	chr1	+	15684320	15734769	-0.0023	0.971	0.991
ENSG00000006432	MAP3K9	chr14	-	70722526	70809534	0.135	0.00745	0.0664
ENSG00000218510	LINC00339	chr1	+	22024558	22031223	0.00203	0.985	0.996
ENSG00000149084	HSD17B12	chr11	+	43680680	43856617	0.152	0.021	0.137
ENSG00000137877	SPTBN5	chr15	-	41848146	41894053	0.476	0.333	0.667
