gene_ID	hgnc_symbol	chr	strand	start	end	PITX1_PTC_log2FoldChange	PITX1_PTC_pvalue	PITX1_PTC_padj
ENSG00000185163	DDX51	chr12	-	132136594	132144319	-0.0934	0.488	1
ENSG00000270062		chr14	-	50723777	50724272	-0.203	0.911	1
ENSG00000117707	PROX1	chr1	+	213983181	214041510	0.534	0.422	1
ENSG00000277342		chr12	+	32109076	32109602	0.616	0.724	1
ENSG00000236871	LINC00106	chrX	+	1396427	1399402	0.753	0.405	1
ENSG00000170185	USP38	chr4	+	143184917	143223874	-0.0527	0.584	1
ENSG00000228470		chr1	-	214344172	214357615	1.14	0.223	1
ENSG00000131409	LRRC4B	chr19	-	50516892	50568435	0.109	0.965	1
ENSG00000108602	ALDH3A1	chr17	-	19737984	19748943	16.6	7.81e-09	
ENSG00000290692		chr16	-	30204316	30209071	-0.745	0.792	
ENSG00000287291		chr2	-	14705668	14992066	0.116	0.962	
ENSG00000152104	PTPN14	chr1	-	214348700	214552449	-0.121	0.0579	1
ENSG00000101457	DNTTIP1	chr20	+	45791954	45811427	-0.0313	0.851	1
ENSG00000124019	FAM124B	chr2	-	224378698	224402107	-0.688	0.824	1
ENSG00000110107	PRPF19	chr11	-	60890547	60906585	0.0745	0.384	1
ENSG00000099338	CATSPERG	chr19	+	38335775	38370943	-0.02	0.942	1
ENSG00000258793		chr14	-	96259411	96268624	1.29	0.658	
ENSG00000197889	MEIG1	chr10	+	14959388	14988050	13.9	6.23e-06	
ENSG00000135917	SLC19A3	chr2	-	227683763	227718028	0.00545	0.962	1
ENSG00000260350		chr16	-	8847650	8848724	-1.11	0.429	1
ENSG00000130021	PUDP	chrX	-	6667865	7148158	-0.0413	0.733	1
ENSG00000247137	ANKRD42-DT	chr11	-	83184491	83193794	0.427	0.0891	1
ENSG00000108239	TBC1D12	chr10	+	94402541	94536332	-0.0102	0.919	1
ENSG00000116574	RHOU	chr1	+	228735479	228746664	0.0332	0.693	1
ENSG00000285904		chr7	+	140640909	140669476	1.4	0.251	1
ENSG00000067533	RRP15	chr1	+	218285293	218337983	-0.101	0.532	1
ENSG00000260589	STAM-DT	chr10	-	17641284	17643878	0.5	0.324	1
ENSG00000214546		chr17	+	39619613	39622770	0.935	0.559	1
ENSG00000257923	CUX1	chr7	+	101815904	102283958	0.0277	0.717	1
ENSG00000110756	HPS5	chr11	-	18278668	18322198	-0.179	0.0131	0.594
ENSG00000119906	SLF2	chr10	+	100912963	100965134	0.151	0.2	1
ENSG00000287263		chr5	-	42983636	42993340	-0.487	0.774	1
ENSG00000253200		chr8	-	22613908	22616657	-0.282	0.304	1
ENSG00000185155	MIXL1	chr1	+	226223618	226227060	-0.506	0.677	1
ENSG00000267586	LINC00907	chr18	+	42159283	42691422	-0.446	0.735	1
ENSG00000221571	RNU6ATAC35P	chr1	+	220825620	220826063	1.38	0.0854	1
ENSG00000260992	DOCK9-DT	chr13	+	99087819	99088625	-0.225	0.382	1
ENSG00000289299		chr10	+	47207445	47224994	-2.19	0.45	
ENSG00000154079	SDHAF4	chr6	+	70566917	70589569	0.0651	0.846	1
ENSG00000096696	DSP	chr6	+	7541338	7586714	0.129	0.0367	0.955
ENSG00000187664	HAPLN4	chr19	-	19254756	19262804	0.245	0.908	1
ENSG00000238078	LINC01352	chr1	+	220829255	220832429	-0.768	0.565	1
ENSG00000272031	ANKRD34A	chr1	-	145959441	145964575	-1.82	0.514	
ENSG00000171804	WDR87	chr19	-	37884823	37906677	-0.784	0.805	
ENSG00000288557		chr3	-	106684388	106691320	-0.686	0.673	1
ENSG00000258819	LINC02289	chr14	-	77069169	77076392	-0.432	0.814	1
ENSG00000198040	ZNF84	chr12	+	133037292	133063304	0.228	0.0611	1
ENSG00000151474	FRMD4A	chr10	-	13643706	14462142	-0.25	0.0191	0.718
ENSG00000186318	BACE1	chr11	-	117285232	117316259	-0.133	0.416	1
ENSG00000006695	COX10	chr17	+	14069490	14231736	-0.0587	0.643	1
ENSG00000136630	HLX	chr1	+	220879431	220885059	0.029	0.901	1
ENSG00000276952		chr20	-	25284915	25285588	0.492	0.39	1
ENSG00000143512	HHIPL2	chr1	-	222522258	222548104	-0.303	0.861	1
ENSG00000143498	TAF1A	chr1	-	222557902	222589933	0.0196	0.935	1
ENSG00000225265	TAF1A-AS1	chr1	+	222589825	222593843	0.848	0.162	1
ENSG00000148297	MED22	chr9	-	133338312	133348131	0.0282	0.773	1
ENSG00000111644	ACRBP	chr12	-	6638075	6647433	1.18	0.297	1
ENSG00000141469	SLC14A1	chr18	+	45687025	45752520	0.136	0.952	1
ENSG00000272750		chr1	-	222658867	222661512	0.307	0.697	1
ENSG00000288025		chr4	+	173397770	173409559	-0.0559	0.956	1
ENSG00000136305	CIDEB	chr14	-	24305187	24311430	-1.96	0.28	1
ENSG00000100744	GSKIP	chr14	+	96363452	96387288	-0.0466	0.473	1
ENSG00000286201		chrY	-	16599730	16644539	0.42	0.423	1
ENSG00000136783	NIPSNAP3A	chr9	+	104747683	104760120	-0.182	0.267	1
ENSG00000109111	SUPT6H	chr17	+	28662198	28702679	-0.0465	0.402	1
ENSG00000170145	SIK2	chr11	+	111602449	111730855	0.228	0.0812	1
ENSG00000119608	PROX2	chr14	-	74852871	74876154	0.679	0.654	1
ENSG00000240963		chr1	-	244375100	244409592	1.16	0.681	1
ENSG00000291100		chr20	-	28563850	28602858	0.0585	0.73	1
ENSG00000154309	DISP1	chr1	+	222815022	223005995	-0.264	0.386	1
ENSG00000173432	SAA1	chr11	+	18266260	18269977	-0.0758	0.771	1
ENSG00000289522		chr15	+	25636451	25641767	-0.371	0.71	1
ENSG00000287338		chr1	-	223091872	223103335	3.13	0.26	
ENSG00000261335		chr17	+	76671942	76673658	0.724	0.259	1
ENSG00000187554	TLR5	chr1	-	223109404	223143248	-0.301	0.695	1
ENSG00000198771	RCSD1	chr1	+	167630093	167708696	-0.304	0.537	1
ENSG00000260005		chr17	+	81228707	81233983	2.11	0.522	1
ENSG00000197063	MAFG	chr17	-	81918270	81927735	-0.134	0.251	1
ENSG00000288829		chr6	-	170534544	170535017	0.163	0.751	1
ENSG00000290960		chr11	+	3380918	3408981	-0.299	0.21	1
ENSG00000107341	UBE2R2	chr9	+	33817160	33920399	-0.112	0.133	1
ENSG00000188486	H2AX	chr11	-	119093874	119095465	-0.121	0.254	1
ENSG00000227695	DNMBP-AS1	chr10	+	99927010	99959050	-0.196	0.914	1
ENSG00000139053	PDE6H	chr12	+	14973042	14981865	1.17	0.636	1
ENSG00000251410		chr4	-	27964517	27985063	-2.62	0.276	1
ENSG00000152782	PANK1	chr10	-	89579497	89645242	-0.0797	0.464	1
ENSG00000277423		chr12	+	120703867	120704282	-0.455	0.778	1
ENSG00000288999		chr1	+	223846081	223846718	-0.488	0.245	1
ENSG00000128159	TUBGCP6	chr22	-	50217689	50245023	-0.0461	0.679	1
ENSG00000284634		chr12	+	9448295	9658392	-0.622	0.209	1
ENSG00000155622	XAGE2	chrX	+	52369021	52375680	-2.5	0.000456	0.0453
ENSG00000288077		chr3	+	15501439	15504060	0.11	0.964	1
ENSG00000023902	PLEKHO1	chr1	+	150149183	150164720	-0.0844	0.779	1
ENSG00000174348	PODN	chr1	+	53062052	53085501	-0.232	0.868	1
ENSG00000172927	MYEOV	chr11	+	69294151	69341682	-1.44	0.19	1
ENSG00000239900	ADSL	chr22	+	40346461	40390463	0.156	0.173	1
ENSG00000278467		chr1	+	223994262	223995196	-0.191	0.784	1
ENSG00000143753	DEGS1	chr1	+	224175756	224193441	0.0274	0.819	1
ENSG00000125968	ID1	chr20	+	31605283	31606515	-0.0104	0.94	1
ENSG00000143748	NVL	chr1	-	224227334	224330189	0.0203	0.881	1
ENSG00000171160	MORN4	chr10	-	97614553	97633500	-0.132	0.716	1
ENSG00000099834	CDHR5	chr11	-	616577	626078	-2.52	0.244	1
ENSG00000143786	CNIH3	chr1	+	224434660	224740554	-0.184	0.623	1
ENSG00000186577	SMIM29	chr6	-	34246381	34249108	-0.049	0.848	1
ENSG00000023734	STRAP	chr12	+	15882387	15903478	0.0133	0.836	1
ENSG00000274943		chr12	+	42361267	42361703	-0.225	0.874	1
ENSG00000266921	ZNF230-DT	chr19	-	43996896	44003298	0.617	0.623	1
ENSG00000264548		chr17	+	82214227	82217352	1.44	0.629	1
ENSG00000113721	PDGFRB	chr5	-	150113839	150155872	0.191	0.254	1
ENSG00000154380	ENAH	chr1	-	225486765	225653142	-0.0812	0.394	1
ENSG00000111732	AICDA	chr12	-	8602155	8613242	0.481	0.402	1
ENSG00000145088	EAF2	chr3	+	121835183	121886526	-0.0251	0.913	1
ENSG00000144369	FAM171B	chr2	+	186694060	186765959	-0.0445	0.784	1
ENSG00000289602		chr1	+	225653285	225654323	-1.06	0.53	1
ENSG00000145703	IQGAP2	chr5	+	76403285	76708132	-0.241	0.0057	0.361
ENSG00000258811		chr14	+	104842663	104845916	1.82	0.37	1
ENSG00000003096	KLHL13	chrX	-	117897813	118117340	-0.13	0.851	1
ENSG00000078081	LAMP3	chr3	-	183122215	183163839	0.123	0.646	1
ENSG00000119688	ABCD4	chr14	-	74285269	74303055	0.192	0.194	1
ENSG00000196187	TMEM63A	chr1	-	225845536	225882380	0.105	0.245	1
ENSG00000187122	SLIT1	chr10	-	96998038	97185959	-0.0999	0.724	1
ENSG00000171643	S100Z	chr5	+	76850001	76921650	-0.227	0.927	1
ENSG00000101439	CST3	chr20	-	23626706	23638473	-0.111	0.304	1
ENSG00000197599	CCDC154	chr16	-	1434383	1444556	-1.4	0.383	1
ENSG00000176783	RUFY1	chr5	+	179550554	179610012	-0.0226	0.842	1
ENSG00000123609	NMI	chr2	-	151270470	151289894	0.124	0.477	1
ENSG00000160058	BSDC1	chr1	-	32364633	32394731	-0.0619	0.46	1
ENSG00000120498	TEX11	chrX	-	70528940	70908711	0.31	0.929	1
ENSG00000198218	QRICH1	chr3	-	49029707	49094363	-0.106	0.109	1
ENSG00000120029	ARMH3	chr10	-	101845599	102056193	-0.125	0.304	1
ENSG00000243709	LEFTY1	chr1	-	225886282	225911382	-1.11	0.407	1
ENSG00000128218	VPREB3	chr22	-	23752743	23754425	-0.0625	0.963	1
ENSG00000143811	PYCR2	chr1	-	225919877	225924340	0.27	0.0408	0.989
ENSG00000289341		chr1	+	225999615	226000552	0.396	0.789	1
ENSG00000109065	NAT9	chr17	-	74770529	74776367	-0.254	0.104	1
ENSG00000173124	ACSM6	chr10	+	95194200	95228929	-0.286	0.939	1
ENSG00000161180	CCDC116	chr22	+	21632716	21637329	-0.56	0.394	1
ENSG00000169018	FEM1B	chr15	+	68277745	68295862	0.0271	0.678	1
ENSG00000197430	OPALIN	chr10	-	96343221	96359365	-0.469	0.487	1
ENSG00000164039	BDH2	chr4	-	103077592	103099870	0.0694	0.736	1
ENSG00000228382	ITPKB-IT1	chr1	-	226656080	226675092	-1.17	0.685	1
ENSG00000120318	ARAP3	chr5	-	141653401	141682230	-0.0153	0.969	1
ENSG00000116793	PHTF1	chr1	-	113696831	113759489	0.00881	0.958	1
ENSG00000089053	ANAPC5	chr12	-	121308245	121399896	0.068	0.352	1
ENSG00000226746	SMCR5	chr17	-	17776686	17779529	0.174	0.959	
ENSG00000236301	MRGPRG-AS1	chr11	+	3218332	3223131	-0.505	0.862	1
ENSG00000167491	GATAD2A	chr19	+	19385826	19508932	-0.118	0.0896	1
ENSG00000288079		chr3	-	113259786	113266824	-0.349	0.708	1
ENSG00000163050	COQ8A	chr1	+	226940286	226987544	-0.0691	0.514	1
ENSG00000131080	EDA2R	chrX	-	66595637	66639298	-0.00392	0.981	1
ENSG00000179914	ITLN1	chr1	-	160876540	160885180	1.2	0.6	1
ENSG00000181450	ZNF678	chr1	+	227563543	227677443	-0.0142	0.939	1
ENSG00000112992	NNT	chr5	+	43602692	43707405	-0.11	0.315	1
ENSG00000151746	BICD1	chr12	+	32106835	32383633	0.15	0.486	1
ENSG00000032389	EIPR1	chr2	-	3188925	3377830	-0.026	0.857	1
ENSG00000230323	LINC00159	chr21	-	32080316	32197813	-1.31	0.575	1
ENSG00000160055	TMEM234	chr1	-	32214472	32222359	0.279	0.269	1
ENSG00000095261	PSMD5	chr9	-	120815496	120842951	0.0856	0.356	1
ENSG00000287936		chr10	+	120842521	120845146	0.0552	0.989	
ENSG00000132824	SERINC3	chr20	-	44496221	44522085	-0.0328	0.665	1
ENSG00000143816	WNT9A	chr1	-	227918656	227947932	0.0706	0.928	1
ENSG00000289421		chr21	-	46448403	46458540	0.871	0.809	
ENSG00000110717	NDUFS8	chr11	+	68030617	68036644	0.0652	0.547	1
ENSG00000231768	LINC01354	chr1	-	234527887	234531803	-0.865	0.66	1
ENSG00000170743	SYT9	chr11	+	7238778	7469043	0.652	0.74	1
ENSG00000175183	CSRP2	chr12	-	76858709	76879023	0.0152	0.915	1
ENSG00000203797	DDO	chr6	-	110391771	110415575	17.2	5.35e-10	
ENSG00000140015	KCNH5	chr14	-	62699464	63102037	-0.0526	0.942	1
ENSG00000269934		chr1	-	228238241	228276066	-0.237	0.638	1
ENSG00000273297	LINC03060	chr7	-	134368737	134432534	-0.06	0.918	1
ENSG00000116977	LGALS8	chr1	+	236518000	236552981	0.102	0.281	1
ENSG00000249087	ZNF436-AS1	chr1	+	23368939	23371839	0.0673	0.712	1
ENSG00000076067	RBMS2	chr12	+	56521820	56596193	0.126	0.122	1
ENSG00000107560	RAB11FIP2	chr10	-	118004916	118046941	-0.00126	0.991	1
ENSG00000175793	SFN	chr1	+	26863149	26864456	0.461	0.388	1
ENSG00000286773		chr1	+	228329467	228331191	-0.597	0.703	1
ENSG00000154370	TRIM11	chr1	-	228393673	228406835	-0.0828	0.366	1
ENSG00000144407	PTH2R	chr2	+	208359714	208854503	-0.388	0.679	1
ENSG00000288906		chr19	-	2949661	2950658	-0.768	0.188	1
ENSG00000228791	THRB-AS1	chr3	+	24494087	24681711	-0.474	0.357	1
ENSG00000290989		chr1	+	223992743	224010612	0.286	0.209	1
ENSG00000181218	H2AC25	chr1	-	228434777	228457873	-0.186	0.084	1
ENSG00000136243	NUP42	chr7	+	23181841	23201011	0.0322	0.836	1
ENSG00000249057	MAST4-IT1	chr5	+	66662331	66662988	0.355	0.768	1
ENSG00000187676	B3GLCT	chr13	+	31199975	31332276	0.202	0.348	1
ENSG00000237481		chr1	+	229319403	229323087	1.88	0.438	1
ENSG00000185176	AQP12B	chr2	-	240676418	240682906	-2.32	0.398	1
ENSG00000047932	GOPC	chr6	-	117560269	117602542	-0.0961	0.376	1
ENSG00000179295	PTPN11	chr12	+	112418351	112509918	-0.00452	0.946	1
ENSG00000288018		chr11	+	88337839	88428548	0.0834	0.945	1
ENSG00000286813		chr15	-	79894502	79896695	0.15	0.736	1
ENSG00000134644	PUM1	chr1	-	30931506	31065991	-0.13	0.0526	1
ENSG00000069248	NUP133	chr1	-	229440259	229508341	0.00641	0.931	1
ENSG00000149480	MTA2	chr11	-	62593214	62601865	-0.138	0.0359	0.942
ENSG00000113448	PDE4D	chr5	-	58969038	60522120	0.0805	0.313	1
ENSG00000135776	ABCB10	chr1	-	229516582	229558707	0.151	0.217	1
ENSG00000135801	TAF5L	chr1	-	229593134	229626122	-0.199	0.000833	0.0752
ENSG00000275234		chr19	+	6469465	6470152	-0.156	0.318	1
ENSG00000230250	LINC01753	chr1	-	55915603	55944980	0.107	0.946	1
ENSG00000268601		chr19	-	43794309	43795658	-1.22	0.0259	0.823
ENSG00000186603	HPDL	chr1	+	45326895	45328710	-0.13	0.764	1
ENSG00000163346	PBXIP1	chr1	-	154944076	154956123	0.176	0.0908	1
ENSG00000163281	GNPDA2	chr4	-	44682200	44726588	0.291	0.142	1
ENSG00000135775	COG2	chr1	+	230642481	230693982	-0.0252	0.833	1
ENSG00000251323	LINC02728	chr11	-	78423982	78429836	0.443	0.516	1
ENSG00000264443	NCMAP-DT	chr1	-	24538802	24556024	1.49	0.709	1
ENSG00000288559		chr10	-	73247342	73248268	0.427	0.513	1
ENSG00000176055	MBLAC2	chr5	-	90458209	90474771	-0.104	0.68	1
ENSG00000258077		chr12	-	75563202	75984015	-0.898	0.736	1
ENSG00000152684	PELO	chr5	+	52787916	52804044	-0.131	0.129	1
ENSG00000119280	C1orf198	chr1	-	230837119	230869589	0.0386	0.686	1
ENSG00000143643	TTC13	chr1	-	230906243	230978875	0.11	0.499	1
ENSG00000143633	C1orf131	chr1	-	231223763	231241187	-0.199	0.286	1
ENSG00000289402		chr1	-	20486358	20487405	0.71	0.595	1
ENSG00000116906	GNPAT	chr1	+	231241207	231277973	0.0521	0.713	1
ENSG00000196376	SLC35F1	chr6	+	117907264	118317676	0.244	0.673	1
ENSG00000196754	S100A2	chr1	-	153561108	153567890	2.99	0.285	1
ENSG00000151694	ADAM17	chr2	-	9488486	9556732	0.104	0.11	1
ENSG00000109991	P2RX3	chr11	+	57338352	57372396	0.746	0.598	1
ENSG00000226124	FTCDNL1	chr2	-	199760544	199851192	0.655	0.274	1
ENSG00000116991	SIPA1L2	chr1	-	232397965	232630571	-0.0706	0.492	1
ENSG00000258593		chr14	-	104857792	104858836	-0.26	0.663	1
ENSG00000177291	GJD4	chr10	+	35605341	35608935	-0.897	0.589	1
ENSG00000135454	B4GALNT1	chr12	-	57623409	57633239	2.74	0.277	
ENSG00000119283	TRIM67	chr1	+	231162058	231221565	1.81	0.297	1
ENSG00000135778	NTPCR	chr1	+	232950605	232983882	-0.143	0.201	1
ENSG00000258232		chr12	-	49265156	49273306	-1.43	0.403	1
ENSG00000141161	UNC45B	chr17	+	35147817	35189345	0.357	0.879	1
ENSG00000186814	ZSCAN30	chr18	-	35251058	35290245	0.277	0.109	1
ENSG00000135750	KCNK1	chr1	+	233614106	233672514	-0.0785	0.466	1
ENSG00000286109		chr1	+	233724454	233730746	-1.28	0.666	1
ENSG00000183780	SLC35F3	chr1	+	233904676	234324511	-0.0737	0.843	1
ENSG00000285649		chr1	-	43968351	43974821	0.0382	0.96	1
ENSG00000162512	SDC3	chr1	-	30869466	30908758	-0.105	0.312	1
ENSG00000198178	CLEC4C	chr12	-	7729383	7751605	1.79	0.562	1
ENSG00000233485	FHAD1-AS1	chr1	-	15326680	15343876	-1.26	0.651	1
ENSG00000159625	DRC7	chr16	+	57694793	57731805	0.402	0.792	1
ENSG00000019549	SNAI2	chr8	-	48917598	48921740	0.251	0.407	1
ENSG00000231663	COA6-AS1	chr1	-	234372807	234373664	0.436	0.6	1
ENSG00000109436	TBC1D9	chr4	-	140620782	140756385	-0.0586	0.517	1
ENSG00000011295	TTC19	chr17	+	15999784	16045015	0.0444	0.721	1
ENSG00000168275	COA6	chr1	+	234373456	234385080	0.091	0.59	1
ENSG00000100665	SERPINA4	chr14	+	94561442	94569913	0	1	
ENSG00000072786	STK10	chr5	-	172042079	172188224	-0.132	0.108	1
ENSG00000109606	DHX15	chr4	-	24517441	24584554	0.0257	0.653	1
ENSG00000059588	TARBP1	chr1	-	234391313	234479179	0.196	0.116	1
ENSG00000290824		chr15	-	101976558	101979093	-0.782	0.564	1
ENSG00000289511		chr21	+	46667379	46669249	1.04	0.159	1
ENSG00000115112	TFCP2L1	chr2	-	121216587	121285202	0.133	0.255	1
ENSG00000092098	RNF31	chr14	+	24146683	24160660	0.151	0.133	1
ENSG00000139410	SDSL	chr12	+	113422380	113438276	-0.654	0.364	1
ENSG00000241058	NSUN6	chr10	-	18545561	18659285	0.151	0.509	1
ENSG00000275401		chr20	-	38418483	38419202	0.0113	0.992	1
ENSG00000158882	TOMM40L	chr1	+	161225939	161230746	-0.0395	0.775	1
ENSG00000251363	LINC02315	chr14	+	40954693	41149309	-2.37	0.169	1
ENSG00000288033		chr11	+	512513	518134	1.39	0.168	1
ENSG00000127125	PPCS	chr1	+	42456117	42473385	0.0298	0.773	1
ENSG00000069974	RAB27A	chr15	-	55202966	55319113	-0.141	0.348	1
ENSG00000204624	DISP3	chr1	+	11479155	11537551	-1	0.355	1
ENSG00000140650	PMM2	chr16	+	8788823	8862534	0.116	0.138	1
ENSG00000179046	TRIML2	chr4	-	188091272	188109603	0.207	0.353	1
ENSG00000286263		chr1	-	234811052	234932653	-1.96	0.389	1
ENSG00000116353	MECR	chr1	-	29192657	29230942	0.13	0.489	1
ENSG00000285852		chr10	-	19812372	19816278	0.0693	0.932	1
ENSG00000280587	LINC01348	chr1	-	235064927	235074220	0.186	0.829	1
ENSG00000277511		chr17	+	32127570	32128454	-1.12	0.69	
ENSG00000187391	MAGI2	chr7	-	78017055	79453667	0.233	0.0601	1
ENSG00000288922		chr10	-	5489710	5493848	0.147	0.472	1
ENSG00000170315	UBB	chr17	+	16380798	16382745	0.0663	0.355	1
ENSG00000173726	TOMM20	chr1	-	235109341	235128837	0.0112	0.859	1
ENSG00000188739	RBM34	chr1	-	235131183	235161283	-0.0895	0.239	1
ENSG00000173068	BNC2	chr9	-	16409503	16870843	-0.242	0.316	1
ENSG00000183520	UTP11	chr1	+	38009258	38024820	-0.0884	0.334	1
ENSG00000131269	ABCB7	chrX	-	75051048	75156732	-0.00932	0.941	1
ENSG00000255920	CCND2-AS1	chr12	-	4247981	4276252	-1.71	0.303	1
ENSG00000289114		chr1	+	235161321	235161705	2.02	0.591	
ENSG00000154358	OBSCN	chr1	+	228208044	228378876	0.201	0.0172	0.679
ENSG00000168243	GNG4	chr1	-	235547685	235650754	-0.188	0.492	1
ENSG00000264717	NPY4R2	chr10	+	47918662	47923524	1.43	0.354	1
ENSG00000134461	ANKRD16	chr10	-	5861616	5889906	0.0934	0.773	1
ENSG00000167880	EVPL	chr17	-	76004502	76027306	0.648	0.241	1
ENSG00000225173		chr6	-	28837240	28839058	0.67	0.482	1
ENSG00000261342		chr19	-	2727743	2729327	-0.502	0.472	1
ENSG00000271746		chr1	+	6393555	6394391	-1.12	0.631	1
ENSG00000069696	DRD4	chr11	+	637269	640706	-0.976	0.109	1
ENSG00000168096	ANKS3	chr16	-	4696510	4734378	-0.000812	0.997	1
ENSG00000185664	PMEL	chr12	-	55954105	55973317	0.0307	0.772	1
ENSG00000154222	CC2D1B	chr1	-	52345723	52366205	-0.0123	0.906	1
ENSG00000163512	AZI2	chr3	-	28315003	28349050	-0.0967	0.314	1
ENSG00000066185	ZMYND12	chr1	-	42430329	42456253	0.309	0.845	1
ENSG00000228786	SEPTIN14P23	chrY	-	25378300	25394719	-1.92	0.615	
ENSG00000135597	REPS1	chr6	-	138903493	138988261	0.0561	0.538	1
ENSG00000289047		chr6	+	32894299	32903758	0.222	0.447	1
ENSG00000159217	IGF2BP1	chr17	+	48997385	49056145	-0.03	0.6	1
ENSG00000100038	TOP3B	chr22	-	21957025	21982813	-0.0198	0.864	1
ENSG00000271992		chr1	+	70445071	70445536	0.00959	0.992	1
ENSG00000179361	ARID3B	chr15	+	74541206	74598131	-0.115	0.0902	1
ENSG00000187905	LRRC74B	chr22	+	21045946	21064168	1.91	0.312	1
ENSG00000155816	FMN2	chr1	+	240014348	240475187	0.159	0.501	1
ENSG00000272054		chr2	+	37208875	37212677	-0.802	0.0845	1
ENSG00000255423	EBLN2	chr3	+	73061659	73063337	-0.0846	0.763	1
ENSG00000288953		chr19	-	52699353	52700660	0.114	0.451	1
ENSG00000172362	OR5B12	chr11	-	58438994	58442236	-0.165	0.965	
ENSG00000130054	NALF2	chrX	+	69504326	69532508	-0.448	0.464	1
ENSG00000288846		chr5	-	79543786	79547655	0.168	0.785	1
ENSG00000169442	CD52	chr1	+	26317958	26320523	-0.0298	0.983	1
ENSG00000090061	CCNK	chr14	+	99481169	99535044	-0.115	0.0828	1
ENSG00000180875	GREM2	chr1	-	240489573	240612155	-0.00354	0.956	1
ENSG00000167637	ZNF283	chr19	+	43827321	43852017	-0.0122	0.943	1
ENSG00000268756		chr19	+	38820166	38823223	-0.739	0.000674	0.0613
ENSG00000164120	HPGD	chr4	-	174490175	174523154	0.105	0.336	1
ENSG00000128283	CDC42EP1	chr22	+	37560480	37569405	-0.112	0.237	1
ENSG00000102471	NDFIP2	chr13	+	79481155	79556077	-0.00337	0.969	1
ENSG00000163217	BMP10	chr2	-	68860909	68871397	1.24	0.132	1
ENSG00000256271	CACNA1C-AS2	chr12	-	2668500	2672220	-0.696	0.753	1
ENSG00000111181	SLC6A12	chr12	-	190077	214570	0.454	0.25	1
ENSG00000234546	LNCTAM34A	chr1	+	9182004	9196284	-0.0815	0.776	1
ENSG00000253973	NRIP3-DT	chr11	+	9004093	9067776	-2.75	0.284	1
ENSG00000255571	MIR9-3HG	chr15	+	89361579	89424983	0.0107	0.974	1
ENSG00000073756	PTGS2	chr1	-	186671791	186680922	-0.247	0.465	1
ENSG00000177822	TENM3-AS1	chr4	-	181874438	182145249	0.0224	0.888	1
ENSG00000226919		chr1	+	240763334	240776824	-0.442	0.701	1
ENSG00000163577	EIF5A2	chr3	-	170888418	170908644	0.195	0.504	1
ENSG00000197312	DDI2	chr1	+	15617458	15669044	0.0338	0.658	1
ENSG00000198535	C2CD4A	chr15	+	62066977	62070917	0.221	0.744	1
ENSG00000288095		chr5	+	141320910	141325985	-0.709	0.554	1
ENSG00000287738		chr1	-	241453751	241484995	-0.276	0.765	1
ENSG00000290911		chr13	-	21283487	21298091	0.478	0.798	1
ENSG00000105697	HAMP	chr19	+	35280716	35285143	1.38	0.665	
ENSG00000224078	SNHG14	chr15	+	24978583	25420336	0.149	0.078	1
ENSG00000114251	WNT5A	chr3	-	55465715	55490539	-0.136	0.408	1
ENSG00000174106	LEMD3	chr12	+	65169583	65248355	0.00349	0.97	1
ENSG00000102195	GPR50	chrX	+	151176584	151181465	0.18	0.878	1
ENSG00000131966	ACTR10	chr14	+	58200080	58235636	-0.0349	0.729	1
ENSG00000234678	ELF3-AS1	chr1	-	201995696	202010463	0.16	0.311	1
ENSG00000259685	IDH2-DT	chr15	+	90102649	90138016	-0.901	0.448	1
ENSG00000277589		chr17	+	36998598	37000034	-0.0265	0.972	1
ENSG00000241111		chr3	+	64067964	64103131	-0.365	0.908	
ENSG00000054277	OPN3	chr1	-	241590102	241677376	-0.0952	0.165	1
ENSG00000162843	WDR64	chr1	+	241652278	241802777	-0.201	0.198	1
ENSG00000104524	PYCR3	chr8	-	143603210	143609773	0.0808	0.816	1
ENSG00000140750	ARHGAP17	chr16	-	24919389	25015666	-0.135	0.242	1
ENSG00000275479		chr17	+	80149627	80149798	-0.616	0.718	1
ENSG00000257167	TMPO-AS1	chr12	-	98512973	98516422	0.339	0.548	1
ENSG00000272865		chr1	+	242147230	242209129	1.08	0.438	1
ENSG00000082175	PGR	chr11	-	101029624	101129813	-1.07	0.578	1
ENSG00000171135	JAGN1	chr3	+	9890574	9894349	0.0148	0.921	1
ENSG00000172172	MRPL13	chr8	-	120380761	120445402	0.0683	0.548	1
ENSG00000138134	STAMBPL1	chr10	+	88879734	88975153	1.33	0.389	1
ENSG00000172766	NAA16	chr13	+	41311267	41377030	0.197	0.207	1
ENSG00000141994	DUS3L	chr19	-	5784832	5791225	0.0864	0.602	1
ENSG00000100867	DHRS2	chr14	+	23630115	23645639	0.196	0.367	1
ENSG00000018699	TTC27	chr2	+	32628032	32821051	0.0615	0.64	1
ENSG00000258056	CD63-AS1	chr12	+	55729094	55730857	0.132	0.685	1
ENSG00000163866	SMIM12	chr1	-	34712737	34859755	-0.0637	0.678	1
ENSG00000105281	SLC1A5	chr19	-	46774883	46788594	-0.0156	0.892	1
ENSG00000179071	CCDC89	chr11	-	85683848	85686195	-0.589	0.795	1
ENSG00000205861	PCOTH	chr13	+	23888842	23897263	1.25	0.43	1
ENSG00000289055		chr1	-	244047342	244048245	-1.77	0.564	
ENSG00000248559		chr5	+	134399495	134401921	-0.439	0.789	1
