gene_ID	hgnc_symbol	chr	strand	start	end	POU2F3_CE_log2FoldChange	POU2F3_CE_pvalue	POU2F3_CE_padj	POU2F3_KO_log2FoldChange	POU2F3_KO_pvalue	POU2F3_KO_padj	POU2F3_PTC_log2FoldChange	POU2F3_PTC_pvalue	POU2F3_PTC_padj
ENSG00000135905	DOCK10	chr2	-	224765090	225042468	-0.92	0.22	0.376	-0.626	0.384		-0.633	0.365	0.673
ENSG00000289102		chr19	+	52558017	52559570	0.109	0.558	0.7	0.179	0.328	0.5	0.125	0.485	0.757
ENSG00000088053	GP6	chr19	-	55013705	55038264	-1.03	0.0504	0.134	-0.108	0.829	0.897	-0.00705	0.988	0.996
ENSG00000260910	SWINGN	chr13	-	113923052	113928991	1.89	0.311		2.45	0.17		1.9	0.289	
ENSG00000120156	TEK	chr9	+	27109141	27230174	1.78	0.111	0.234	2.36	0.0313		0.178	0.887	0.958
ENSG00000275835	TUBGCP5	chr15	-	22983192	23039572	0.279	0.112	0.236	0.192	0.267	0.437	0.203	0.225	0.545
ENSG00000230453	ANKRD18B	chr9	+	33524251	33608848	1.35	0.105	0.224	0.38	0.653		0.252	0.761	0.904
ENSG00000232995		chr1	-	163244505	163321894	0.423	0.259	0.421	-0.222	0.569	0.711	0.475	0.185	0.504
ENSG00000134369	NAV1	chr1	+	201539127	201826969	0.195	0.0145	0.058	0.197	0.0117	0.0737	0.0828	0.276	0.596
ENSG00000196159	FAT4	chr4	+	125314918	125492932	1.42	0.00844	0.0412	1.42	0.00769	0.0601	0.985	0.062	0.327
ENSG00000267414	SETBP1-DT	chr18	-	44676927	44679717	0.278	0.653	0.774	0.322	0.598		0.317	0.598	0.826
ENSG00000132780	NASP	chr1	+	45583846	45618904	0.127	0.237	0.396	0.156	0.137	0.284	0.154	0.129	0.435
ENSG00000260329	TMEM263-DT	chr12	-	106954029	106955504	0.981	0.49		0.0233	0.988		1.13	0.423	0.715
ENSG00000129514	FOXA1	chr14	-	37589552	37596059	-0.942	0.0225	0.0776	-0.741	0.0651	0.178	-0.365	0.342	0.654
ENSG00000286626		chr11	-	34049786	34052132	-2.06	0.0485		-0.213	0.799		-0.386	0.642	0.849
ENSG00000227248	NALF1-IT1	chr13	-	107788342	107835451	-0.251	0.909		-0.35	0.87		0.193	0.923	
ENSG00000107929	LARP4B	chr10	-	806933	931821	-0.438	0.00341	0.0241	-0.344	0.0187	0.0903	-0.212	0.135	0.443
ENSG00000124370	MCEE	chr2	-	71109684	71130239	-0.113	0.534	0.68	-0.245	0.175	0.331	-0.0863	0.62	0.837
ENSG00000259523		chr15	+	29822631	29824081	0.269	0.806		0.581	0.583		-0.973	0.434	0.722
ENSG00000183401	CCDC159	chr19	+	11344684	11354944	0.509	0.128	0.257	0.546	0.0971	0.228	0.482	0.138	0.448
ENSG00000180758	GPR157	chr1	-	9100305	9129102	-0.5	0.00241	0.0203	-0.312	0.0532	0.157	-0.273	0.0803	0.357
ENSG00000104814	MAP4K1	chr19	-	38587641	38618882	-0.304	0.756		-0.0622	0.948		1.24	0.146	0.458
ENSG00000243660	ZNF487	chr10	+	43436841	43483181	0.0834	0.79	0.869	-0.165	0.6	0.735	0.168	0.575	0.812
ENSG00000289305		chr1	+	233613570	233613969	-0.233	0.653	0.773	0.434	0.376		0.147	0.763	0.904
ENSG00000261845		chr17	-	82602989	82604178	-2.9	0.0016	0.0167	-0.799	0.223		-1.06	0.107	0.402
ENSG00000171631	P2RY6	chr11	+	73264498	73305103	0.547	0.00213	0.0192	0.619	0.000384	0.0238	0.344	0.0421	0.288
ENSG00000126091	ST3GAL3	chr1	+	43705824	43931165	-0.0394	0.904	0.944	0.0929	0.771	0.859	0.151	0.626	0.841
ENSG00000176463	SLCO3A1	chr15	+	91853708	92172435	1.44	0.0246	0.0825	0.959	0.134	0.28	0.0318	0.961	0.985
ENSG00000259431	THTPA	chr14	+	23555988	23560271	0.0951	0.693	0.802	0.376	0.109	0.246	-0.113	0.63	0.844
ENSG00000172551	MUCL1	chr12	+	54830518	54896008	-0.902	0.00413	0.0271	-0.776	0.0116	0.0731	-0.502	0.0885	0.371
ENSG00000274349	ZNF658	chr9	+	66856426	66932141	0.689	0.00304	0.0228	0.628	0.00624	0.0555	0.557	0.0132	0.22
ENSG00000171766	GATM	chr15	-	45361124	45402327	0.399	0.331	0.494	-0.167	0.687	0.8	0.198	0.619	0.837
ENSG00000099290	WASHC2A	chr10	+	50067888	50133509	0.18	0.108	0.229	0.0305	0.782	0.866	0.0692	0.518	0.777
ENSG00000227877	MRLN	chr10	-	59736692	59756041	-3.44	0.0105		-1.83	0.0755		-1.6	0.0999	0.39
ENSG00000169885	CALML6	chr1	+	1915108	1917296	1.76	0.0979		2.63	0.0103		0.579	0.603	0.828
ENSG00000154342	WNT3A	chr1	+	228006998	228061271	-0.577	0.0322	0.0987	-0.371	0.159	0.312	-0.385	0.132	0.439
ENSG00000111667	USP5	chr12	+	6852148	6866632	-0.106	0.184	0.333	-0.133	0.088	0.214	-0.0893	0.238	0.557
ENSG00000168610	STAT3	chr17	-	42313324	42388540	0.225	0.0147	0.0587	0.115	0.205	0.366	0.0763	0.386	0.689
ENSG00000145041	DCAF1	chr3	-	51395867	51500015	0.095	0.29	0.453	0.115	0.19	0.349	0.108	0.206	0.527
ENSG00000278811	LINC00624	chr1	-	147258885	147517875	0.731	0.366	0.529	0.738	0.353		0.677	0.385	0.688
ENSG00000263338		chr17	-	3577955	3578853	-0.816	0.66		1.15	0.472		-0.0802	0.961	
ENSG00000133065	SLC41A1	chr1	-	205789094	205813748	-0.193	0.113	0.237	-0.151	0.205	0.366	-0.268	0.021	0.241
ENSG00000065911	MTHFD2	chr2	+	74186172	74217565	-0.436	0.0083	0.0408	-0.442	0.00622	0.0554	-0.393	0.0122	0.214
ENSG00000143443	C1orf56	chr1	+	151047751	151051986	0.121	0.751	0.844	-0.429	0.272	0.442	-0.53	0.171	0.49
ENSG00000267053		chr19	+	36257662	36321276	-1.83	0.0712	0.17	-1.02	0.256		-0.00263	0.997	0.999
ENSG00000037637	FBXO42	chr1	-	16246840	16352480	-0.274	0.038	0.11	-0.143	0.269	0.439	-0.0846	0.498	0.766
ENSG00000271806		chr1	-	2141084	2145279	1.61	0.531		2.35	0.337		3.5	0.118	
ENSG00000107719	PALD1	chr10	+	70478767	70668754	1.62	0.177		1.23	0.306		1.23	0.294	0.613
ENSG00000143001	TMEM61	chr1	+	54980628	54992288	0.295	0.911		1.68	0.499		0.672	0.789	
ENSG00000162542	TMCO4	chr1	-	19682240	19799945	-0.292	0.0197	0.0709	-0.236	0.055	0.161	-0.247	0.0395	0.284
ENSG00000143603	KCNN3	chr1	-	154697455	154870281	-0.445	0.548	0.691	-0.503	0.49		-2.5	0.00821	0.201
ENSG00000260879		chr1	+	108199926	108201491	0.199	0.801	0.875	-0.526	0.528		-0.789	0.36	0.67
ENSG00000287200		chr12	-	57457596	57462818	-2.79	0.139		-0.682	0.672		-0.808	0.613	
ENSG00000117481	NSUN4	chr1	+	46340789	46365152	0.107	0.393	0.555	0.0781	0.527	0.678	0.0559	0.642	0.849
ENSG00000197562	RAB40C	chr16	+	589357	629272	-0.295	0.0336	0.101	-0.254	0.0626	0.174	-0.204	0.122	0.423
ENSG00000136156	ITM2B	chr13	+	48232612	48270357	-0.467	0.000182	0.00655	-0.455	0.000196	0.019	-0.371	0.00172	0.161
ENSG00000125484	GTF3C4	chr9	+	132670035	132694953	0.0795	0.318	0.483	0.0599	0.444	0.608	-0.0375	0.624	0.839
ENSG00000219481	NBPF1	chr1	-	16562319	16613562	0.122	0.277	0.44	0.232	0.0346	0.124	0.106	0.323	0.64
ENSG00000049769	PPP1R3F	chrX	+	49269793	49301461	0.109	0.671	0.786	0.167	0.506	0.661	0.0688	0.781	0.912
ENSG00000225855	RUSC1-AS1	chr1	-	155316863	155324176	-0.0101	0.982	0.989	0.299	0.495	0.653	-0.174	0.694	0.874
ENSG00000162687	KCNT2	chr1	-	196225779	196609225	0.173	0.698	0.805	0.866	0.0381	0.13	0.139	0.749	0.898
ENSG00000227527		chr1	-	42335386	42338376	-2.37	0.469		0.915	0.764		-2.06	0.507	
ENSG00000026103	FAS	chr10	+	88953813	89029605	2.57	6.24e-05	0.00435	1.96	0.00199	0.0379	1.46	0.0198	0.236
ENSG00000160318	CLDND2	chr19	-	51367098	51369003	2.45	0.124		0.675	0.707		1.83	0.257	
ENSG00000067560	RHOA	chr3	-	49359139	49412998	-0.461	0.000476	0.00997	-0.401	0.00187	0.0376	-0.383	0.00214	0.164
ENSG00000179855	GIPC3	chr19	+	3585478	3593541	-4.23	0.0198		-0.146	0.919		-0.0435	0.975	0.99
ENSG00000180891	CUEDC1	chr17	-	57861243	57955412	0.869	0.00123	0.0149	0.664	0.0122	0.0746	0.542	0.0359	0.278
ENSG00000227634	LINC01714	chr1	+	8201518	8215210	0.776	0.752		-0.167	0.945		2.44	0.264	
ENSG00000290717		chr9	-	39443815	39447189	0.585	0.0746	0.176	0.149	0.654	0.777	0.511	0.108	0.403
ENSG00000253168		chr8	+	17703988	17706187	-2.53	0.176		-0.0891	0.957		-1.5	0.406	
ENSG00000186340	THBS2	chr6	-	169215780	169254050	1.43	0.0372	0.109	0.797	0.246	0.415	0.0583	0.933	0.975
ENSG00000269289		chr19	-	23919081	23958035	0.912	0.386		-0.303	0.785		-0.995	0.397	0.696
ENSG00000070366	SMG6	chr17	-	2059839	2303785	0.231	0.0201	0.0717	0.341	0.000473	0.0247	0.161	0.0906	0.375
ENSG00000272100		chr1	+	52353487	52353877	0.0749	0.982		3.19	0.311		0.0294	0.993	
ENSG00000117115	PADI2	chr1	-	17066761	17119451	-1.07	0.0112	0.0491	-0.658	0.11	0.248	-0.706	0.0771	0.352
ENSG00000232300	FAM215B	chr17	-	46558830	46562795	-0.122	0.751	0.844	0.299	0.418	0.585	0.546	0.121	0.423
ENSG00000250602		chr5	-	126372477	126509021	0.712	0.702		1.32	0.461		-2.12	0.293	
ENSG00000171823	FBXL14	chr12	-	1565993	1594581	0.742	0.011	0.0483	0.432	0.142	0.291	0.666	0.0198	0.236
ENSG00000162909	CAPN2	chr1	+	223701593	223776018	1.26	8.9e-06	0.00185	0.894	0.00124	0.032	0.557	0.0379	0.282
ENSG00000203585	LINC02408	chr12	+	67443105	67590771	0.595	0.84		1.43	0.62		2.64	0.324	
ENSG00000214595	EML6	chr2	+	54723499	54972025	0.859	0.0613	0.154	0.686	0.131	0.276	0.148	0.743	0.895
ENSG00000254450	ALG9-IT1	chr11	-	111817214	111829212	-2.16	0.341		-0.263	0.901		-1.51	0.485	
ENSG00000163395	IGFN1	chr1	+	201190824	201228952	1.28	0.332		-0.225	0.876		0.649	0.613	
ENSG00000161243	FBXO27	chr19	-	38990714	39032785	-0.115	0.57	0.709	-0.281	0.165	0.318	-0.119	0.542	0.791
ENSG00000084623	EIF3I	chr1	+	32221077	32245397	-0.195	0.00322	0.0234	-0.129	0.0462	0.145	-0.146	0.0204	0.238
ENSG00000162624	LHX8	chr1	+	75128434	75161533	0.00469	0.998		-1.26	0.571		0.00908	0.997	
ENSG00000234663	LINC01934	chr2	+	181086076	181409321	-1.33	0.318		-0.358	0.768		-0.108	0.927	
ENSG00000213516	RBMXL1	chr1	-	88979456	88992960	0.0119	0.907	0.945	-0.0446	0.656	0.778	-0.0885	0.363	0.672
ENSG00000076003	MCM6	chr2	-	135839626	135876443	0.384	0.0114	0.0496	0.258	0.0831	0.207	0.292	0.0431	0.291
ENSG00000116285	ERRFI1	chr1	-	8004404	8026309	-0.712	0.0144	0.0578	-0.604	0.0339	0.123	-0.6	0.0295	0.265
ENSG00000175395	ZNF25	chr10	-	37949573	37976647	0.9	0.186	0.335	0.666	0.325		1.39	0.0295	0.265
ENSG00000251287	ALG1L2	chr3	+	130081831	130113227	2.62	0.0768		3.14	0.029		3.17	0.0251	0.253
ENSG00000161970	RPL26	chr17	-	8377516	8383213	-0.2	0.0679	0.165	-0.216	0.0447	0.143	-0.196	0.0594	0.322
ENSG00000115257	PCSK4	chr19	-	1481428	1490752	-0.556	0.289	0.452	-0.901	0.092		-0.045	0.927	0.973
ENSG00000111276	CDKN1B	chr12	+	12685498	12722369	0.434	0.000459	0.00981	0.367	0.0027	0.0425	0.441	0.000207	0.0885
ENSG00000288886		chr2	+	42792299	42795078	0.588	0.588		1.98	0.0463		0.43	0.685	0.87
ENSG00000091527	CDV3	chr3	+	133573686	133590261	0.368	0.000313	0.00845	0.244	0.0147	0.0809	0.225	0.02	0.236
ENSG00000273015	LINC00938	chr12	-	45718046	45727860	-0.2	0.22	0.376	-0.234	0.146	0.296	-0.195	0.214	0.534
ENSG00000010803	SCMH1	chr1	-	41027202	41242306	0.382	0.00535	0.0313	0.486	0.000294	0.0213	0.287	0.0295	0.265
ENSG00000110063	DCPS	chr11	+	126304060	126350005	0.409	0.00453	0.0285	0.286	0.0449	0.143	0.23	0.1	0.391
ENSG00000159363	ATP13A2	chr1	-	16985958	17011928	-0.272	0.0105	0.0472	-0.256	0.0141	0.0795	-0.322	0.0015	0.155
ENSG00000181894	ZNF329	chr19	-	58126248	58155110	-0.216	0.211	0.366	-0.317	0.063	0.175	-0.333	0.0458	0.295
ENSG00000257607		chr7	-	1055360	1059261	0.607	0.291	0.453	1.18	0.0299		1.17	0.0265	0.256
ENSG00000178605	GTPBP6	chrX	-	304529	318796	0.326	0.0131	0.054	0.147	0.255	0.424	0.052	0.68	0.868
ENSG00000177465	ACOT4	chr14	+	73591873	73595766	0.473	0.108	0.229	0.0542	0.852	0.911	0.359	0.2	0.521
ENSG00000233117	LINC00702	chr10	-	4201141	4243912	3.77	0.0508		2.3	0.247		1.35	0.515	
ENSG00000186205	MTARC1	chr1	+	220786352	220819659	-0.0606	0.625	0.752	-0.0304	0.802	0.879	-0.046	0.696	0.875
ENSG00000162600	OMA1	chr1	-	58415384	58546802	0.232	0.098	0.214	0.15	0.279	0.449	0.212	0.117	0.416
ENSG00000174564	IL20RB	chr3	+	136946230	137011085	-1.07	0.00562	0.0322	-0.851	0.0246	0.104	-0.751	0.04	0.285
ENSG00000160688	FLAD1	chr1	+	154983338	154993111	0.0846	0.502	0.654	0.108	0.382	0.551	0.0261	0.828	0.933
ENSG00000267221	C17orf113	chr17	-	42038232	42050601	0.212	0.676	0.789	0.534	0.271		0.0335	0.947	0.979
ENSG00000172243	CLEC7A	chr12	-	10116777	10130258	-1.21	0.000353	0.00881	-0.74	0.0252	0.105	-0.349	0.273	0.593
ENSG00000188807	TMEM201	chr1	+	9588911	9614877	-0.322	0.0728	0.173	-0.209	0.234	0.401	-0.235	0.169	0.486
ENSG00000130726	TRIM28	chr19	+	58544064	58550722	-0.0657	0.387	0.55	-0.0875	0.239	0.407	-0.0829	0.25	0.57
ENSG00000159445	THEM4	chr1	-	151870866	151909637	0.736	0.00401	0.0266	0.652	0.0094	0.0661	0.693	0.0044	0.187
ENSG00000288907		chr11	-	125625137	125625913	0.751	0.412		0.542	0.555		-1.11	0.327	0.643
ENSG00000166394	CYB5R2	chr11	-	7665100	7677222	-0.243	0.0683	0.166	-0.254	0.0523	0.156	-0.118	0.35	0.662
ENSG00000177613	CSTF2T	chr10	-	51695486	51699595	0.369	0.0298	0.0938	0.436	0.00887	0.0642	0.385	0.0176	0.23
ENSG00000175866	BAIAP2	chr17	+	81035122	81117434	-0.474	0.00136	0.0155	-0.268	0.0644	0.177	-0.209	0.136	0.444
ENSG00000135451	TROAP	chr12	+	49323236	49331731	0.733	0.00364	0.0252	0.711	0.00403	0.0482	0.58	0.016	0.226
ENSG00000262370		chr16	-	3076911	3087112	-0.272	0.7	0.807	-0.121	0.86		-0.0289	0.966	0.987
ENSG00000110675	ELMOD1	chr11	+	107591091	107666779	-2.29	0.0129	0.0534	-0.912	0.295	0.466	-1.55	0.07	0.342
ENSG00000188157	AGRN	chr1	+	1020120	1056118	0.396	0.00779	0.0392	0.324	0.0262	0.107	0.224	0.113	0.411
ENSG00000140284	SLC27A2	chr15	+	50182196	50236385	-0.358	0.0138	0.056	-0.348	0.0144	0.0803	-0.184	0.182	0.501
ENSG00000140025	EFCAB11	chr14	-	89794669	89954777	0.293	0.115	0.239	0.36	0.048	0.148	0.0292	0.872	0.952
ENSG00000289204		chr13	+	94232987	94235379	1.71	0.346		0.328	0.863		-0.169	0.93	
ENSG00000162599	NFIA	chr1	+	60865259	61462788	-0.189	0.568	0.707	-0.0639	0.842	0.905	0.279	0.356	0.667
ENSG00000198468	FLVCR1-DT	chr1	-	212852105	212858139	-0.0159	0.981	0.989	-0.237	0.724		-0.166	0.8	0.92
ENSG00000169696	ASPSCR1	chr17	+	81976807	82017406	0.27	0.0869	0.197	0.365	0.0179	0.088	0.257	0.0872	0.369
ENSG00000172005	MAL	chr2	+	95025677	95053992	-0.5	0.864		-1.39	0.629		-0.218	0.938	
ENSG00000180488	MIGA1	chr1	+	77779624	77879540	-0.259	0.0733	0.174	-0.322	0.023	0.1	-0.299	0.0291	0.264
ENSG00000267796	LIN37	chr19	+	35748361	35754519	-0.476	0.00482	0.0295	-0.354	0.0321	0.119	-0.211	0.186	0.505
ENSG00000273319		chr7	+	130936464	130939661	-2.26	0.568		-1.47	0.702		-1.32	0.721	
ENSG00000285728		chr1	-	42658687	42682207	1.85	0.0503	0.134	2.51	0.00578		1.8	0.0497	0.303
ENSG00000287765		chr14	+	24188914	24193106	-0.35	0.865		-1.43	0.477		-0.689	0.724	
ENSG00000099260	PALMD	chr1	+	99646113	99694541	-0.667	0.101	0.219	-0.714	0.0774	0.198	-0.549	0.16	0.476
ENSG00000095794	CREM	chr10	+	35126791	35212958	-0.146	0.331	0.494	-0.155	0.295	0.466	-0.0936	0.514	0.775
ENSG00000275367		chr12	+	8217758	8221115	1.77	0.218		1.97	0.159		0.175	0.908	
ENSG00000277840		chr12	+	117002463	117003152	1.67	0.0304	0.095	1.9	0.0111		0.96	0.204	0.524
ENSG00000182557	SPNS3	chr17	+	4433940	4488208	-1.8	0.0929		-2.11	0.059		-2.99	0.0234	
ENSG00000173465	ZNRD2	chr11	+	65570460	65573942	-0.118	0.425	0.586	-0.0825	0.57	0.712	-0.0614	0.664	0.86
ENSG00000047578	KATNIP	chr16	+	27550133	27780344	-0.00175	0.986	0.991	0.0774	0.443	0.607	0.107	0.277	0.597
ENSG00000116544	DLGAP3	chr1	-	34865436	34929650	-0.288	0.671	0.786	-0.554	0.417		-0.101	0.874	0.953
ENSG00000139116	KIF21A	chr12	-	39293228	39443390	-0.569	0.0027	0.0214	-0.467	0.0118	0.0738	-0.353	0.0489	0.301
ENSG00000264982		chr18	+	32287437	32290340	-0.313	0.883		-0.111	0.958		-0.281	0.891	
ENSG00000049239	H6PD	chr1	+	9234774	9271337	0.191	0.153	0.293	0.267	0.0413	0.137	0.208	0.102	0.394
ENSG00000235092	ID2-AS1	chr2	-	8666636	8681864	0.0155	0.97	0.982	-0.831	0.0586	0.167	-0.831	0.0551	0.314
ENSG00000285533	RELA-DT	chr11	+	65662988	65671718	-0.234	0.439	0.599	0.211	0.468	0.628	0.192	0.497	0.765
ENSG00000289635		chr11	-	59105304	59106754	-0.093	0.972		2.4	0.315		-1	0.691	
ENSG00000247317	LY6E-DT	chr8	-	142981738	143018447	0.128	0.659	0.777	0.404	0.15	0.301	0.309	0.263	0.583
ENSG00000185736	ADARB2	chr10	-	1177313	1737525	2.15	0.262		2.28	0.225		2.27	0.22	
ENSG00000171608	PIK3CD	chr1	+	9629889	9729114	1.75	0.00103	0.0139	0.712	0.185	0.344	0.72	0.172	0.49
ENSG00000135842	NIBAN1	chr1	-	184790724	184974508	0.657	0.0445	0.123	0.412	0.199	0.36	0.198	0.525	0.781
ENSG00000284873	OOSP1	chr11	+	59938432	59957480	-0.96	0.733		-1.05	0.703		-0.307	0.906	
ENSG00000272163		chr8	-	24912163	24914717	0.00771	0.994		0.366	0.718		-0.305	0.765	0.906
ENSG00000164256	PRDM9	chr5	+	23443586	23528093	-2.66	0.0516		-2	0.101		-1.05	0.323	0.639
ENSG00000082805	ERC1	chr12	+	990509	1495933	-0.418	0.00319	0.0233	-0.31	0.0253	0.105	-0.191	0.155	0.471
ENSG00000162999	DUSP19	chr2	+	183078559	183100008	0.351	0.335	0.499	0.18	0.621	0.751	0.391	0.265	0.585
ENSG00000105372	RPS19	chr19	+	41860255	41872925	-0.25	0.0305	0.095	-0.283	0.0126	0.0757	-0.261	0.0172	0.229
ENSG00000115194	SLC30A3	chr2	-	27253684	27275817	-0.992	0.000285	0.00803	-0.911	0.000653	0.0278	-0.366	0.151	0.465
ENSG00000118412	CASP8AP2	chr6	+	89829894	89874436	0.204	0.014	0.0564	0.153	0.061	0.171	0.163	0.0402	0.285
ENSG00000159348	CYB5R1	chr1	-	202961873	202967275	0.145	0.137	0.27	0.00651	0.946	0.969	-0.0222	0.81	0.925
ENSG00000179335	CLK3	chr15	+	74598500	74645414	-0.207	0.118	0.243	-0.166	0.201	0.362	-0.14	0.266	0.586
ENSG00000237489	C10orf143	chr10	-	130020025	130110830	0.932	0.19	0.341	0.626	0.381		0.243	0.736	0.892
ENSG00000275191		chr16	-	53628256	53628816	-1.19	0.572		-0.211	0.915		-1.97	0.331	
ENSG00000236709	DAPK1-IT1	chr9	+	87553454	87554459	1.11	0.145	0.283	0.268	0.732		1.51	0.0328	0.271
ENSG00000125266	EFNB2	chr13	-	106489745	106535662	0.931	2.88e-05	0.00322	0.629	0.00394	0.0477	0.381	0.0725	0.345
ENSG00000254453	NAV2-AS2	chr11	-	20043767	20049458	1.39	0.0442	0.122	1.07	0.123		0.0916	0.9	0.963
ENSG00000258365		chr12	-	94277758	94282844	0.221	0.809	0.882	1.42	0.0884		0.98	0.243	0.562
ENSG00000082146	STRADB	chr2	+	201387858	201480846	0.387	0.0073	0.0376	0.282	0.0474	0.147	-0.0242	0.864	0.949
ENSG00000185522	LMNTD2	chr11	-	554850	560738	-0.339	0.471	0.626	-0.484	0.302		-0.25	0.579	0.814
ENSG00000115758	ODC1	chr2	-	10439968	10448327	-0.138	0.432	0.592	-0.174	0.313	0.485	-0.235	0.158	0.473
ENSG00000177181	RIMKLA	chr1	+	42380792	42424232	-1.12	0.0287	0.0914	-0.315	0.52	0.673	-0.921	0.0587	0.322
ENSG00000270589		chr10	+	110910596	110912244	-1.1	0.161	0.303	-0.733	0.331	0.503	-0.923	0.207	0.527
ENSG00000184752	NDUFA12	chr12	-	94895297	95003748	-0.0533	0.599	0.733	-0.0315	0.752	0.846	-0.0977	0.316	0.633
ENSG00000226798		chr9	-	80869758	80871295	-0.214	0.949		2.9	0.356		-0.0949	0.976	
ENSG00000075213	SEMA3A	chr7	-	83955777	84492724	0.196	0.355	0.519	0.214	0.304	0.476	0.171	0.402	0.699
ENSG00000124786	SLC35B3	chr6	-	8411435	8435561	0.285	0.0516	0.136	0.131	0.368	0.539	0.292	0.0381	0.282
ENSG00000022840	RNF10	chr12	+	120533480	120577588	-0.329	0.000741	0.0119	-0.272	0.0044	0.0494	-0.287	0.00196	0.163
ENSG00000140983	RHOT2	chr16	+	668100	674174	-0.00583	0.948	0.969	0.086	0.328	0.499	0.115	0.179	0.498
ENSG00000290123		chr1	-	28234080	28236439	0.426	0.901		0.412	0.903		-1.13	0.733	
ENSG00000076053	RBM7	chr11	+	114400030	114414203	-0.14	0.164	0.307	-0.156	0.114	0.253	-0.101	0.294	0.613
ENSG00000249641	HOXC13-AS	chr12	-	53935328	53939643	0.684	0.506	0.658	0.333	0.751		1.05	0.281	0.601
ENSG00000286669		chr19	-	47255850	47256477	1.39	0.3		-0.961	0.547		0.0253	0.985	0.994
ENSG00000120910	PPP3CC	chr8	+	22440819	22541142	-0.0676	0.615	0.744	-0.0806	0.543	0.691	-0.0555	0.668	0.862
ENSG00000128335	APOL2	chr22	-	36226209	36239954	-0.354	0.00254	0.0209	-0.224	0.0506	0.153	-0.0418	0.706	0.879
ENSG00000167046		chr20	-	62640719	62643304	-2.14	0.145		-1.16	0.384		-1.51	0.258	0.578
ENSG00000229719	MIR194-2HG	chr11	-	64888458	64893455	0.253	0.628	0.754	0.483	0.342	0.513	0.251	0.614	0.835
ENSG00000107949	BCCIP	chr10	+	125823546	125853695	-0.278	0.0151	0.0595	-0.36	0.00137	0.0331	-0.209	0.0544	0.313
ENSG00000153237	CCDC148	chr2	-	158171073	158456753	0.874	0.138	0.272	0.878	0.132		0.474	0.425	0.716
ENSG00000155465	SLC7A7	chr14	-	22773222	22829820	0.781	0.000727	0.0119	0.553	0.0145	0.0807	0.487	0.0265	0.256
ENSG00000227195	MIR663AHG	chr20	-	26167817	26251546	-0.73	0.299	0.462	0.113	0.863	0.919	0.515	0.409	0.704
ENSG00000259240	MIR4713HG	chr15	+	51037488	51293912	3.64	0.434		0.405	0.931		1.18	0.794	
ENSG00000289446		chr3	-	196857591	196867801	1.45	0.665		1.34	0.681		0.206	0.948	
ENSG00000260601		chr16	+	12545482	12546684	-0.427	0.84		-1.41	0.512		-2.62	0.207	
ENSG00000125944	HNRNPR	chr1	-	23303771	23344336	-0.149	0.0744	0.176	-0.163	0.0462	0.145	-0.0751	0.343	0.655
ENSG00000120656	TAF12	chr1	-	28587829	28648291	-0.32	0.0284	0.0908	-0.371	0.00972	0.0671	-0.189	0.173	0.491
ENSG00000221926	TRIM16	chr17	-	15627960	15684311	0.368	0.0792	0.183	0.254	0.218	0.382	-0.0876	0.666	0.861
ENSG00000290706	FAM238C	chr10	-	26931206	26944418	-0.148	0.846	0.906	-0.389	0.609		0.599	0.393	0.694
ENSG00000140157	NIPA2	chr15	+	22838644	22869362	-0.454	0.000313	0.00845	-0.34	0.00586	0.054	-0.345	0.00385	0.184
ENSG00000197608	ZNF841	chr19	-	52064465	52095765	-0.433	0.0642	0.158	-0.184	0.42	0.587	-0.0936	0.672	0.864
ENSG00000165792	METTL17	chr14	+	20989973	20997035	0.233	0.0348	0.104	-0.0571	0.604	0.738	0.0405	0.704	0.878
ENSG00000169515	CCDC8	chr19	-	46410329	46413564	0.11	0.58	0.718	0.348	0.0734	0.192	0.261	0.169	0.487
ENSG00000160703	NLRX1	chr11	+	119166568	119184016	0.345	0.0846	0.193	0.136	0.492	0.649	-0.0663	0.735	0.892
ENSG00000179397	CATSPERE	chr1	+	244454377	244641177	0.678	0.343	0.507	0.0559	0.939		0.687	0.317	0.634
ENSG00000132612	VPS4A	chr16	+	69311350	69326939	0.283	0.0204	0.0725	0.167	0.164	0.317	0.0744	0.524	0.781
ENSG00000128585	MKLN1	chr7	+	131110096	131496632	-0.204	0.0541	0.141	-0.118	0.253	0.422	-0.0797	0.427	0.717
ENSG00000188171	ZNF626	chr19	-	20619939	20661596	-0.0908	0.54	0.684	-0.0167	0.908	0.948	0.223	0.112	0.408
ENSG00000168005	SPINDOC	chr11	+	63813456	63827716	0.848	0.000216	0.00707	0.527	0.0197	0.092	0.275	0.213	0.533
ENSG00000158793	NIT1	chr1	+	161118086	161125445	0.000896	0.994	0.996	-0.00586	0.958	0.976	-0.0417	0.7	0.876
ENSG00000174501	ANKRD36C	chr2	-	95836919	95991831	0.422	0.0282	0.0904	0.501	0.00771	0.0602	0.559	0.00212	0.164
ENSG00000168286	THAP11	chr16	+	67842320	67844195	-0.287	0.057	0.146	-0.165	0.264	0.433	-0.149	0.301	0.619
ENSG00000266490		chr17	+	30792372	30792833	0.814	0.134	0.266	0.197	0.725		0.658	0.215	0.535
ENSG00000141026	MED9	chr17	+	17476994	17493221	0.105	0.392	0.555	-0.000736	0.995	0.997	0.0964	0.413	0.708
ENSG00000164010	ERMAP	chr1	+	42817122	42844991	0.505	0.0446	0.123	0.335	0.182	0.34	0.416	0.0884	0.371
