gene_ID	hgnc_symbol	chr	strand	start	end	PPARG_CE_log2FoldChange	PPARG_CE_pvalue	PPARG_CE_padj	PPARG_KO_log2FoldChange	PPARG_KO_pvalue	PPARG_KO_padj	PPARG_PTC_log2FoldChange	PPARG_PTC_pvalue	PPARG_PTC_padj
ENSG00000135111	TBX3	chr12	-	114670255	114684175	-1.03	7.09e-07	7.83e-06	-0.657	0.00176	0.00924	-0.926	7.51e-06	7.17e-05
ENSG00000161921	CXCL16	chr17	-	4733533	4739928	0.461	0.299	0.433	0.556	0.205	0.359	0.803	0.0629	0.136
ENSG00000203739	PRDX6-AS1	chr1	-	173417793	173489407	0.638	0.0291	0.0692	0.0144	0.962	0.979	0.639	0.0283	0.0718
ENSG00000071127	WDR1	chr4	-	10068089	10116972	0.126	0.237	0.365	0.0316	0.769	0.862	0.238	0.0247	0.0644
ENSG00000150764	DIXDC1	chr11	+	111927144	112022653	-1.26	4.61e-14	2.27e-12	-0.93	2.69e-08	5.75e-07	-1.22	2.5e-13	1.3e-11
ENSG00000289426		chr1	+	173637713	173678264	0.889	0.742		0.00552	0.998		0.901	0.738	
ENSG00000173681	BCLAF3	chrX	-	19912860	19991061	0.217	0.207	0.328	0.415	0.0163	0.0542	0.137	0.424	0.575
ENSG00000182405	PGBD4	chr15	+	34102083	34108686	0.89	9.84e-05	0.000569	0.624	0.00694	0.0279	0.684	0.00293	0.0109
ENSG00000128923	MINDY2	chr15	+	58771192	58861900	0.0126	0.876	0.922	-0.0831	0.307	0.475	0.0599	0.455	0.604
ENSG00000116898	MRPS15	chr1	-	36455718	36464384	-0.585	1.93e-07	2.46e-06	-0.495	1.19e-05	0.000133	-0.442	7.47e-05	0.000504
ENSG00000117593	DARS2	chr1	+	173824653	173858808	0.42	0.0122	0.0338	0.247	0.144	0.28	0.541	0.00116	0.00504
ENSG00000156381	ANKRD9	chr14	-	102501767	102509799	-0.619	0.00027	0.00136	-0.528	0.00163	0.00866	-0.581	0.000547	0.00268
ENSG00000289326		chr2	+	27752831	27757762	2.32	0.242		3.62	0.0592		2.42	0.221	
ENSG00000050748	MAPK9	chr5	-	180233143	180292099	-0.263	9.06e-05	0.000532	-0.17	0.0115	0.0412	-0.206	0.00205	0.00818
ENSG00000258526		chr14	+	39432599	40390547	0.511	0.065	0.133	0.344	0.222	0.38	0.0931	0.742	0.832
ENSG00000256462		chr10	-	5524976	5525742	-0.846	0.618	0.73	-1.06	0.534		0.984	0.488	0.634
ENSG00000234741	GAS5	chr1	-	173858559	173868882	-0.0933	0.231	0.357	-0.142	0.0701	0.165	0.0389	0.615	0.739
ENSG00000235927	NEXN-AS1	chr1	-	77881348	77889539	0.409	0.683		0.749	0.459	0.629	-0.998	0.388	0.541
ENSG00000160396	HIPK4	chr19	-	40379271	40390181	1.57	0.251		-1.3	0.46		0.0446	0.977	
ENSG00000138794	CASP6	chr4	-	109688622	109703583	0.756	1.09e-05	8.54e-05	0.533	0.00209	0.0106	0.749	1.17e-05	0.000105
ENSG00000270084	GAS5-AS1	chr1	+	173862473	173863941	1.11	0.325		0.265	0.822		0.524	0.651	
ENSG00000168065	SLC22A11	chr11	+	64555690	64572875	-0.393	0.107	0.198	0.00741	0.976	0.987	-0.296	0.222	0.361
ENSG00000124102	PI3	chr20	+	45174902	45176544	2.97	0.386		3.59	0.296		3.13	0.357	
ENSG00000173545	ZNF622	chr5	-	16451519	16465800	0.176	0.0807	0.158	0.237	0.0181	0.0587	0.388	9.07e-05	0.000593
ENSG00000107872	FBXL15	chr10	+	102419189	102423136	-0.558	0.00113	0.0046	-0.402	0.0155	0.0523	-0.659	0.000122	0.000766
ENSG00000126653	NSRP1	chr17	+	30115521	30186475	0.372	0.00167	0.00638	0.275	0.0207	0.0653	0.369	0.0017	0.00699
ENSG00000127463	EMC1	chr1	-	19215660	19251552	-0.298	8.09e-06	6.57e-05	-0.358	1.02e-07	1.92e-06	-0.203	0.00219	0.00864
ENSG00000148459	PDSS1	chr10	+	26697701	26746798	0.347	0.151	0.258	0.318	0.188	0.338	0.578	0.0151	0.043
ENSG00000185800	DMWD	chr19	-	45782947	45792845	0.319	0.00277	0.0098	0.259	0.0153	0.0517	0.171	0.109	0.209
ENSG00000178363	CALML3	chr10	+	5524961	5526771	0.605	0.822		0.888	0.744		-0.737	0.792	
ENSG00000178971	CTC1	chr17	-	8224815	8248058	-0.351	5.49e-05	0.000347	-0.45	2.42e-07	4.18e-06	-0.501	9.18e-09	1.95e-07
ENSG00000272333	KMT2B	chr19	+	35717973	35738880	-0.516	1.88e-08	3.08e-07	-0.522	1.63e-08	3.65e-07	-0.546	2.4e-09	5.84e-08
ENSG00000196581	AJAP1	chr1	+	4654609	4792534	-0.497	0.0662	0.135	-0.749	0.00618	0.0255	-0.177	0.506	0.648
ENSG00000260802	SERTM2	chrX	+	111511645	111522399	1.14	0.163	0.274	1.02	0.216	0.372	1.99	0.0111	0.0334
ENSG00000120332	TNN	chr1	+	175067833	175148075	-0.0327	0.985		1.13	0.503		-0.885	0.635	
ENSG00000254325		chr8	+	55893595	55895739	0.625	0.209	0.33	0.677	0.179	0.326	0.365	0.469	0.617
ENSG00000183943	PRKX	chrX	-	3604340	3713649	0.241	0.051	0.109	0.11	0.376	0.548	-0.151	0.224	0.363
ENSG00000260310		chr16	-	10576499	10578183	-0.0797	0.982		2.38	0.497		0.866	0.807	
ENSG00000171793	CTPS1	chr1	+	40979300	41012565	0.382	0.0785	0.154	0.12	0.587	0.733	0.588	0.00659	0.0217
ENSG00000099785	MARCHF2	chr19	+	8413270	8439017	-0.236	0.0711	0.143	-0.362	0.00545	0.023	-0.296	0.023	0.0607
ENSG00000186838	SELENOV	chr19	+	39515139	39520675	0.9	0.131	0.232	1	0.0964	0.208	-0.463	0.476	0.623
ENSG00000155229	MMS19	chr10	-	97458324	97498794	-0.0612	0.318	0.454	-0.0522	0.391	0.563	-0.0314	0.605	0.73
ENSG00000110841	PPFIBP1	chr12	+	27523431	27695564	-0.55	0.00195	0.00726	-0.32	0.0745	0.172	-0.608	0.000584	0.00284
ENSG00000136143	SUCLA2	chr13	-	47745736	48037968	0.121	0.223	0.348	0.0607	0.543	0.699	0.128	0.194	0.326
ENSG00000224968	LINC01645	chr1	+	177351560	177459759	-0.834	0.562	0.683	-1.35	0.35		-0.386	0.768	0.85
ENSG00000289908		chr11	-	68038252	68038942	-0.811	0.792		-0.586	0.851		-0.73	0.811	
ENSG00000213903	LTB4R	chr14	+	24311450	24318036	0.237	0.297	0.431	0.219	0.339	0.51	-0.00394	0.986	0.997
ENSG00000198830	HMGN2	chr1	+	26472440	26476642	0.23	7.79e-05	0.000467	0.181	0.002	0.0102	0.26	7.33e-06	7.01e-05
ENSG00000120341	SEC16B	chr1	-	177923956	177984303	-0.12	0.871	0.919	-0.74	0.358	0.529	0.0938	0.897	0.935
ENSG00000224687	RASAL2-AS1	chr1	-	178090677	178093984	-0.368	0.0808	0.158	-0.378	0.069	0.163	-0.58	0.00675	0.0221
ENSG00000075391	RASAL2	chr1	+	178094104	178484147	-0.736	1.89e-10	4.85e-09	-0.564	1.41e-06	2e-05	-0.559	1.19e-06	1.47e-05
ENSG00000108578	BLMH	chr17	-	30248203	30292056	0.66	5.05e-10	1.2e-08	0.644	1.86e-09	5.14e-08	0.671	2.15e-10	6.52e-09
ENSG00000213057	C1orf220	chr1	+	178542752	178548889	1	0.0646	0.132	0.684	0.22	0.378	-0.473	0.435	0.586
ENSG00000149187	CELF1	chr11	-	47465933	47565569	-0.0695	0.104	0.193	-0.0983	0.0216	0.0675	-0.034	0.423	0.574
ENSG00000170681	CAVIN4	chr9	+	100578079	100588389	0.357	0.137	0.24	0.0786	0.746	0.848	0.265	0.27	0.416
ENSG00000227959	EPHA2-AS1	chr1	+	16155176	16158148	0.939	0.242	0.369	0.929	0.247	0.41	0.728	0.369	0.522
ENSG00000146054	TRIM7	chr5	-	181193924	181205293	-2.55	0.382		-2.42	0.414		-2.5	0.391	
ENSG00000287516		chr1	+	241413716	241468661	1.04	0.613		-0.463	0.83		-0.955	0.653	
ENSG00000162782	TDRD5	chr1	+	179591613	179691272	-0.723	0.12	0.216	-1.19	0.0116	0.0415	-1.04	0.0287	0.0725
ENSG00000226711	FAM66C	chr12	+	8180207	8216151	1.16	0.117	0.212	1.36	0.0692	0.163	-0.283	0.734	0.827
ENSG00000166965	RCCD1	chr15	+	90954881	90963125	0.176	0.303	0.438	0.0861	0.615	0.755	0.0627	0.713	0.812
ENSG00000261302	NUP93-DT	chr16	-	56708450	56730010	-0.264	0.839		-0.503	0.712		-0.228	0.861	
ENSG00000225187		chr2	+	47067822	47071204	-0.0473	0.938	0.964	0.49	0.413	0.584	-1.08	0.121	0.228
ENSG00000133316	WDR74	chr11	-	62832342	62841809	-0.584	0.00209	0.00769	-0.389	0.0419	0.112	-0.498	0.00844	0.0266
ENSG00000153029	MR1	chr1	+	181033374	181061938	-0.663	0.0224	0.0557	-0.675	0.0201	0.0639	-1.36	6.43e-06	6.27e-05
ENSG00000231966	LINC02818	chr1	-	179829609	179836124	2.98	0.101		2.08	0.27		0.967	0.635	
ENSG00000256436	TAS2R31	chr12	-	11030387	11031407	0.762	0.0421	0.0934	0.39	0.318	0.487	0.383	0.319	0.469
ENSG00000197457	STMN3	chr20	-	63639705	63657682	-1.01	0.00161	0.00619	-1.31	5.36e-05	0.00049	-0.885	0.00531	0.0181
ENSG00000169905	TOR1AIP2	chr1	-	179839967	179877803	-0.646	3.9e-09	7.58e-08	-0.556	5.37e-07	8.51e-06	-0.594	5.58e-08	9.68e-07
ENSG00000289858		chr22	+	46250385	46252188	0.488	0.213	0.336	0.753	0.0469	0.123	0.406	0.3	0.449
ENSG00000284633		chr22	+	39242188	39279897	-0.61	0.135	0.236	-0.556	0.168	0.311	-1.02	0.0159	0.0448
ENSG00000261135		chr1	+	16514645	16515754	2.37	0.0233	0.0576	2.05	0.0554	0.139	1.81	0.0883	0.178
ENSG00000250838		chr17	-	48995266	48997492	-0.133	0.879	0.924	0.0858	0.921	0.957	-0.871	0.356	0.508
ENSG00000272906		chr1	-	179881607	179882595	-0.881	0.0586	0.122	-0.762	0.085	0.189	-0.9	0.0503	0.114
ENSG00000089063	TMEM230	chr20	-	5068232	5113103	-0.0389	0.528	0.653	-0.0254	0.679	0.801	-0.014	0.819	0.886
ENSG00000233009	NALCN-AS1	chr13	+	100708325	101059286	0.86	0.742		2.67	0.287		1.89	0.456	
ENSG00000234787	LINC00458	chr13	-	53950255	54270397	1.01	3.97e-06	3.55e-05	1.1	6.68e-07	1.04e-05	0.953	1.25e-05	0.00011
ENSG00000171621	SPSB1	chr1	+	9292894	9369532	0.512	0.00107	0.00439	0.815	2.35e-07	4.06e-06	0.575	0.000225	0.00128
ENSG00000188993	LRRC66	chr4	-	51993652	52020363	1.17	0.203	0.323	1.43	0.117	0.24	0.327	0.734	0.827
ENSG00000260532		chr16	+	1111627	1113399	2.54	0.356		1.95	0.483		1.94	0.486	
ENSG00000289410		chr2	-	61728808	61764305	0.45	0.587	0.704	0.298	0.726	0.835	0.702	0.385	0.537
ENSG00000136816	TOR1B	chr9	+	129803157	129811281	-1.09	7.2e-14	3.44e-12	-0.764	1.42e-07	2.6e-06	-0.969	1.93e-11	7.07e-10
ENSG00000144741	SLC25A26	chr3	+	66133610	66388116	-0.232	0.0594	0.123	-0.262	0.0341	0.0958	-0.372	0.00249	0.00962
ENSG00000143036	SLC44A3	chr1	+	94820342	94895246	0.245	0.212	0.335	0.318	0.105	0.222	0.101	0.609	0.734
ENSG00000087586	AURKA	chr20	-	56369389	56392337	-0.306	0.00313	0.0109	-0.226	0.0301	0.0866	-0.159	0.122	0.229
ENSG00000111679	PTPN6	chr12	+	6946468	6961316	-0.184	0.159	0.269	-0.0226	0.862	0.922	-0.271	0.0376	0.0903
ENSG00000100296	THOC5	chr22	-	29505879	29555216	0.0971	0.194	0.312	-0.014	0.852	0.916	0.119	0.109	0.21
ENSG00000151150	ANK3	chr10	-	60026298	60733490	0.921	2.07e-10	5.25e-09	0.747	3.48e-07	5.76e-06	0.393	0.00666	0.0219
ENSG00000136908	DPM2	chr9	-	127935099	127937854	-0.162	0.141	0.244	-0.145	0.187	0.336	-0.101	0.353	0.504
ENSG00000117682	DHDDS	chr1	+	26432282	26471306	-0.0295	0.699	0.792	0.0243	0.75	0.85	-0.046	0.545	0.68
ENSG00000236719	OVAAL	chr1	+	180509380	180566523	-0.765	0.798		-1.46	0.631		-0.955	0.749	
ENSG00000243155		chr1	-	180944042	180976482	0.399	0.221	0.345	0.201	0.546	0.702	0.156	0.638	0.757
ENSG00000135823	STX6	chr1	-	180972712	181023121	0.217	0.00401	0.0134	0.218	0.00404	0.018	0.35	3.02e-06	3.27e-05
ENSG00000103018	CYB5B	chr16	+	69398402	69466264	0.739	4.18e-05	0.000274	0.494	0.00676	0.0273	0.777	1.53e-05	0.000132
ENSG00000125841	NRSN2	chr20	+	346782	359660	0.206	0.0887	0.17	0.131	0.282	0.45	0.156	0.197	0.331
ENSG00000138207	RBP4	chr10	-	93591687	93601744	-2.23	1.53e-09	3.26e-08	-2.06	1.35e-09	3.84e-08	-2.85	8.75e-12	3.4e-10
ENSG00000121236	TRIM6	chr11	+	5596109	5612958	0.26	0.0204	0.0516	0.196	0.0817	0.184	0.375	0.000734	0.00344
ENSG00000278156	TSC22D1-AS1	chr13	+	44575893	44580432	0.389	0.381	0.517	0.431	0.336	0.506	0.00327	0.994	1
ENSG00000155957	TMBIM4	chr12	-	66135846	66170027	0.209	0.0945	0.179	0.138	0.27	0.436	0.319	0.00996	0.0304
ENSG00000276509		chr1	+	146235806	146237807	-1.01	0.708		-0.329	0.904		-1.69	0.537	
ENSG00000116698	SMG7	chr1	+	183472216	183598246	-0.409	1.97e-06	1.92e-05	-0.293	0.000717	0.00441	-0.321	0.000176	0.00104
ENSG00000174547	MRPL11	chr11	-	66435075	66466738	0.195	0.104	0.194	0.055	0.648	0.779	0.297	0.0125	0.0366
ENSG00000135828	RNASEL	chr1	-	182573634	182589256	0.585	0.000126	0.000704	0.431	0.00492	0.0212	0.38	0.0132	0.0383
ENSG00000225458		chr20	+	41991140	42063969	-2.42	0.326		-0.522	0.83		-2.4	0.33	
ENSG00000264808		chr17	-	29333910	29390777	-0.502	0.629	0.738	-0.0824	0.931	0.962	-0.146	0.881	0.925
ENSG00000134242	PTPN22	chr1	-	113813811	113871753	-1.76	0.0884	0.17	-1.67	0.08	0.181	-1.86	0.0688	0.146
ENSG00000126603	GLIS2	chr16	+	4314761	4339597	-0.0996	0.642	0.748	0.203	0.346	0.518	0.0375	0.86	0.912
ENSG00000134905	CARS2	chr13	-	110641412	110713603	0.235	0.0648	0.132	0.0846	0.51	0.671	0.312	0.0135	0.0391
ENSG00000135824	RGS8	chr1	-	182641816	182684587	0.318	0.611	0.724	0.779	0.209	0.363	-0.554	0.402	0.554
ENSG00000106524	ANKMY2	chr7	-	16599779	16645817	-0.258	0.00342	0.0117	-0.148	0.0909	0.199	-0.106	0.223	0.362
ENSG00000085871	MGST2	chr4	+	139665768	139740745	-0.1	0.668	0.769	-0.113	0.626	0.763	0.0637	0.781	0.859
ENSG00000277855		chr3	+	71581721	71628558	0.0205	0.994		-0.953	0.73		-0.87	0.749	
ENSG00000135838	NPL	chr1	+	182789293	182830384	0.364	0.265	0.395	0.312	0.338	0.509	0.522	0.103	0.201
ENSG00000066117	SMARCD1	chr12	+	50085200	50100707	0.401	0.000537	0.00245	0.267	0.0224	0.0695	0.335	0.00373	0.0134
ENSG00000166816	LDHD	chr16	-	75111860	75116780	-2.11	0.00495	0.0159	-1.7	0.0129	0.0451	-1.66	0.016	0.0451
ENSG00000142188	TMEM50B	chr21	-	33432485	33479974	0.417	0.015	0.0401	0.344	0.0454	0.12	0.621	0.000247	0.00138
ENSG00000157181	ODR4	chr1	+	186375838	186421378	-0.301	0.0228	0.0564	-0.0433	0.745	0.847	-0.162	0.217	0.355
ENSG00000245869		chr11	-	118885841	118887742	-1.16	0.234	0.361	0.415	0.635	0.769	-2.12	0.0635	0.137
ENSG00000172757	CFL1	chr11	-	65823022	65862026	0.0943	0.33	0.466	0.0847	0.386	0.558	0.189	0.05	0.114
ENSG00000178386	ZNF223	chr19	+	44051367	44067999	0.129	0.541	0.664	0.119	0.574	0.723	0.0845	0.688	0.795
ENSG00000147065	MSN	chrX	+	65588377	65741931	0.854	1.11e-06	1.16e-05	0.762	1.71e-05	0.000182	0.642	0.000237	0.00134
ENSG00000276867		chr16	+	31704728	31705260	-0.64	0.519	0.645	0.884	0.294	0.463	0.465	0.592	0.72
ENSG00000058085	LAMC2	chr1	+	183186238	183245127	1.12	1.72e-07	2.21e-06	0.919	2.29e-05	0.000236	1.23	8.84e-09	1.89e-07
ENSG00000157064	NMNAT2	chr1	-	183248237	183418380	-0.306	0.00102	0.00422	-0.406	1.52e-05	0.000164	-0.461	7.17e-07	9.43e-06
ENSG00000070785	EIF2B3	chr1	-	44850522	44986722	0.307	0.108	0.199	0.178	0.355	0.526	0.534	0.00475	0.0165
ENSG00000223776	LGALS8-AS1	chr1	-	236523052	236524508	-1.57	0.159		0.384	0.644	0.775	-0.0636	0.942	0.967
ENSG00000260807	CEROX1	chr16	-	975761	981596	0.119	0.78	0.852	0.605	0.148	0.285	0.332	0.427	0.578
ENSG00000287929		chr1	+	183252263	183258968	1.88	0.0587	0.122	1.93	0.0551	0.138	0.0107	0.992	0.999
ENSG00000198846	TOX	chr8	-	58805412	59119147	1.25	1.67e-05	0.000123	0.904	0.00222	0.0111	0.956	0.0011	0.00483
ENSG00000159111	MRPL10	chr17	-	47823272	47831541	-0.0899	0.355	0.492	-0.0197	0.839	0.908	-0.0373	0.698	0.801
ENSG00000253796		chr8	-	108871128	109063417	-0.0864	0.981		2.63	0.451		-0.000326	1	
ENSG00000105369	CD79A	chr19	+	41877279	41881372	-0.0199	0.986	0.993	-0.983	0.454		-1.57	0.268	
ENSG00000103043	VAC14	chr16	-	70687439	70801160	-0.0738	0.47	0.602	-0.136	0.185	0.333	-0.131	0.2	0.334
ENSG00000286966		chr1	+	183613537	183619335	-0.747	0.626	0.736	-1.41	0.367		-2.42	0.166	
ENSG00000121900	TMEM54	chr1	-	32894594	32901438	-0.0693	0.609	0.722	0.0808	0.551	0.705	-0.11	0.415	0.566
ENSG00000162704	ARPC5	chr1	-	183620846	183635783	0.273	0.0911	0.174	0.101	0.537	0.694	0.403	0.0125	0.0366
ENSG00000260388	LINC00562	chr13	-	47930153	47932622	0.513	0.38	0.516	0.15	0.807	0.887	0.428	0.466	0.614
ENSG00000149016	TUT1	chr11	-	62575045	62591637	-0.293	0.00196	0.00727	-0.27	0.00354	0.0162	-0.271	0.00373	0.0134
ENSG00000116783	TNNI3K	chr1	+	74235387	74544428	-0.578	0.427	0.563	-0.526	0.471	0.638	-2.48	0.00486	0.0168
ENSG00000178537	SLC25A20	chr3	-	48856926	48898904	1.01	6.25e-05	0.000387	0.793	0.00183	0.00954	0.947	0.000167	0.000994
ENSG00000198860	TSEN15	chr1	+	184051651	184123978	0.396	0.00724	0.0219	0.32	0.031	0.0887	0.392	0.00755	0.0243
ENSG00000164048	ZNF589	chr3	+	48241100	48299253	1.08	4.46e-08	6.71e-07	0.882	1.11e-05	0.000125	1.17	3.42e-09	8.02e-08
ENSG00000267390	KDSR-DT	chr18	+	63367295	63381631	-1.17	0.169	0.282	0.363	0.606	0.747	-0.101	0.891	0.931
ENSG00000119777	TMEM214	chr2	+	27032910	27041694	-0.447	1.89e-07	2.42e-06	-0.286	0.000923	0.00544	-0.368	1.58e-05	0.000136
ENSG00000151500	THYN1	chr11	-	134248279	134253370	0.47	0.00169	0.00645	0.326	0.0297	0.0857	0.414	0.00541	0.0184
ENSG00000150275	PCDH15	chr10	-	53802771	55627942	1.34	0.0831	0.162	0.851	0.279	0.446	-0.113	0.889	0.929
ENSG00000107874	CUEDC2	chr10	-	102423245	102432584	0.0893	0.548	0.671	0.159	0.284	0.452	-0.0194	0.896	0.934
ENSG00000088247	KHSRP	chr19	-	6413102	6424811	-0.205	0.00194	0.00722	-0.168	0.0119	0.0423	-0.0594	0.366	0.518
ENSG00000171840	NINJ2	chr12	-	564296	663589	0.571	0.448	0.583	0.719	0.319	0.488	-0.687	0.429	0.58
ENSG00000107485	GATA3	chr10	+	8045378	8075198	-0.496	0.000322	0.00159	-0.258	0.0642	0.154	-0.448	0.00111	0.00489
ENSG00000121297	TSHZ3	chr19	-	31149979	31349436	1.26	0.000265	0.00134	1.21	0.000474	0.00315	0.876	0.0112	0.0337
ENSG00000134900	TPP2	chr13	+	102596958	102679958	-0.162	0.127	0.226	-0.133	0.214	0.37	-0.0967	0.361	0.513
ENSG00000285847		chr1	-	184607599	184672166	-3.14	1.83e-06	1.8e-05	-2.68	8.34e-06	9.7e-05	-3.89	1.3e-07	2.08e-06
ENSG00000234779	BNC2-AS1	chr9	+	16726814	16727524	-0.017	0.996		0.635	0.867		-1.84	0.63	
ENSG00000266993		chr1	+	51793934	51799154	-0.022	0.946	0.969	0.112	0.73	0.838	-0.255	0.439	0.59
ENSG00000270038		chr14	+	95644508	95645232	-0.86	0.532	0.657	-0.186	0.883		0.591	0.622	0.745
ENSG00000260990		chr1	+	175307218	175335459	-2.09	0.196		-0.695	0.6	0.743	-0.717	0.602	0.728
ENSG00000160323	ADAMTS13	chr9	+	133414358	133459402	0.96	0.00181	0.00684	0.702	0.0252	0.0759	-0.0315	0.923	0.953
ENSG00000224358	TMCO1-AS1	chr1	+	165768929	165775176	0.73	0.191	0.309	0.387	0.502	0.664	0.377	0.507	0.649
ENSG00000184047	DIABLO	chr12	-	122207663	122227456	-0.125	0.102	0.19	-0.177	0.0207	0.0654	-0.195	0.0106	0.0321
ENSG00000115457	IGFBP2	chr2	+	216632828	216664436	-0.0418	0.842	0.898	0.0623	0.769	0.862	-0.492	0.0184	0.0507
ENSG00000167771	RCOR2	chr11	-	63911230	63917164	-0.148	0.427	0.563	-0.296	0.115	0.236	-0.141	0.448	0.598
ENSG00000126453	BCL2L12	chr19	+	49665142	49673916	-0.424	0.000432	0.00204	-0.309	0.0101	0.0373	-0.341	0.00433	0.0152
ENSG00000273004		chr1	+	185317779	185318530	1.47	0.0543	0.115	0.894	0.258	0.423	0.941	0.232	0.372
ENSG00000080371	RAB21	chr12	+	71754863	71800286	-0.0453	0.479	0.609	0.00312	0.961	0.979	-0.0132	0.836	0.898
ENSG00000100796	PPP4R3A	chr14	-	91457508	91510554	-0.366	0.000377	0.00181	-0.203	0.0505	0.13	-0.285	0.00543	0.0184
ENSG00000105792	CFAP69	chr7	+	90245174	90311063	-0.399	0.396	0.533	0.182	0.684	0.804	-0.561	0.241	0.384
ENSG00000204316	MRPL38	chr17	-	75898644	75905093	0.0955	0.517	0.643	-0.0508	0.732	0.839	0.0967	0.509	0.65
ENSG00000132881	CPLANE2	chr1	-	16231692	16237183	0.657	0.0617	0.127	0.758	0.0284	0.0829	0.547	0.119	0.224
ENSG00000197372	ZNF675	chr19	-	23525631	23687220	0.749	2.24e-08	3.62e-07	0.572	2.36e-05	0.000241	0.75	1.77e-08	3.48e-07
ENSG00000116690	PRG4	chr1	+	186296279	186314567	-0.756	0.599		-0.733	0.578		-0.318	0.807	
ENSG00000047410	TPR	chr1	-	186311652	186375693	-0.142	0.195	0.314	-0.0308	0.781	0.871	-0.0786	0.47	0.618
ENSG00000134243	SORT1	chr1	-	109309568	109397918	0.287	0.00426	0.0141	0.335	0.000976	0.00569	0.42	2.69e-05	0.000213
ENSG00000171824	EXOSC10	chr1	-	11066618	11099869	-0.348	2.86e-09	5.73e-08	-0.285	1.05e-06	1.54e-05	-0.203	0.000445	0.00226
ENSG00000121753	ADGRB2	chr1	-	31727117	31764893	0.672	0.0818	0.16	0.598	0.126	0.254	-0.884	0.0234	0.0615
ENSG00000291185		chr9	-	14921013	15146401	-1.06	0.0099	0.0284	-1.43	0.000603	0.00383	-1.5	0.000319	0.00171
ENSG00000289878		chr13	-	94548739	94549335	-0.164	0.935		-1.46	0.497		0.107	0.957	
ENSG00000234917		chr1	+	42678735	42681659	1.7	0.28		-0.218	0.903		2.04	0.186	
ENSG00000003056	M6PR	chr12	-	8940361	8949761	-0.255	0.00243	0.00875	-0.289	0.000632	0.00398	-0.0514	0.538	0.675
ENSG00000162396	PARS2	chr1	-	54756898	54764523	0.274	0.12	0.216	-0.0283	0.874	0.929	0.202	0.251	0.394
ENSG00000281091		chrX	+	103404777	103452754	1.37	0.00909	0.0265	0.782	0.16	0.301	1.11	0.0377	0.0905
ENSG00000142731	PLK4	chr4	+	127880893	127899224	0.0919	0.443	0.577	0.107	0.372	0.543	0.217	0.0672	0.143
ENSG00000137502	RAB30	chr11	-	82973133	83071923	0.787	0.000573	0.00259	0.553	0.0165	0.0546	0.783	0.000569	0.00277
ENSG00000228063	LYPLAL1-DT	chr1	-	218976672	219173961	2.51	0.0721		2.14	0.126		1.04	0.486	
ENSG00000149256	TENM4	chr11	-	78652829	79441030	0.653	0.0889	0.171	0.82	0.0347	0.0971	-0.115	0.763	0.847
ENSG00000286529		chr18	+	74293217	74298662	-1.11	0.327	0.464	-1.72	0.159	0.301	-1.58	0.192	0.324
ENSG00000188283	ZNF383	chr19	+	37217926	37248740	0.0922	0.563	0.684	0.0993	0.531	0.689	-0.123	0.445	0.595
ENSG00000124356	STAMBP	chr2	+	73828916	73873659	0.224	0.0123	0.0341	0.0893	0.322	0.491	0.167	0.0611	0.133
ENSG00000107829	FBXW4	chr10	-	101610664	101695295	0.17	0.254	0.384	0.152	0.309	0.478	0.058	0.697	0.8
ENSG00000115935	WIPF1	chr2	-	174559572	174682916	1.15	1.7e-08	2.81e-07	1.22	2.89e-09	7.72e-08	0.315	0.125	0.233
ENSG00000100997	ABHD12	chr20	-	25294742	25390835	-0.158	0.0397	0.0891	0.0276	0.72	0.83	-0.0957	0.21	0.347
ENSG00000166257	SCN3B	chr11	-	123629187	123655244	0.367	0.339	0.475	-0.0335	0.932	0.962	0.438	0.247	0.39
ENSG00000198873	GRK5	chr10	+	119207571	119459745	1.17	2.63e-14	1.37e-12	1.26	4.59e-16	4.1e-14	1.13	2.48e-13	1.29e-11
ENSG00000175318	GRAMD2A	chr15	-	72159806	72197787	0.127	0.158	0.267	0.0538	0.554	0.707	0.23	0.0102	0.0311
ENSG00000235750	KIAA0040	chr1	-	175156986	175192999	-1.63	3.45e-19	3.72e-17	-1.27	6.48e-12	2.84e-10	-1.24	8.25e-12	3.21e-10
ENSG00000267058		chr19	-	43891804	43901805	0.221	0.538	0.662	0.247	0.486	0.65	0.398	0.255	0.399
ENSG00000136636	KCTD3	chr1	+	215567304	215621807	-0.648	2.25e-06	2.16e-05	-0.332	0.0161	0.0539	-0.579	2.21e-05	0.000181
ENSG00000185633	NDUFA4L2	chr12	-	57234903	57240715	0.00532	0.998		-1.73	0.376		-1.54	0.426	
ENSG00000091651	ORC6	chr16	+	46689643	46698394	0.956	9.87e-14	4.62e-12	0.72	2.93e-08	6.23e-07	0.84	5.61e-11	1.87e-09
ENSG00000183513	COA5	chr2	-	98599314	98608515	-0.00458	0.967	0.982	0.00447	0.967	0.982	-0.1	0.364	0.516
ENSG00000257698	GIHCG	chr12	-	57930115	57936345	1.77	0.194		2.13	0.117		1.34	0.328	
ENSG00000286746		chr13	-	80697177	81017737	-0.861	0.768		1.58	0.573		0.888	0.756	
ENSG00000180667	YOD1	chr1	-	207043849	207052980	-0.636	8.5e-07	9.18e-06	-0.382	0.00321	0.0149	-0.436	0.000673	0.0032
