gene_ID	hgnc_symbol	chr	strand	start	end	EOMES_KO_log2FoldChange	EOMES_KO_pvalue	EOMES_KO_padj
ENSG00000291309	LY6S	chr8	-	143041844	143045678	-0.0315	0.982	0.988
ENSG00000103168	TAF1C	chr16	-	84177847	84187070	0.0531	0.527	0.615
ENSG00000110075	PPP6R3	chr11	+	68460731	68615334	0.505	8.96e-22	4.95e-21
ENSG00000104976	SNAPC2	chr19	+	7920338	7923250	0.124	0.342	0.435
ENSG00000270720		chr4	+	89119284	89119871	1.27	0.174	0.245
ENSG00000286369		chr11	+	68272100	68284884	-1.46	0.103	0.154
ENSG00000246695	RASSF8-AS1	chr12	-	25936683	25959765	-0.373	0.000116	0.000268
ENSG00000171067	C11orf24	chr11	-	68261338	68272001	0.138	0.0799	0.123
ENSG00000088727	KIF9	chr3	-	47227998	47283451	-0.78	1.77e-05	4.42e-05
ENSG00000110719	TCIRG1	chr11	+	68039025	68050895	1.1	9.31e-18	4.46e-17
ENSG00000117152	RGS4	chr1	+	163068775	163076802	10.2	8.42e-71	1.14e-69
ENSG00000255306		chr11	-	68024809	68030461	-0.475	0.709	0.776
ENSG00000110057	UNC93B1	chr11	-	67991100	68004982	-1.26	4.59e-25	2.79e-24
ENSG00000182890	GLUD2	chrX	+	121047610	121050094	-0.79	6.79e-05	0.000162
ENSG00000041353	RAB27B	chr18	+	54717860	54895516	0.0301	0.978	0.986
ENSG00000290994		chr11	-	67791648	67805336	-1.02	1.47e-11	5.39e-11
ENSG00000021488	SLC7A9	chr19	-	32830509	32869767	1.42	0.44	0.533
ENSG00000156453	PCDH1	chr5	-	141853090	141879246	-0.964	1.6e-38	1.32e-37
ENSG00000253719	ATXN7L3B	chr12	+	74537835	74545430	-0.633	1.37e-61	1.61e-60
ENSG00000167799	NUDT8	chr11	-	67627938	67629937	-0.014	0.963	0.976
ENSG00000127152	BCL11B	chr14	-	99169287	99272197	-2.52	3.75e-122	8.87e-121
ENSG00000187987	ZSCAN23	chr6	-	28431930	28443502	0.973	8.64e-05	0.000204
ENSG00000184224	NDUFV1-DT	chr11	-	67602880	67606706	-2.54	0.0258	0.0443
ENSG00000166797	CIAO2A	chr15	-	64072565	64093857	-0.0314	0.68	0.751
ENSG00000172663	TMEM134	chr11	-	67461710	67469272	-0.563	8.3e-07	2.31e-06
ENSG00000205959		chr4	+	8482270	8516759	-1.07	0.0653	0.103
ENSG00000291141	EMBP1	chr1	+	121519103	121575702	-2.17	2.77e-16	1.25e-15
ENSG00000275263		chr16	-	30956872	30957199	-0.574	0.466	0.558
ENSG00000172725	CORO1B	chr11	-	67435510	67443821	-0.0271	0.666	0.74
ENSG00000287025		chr2	-	76893894	76897247	0.112	0.916	0.941
ENSG00000127838	PNKD	chr2	+	218269651	218346793	0.369	0.000119	0.000277
ENSG00000172613	RAD9A	chr11	+	67317871	67398410	-0.132	0.37	0.463
ENSG00000246526	LINC02481	chr4	-	6687448	6690544	-1.01	0.545	0.632
ENSG00000172932	ANKRD13D	chr11	+	67289300	67302485	-0.55	5.01e-07	1.42e-06
ENSG00000173156	RHOD	chr11	+	67056847	67072017	-1.23	1.81e-24	1.09e-23
ENSG00000173715	C11orf80	chr11	+	66744451	66843516	-0.759	4.93e-12	1.85e-11
ENSG00000122367	LDB3	chr10	+	86666785	86736072	3.18	2.97e-32	2.18e-31
ENSG00000259070	LINC00639	chr14	-	38738155	38948273	-4.54	0.00111	0.00232
ENSG00000173914	RBM4B	chr11	-	66664998	66677887	1.03	5.94e-29	4.02e-28
ENSG00000081177	EXD2	chr14	+	69191498	69244020	-1.28	6.44e-86	1.05e-84
ENSG00000081052	COL4A4	chr2	-	227002714	227164453	-4.78	9.35e-53	9.76e-52
ENSG00000053702	NRIP2	chr12	-	2825348	2835544	-0.643	0.589	0.673
ENSG00000107201	RIGI	chr9	-	32455302	32526208	-1.89	5.33e-63	6.4e-62
ENSG00000012963	UBR7	chr14	+	93207241	93229215	0.724	8.2e-30	5.68e-29
ENSG00000174165	ZDHHC24	chr11	-	66520637	66546235	-0.377	0.000696	0.00149
ENSG00000254986	DPP3	chr11	+	66480013	66509657	-0.838	1.86e-30	1.31e-29
ENSG00000255517	DPP3-DT	chr11	-	66473490	66480296	-1.07	4.09e-05	9.92e-05
ENSG00000287695		chr5	+	154346042	154347834	-0.547	0.507	0.597
ENSG00000136114	THSD1	chr13	-	52377167	52416373	4.54	3.72e-56	4.06e-55
ENSG00000167779	IGFBP6	chr12	+	53097436	53102345	-3.29	2.01e-47	1.93e-46
ENSG00000129292	PHF20L1	chr8	+	132775358	132848807	0.457	3.42e-14	1.43e-13
ENSG00000287766		chr19	+	2862270	2864428	-1.53	0.0451	0.0738
ENSG00000254510		chr11	+	66409158	66417227	1.67	7.26e-12	2.71e-11
ENSG00000230454		chr3	+	50260303	50263358	-1.39	3.07e-05	7.55e-05
ENSG00000239474	KLHL41	chr2	+	169509702	169526258	5.11	2.38e-38	1.96e-37
ENSG00000275485		chr13	-	20768876	20769375	0.228	0.872	0.907
ENSG00000228084		chr1	-	99968382	99969957	-2.99	1.23e-32	9.12e-32
ENSG00000136026	CKAP4	chr12	-	106237881	106304279	1.19	1.84e-142	5.08e-141
ENSG00000174807	CD248	chr11	-	66314494	66317044	6.71	1.99e-169	6.67e-168
ENSG00000157653	C9orf43	chr9	+	113410054	113429690	1.78	0.00107	0.00225
ENSG00000290965		chr12	+	52084744	52108250	2.95	0.0973	0.147
ENSG00000100104	SRRD	chr22	+	26483877	26494658	0.215	0.0016	0.00329
ENSG00000171291	ZNF439	chr19	+	11848726	11883750	-0.187	0.0908	0.138
ENSG00000289560		chr11	-	66311859	66313409	2.2	0.00183	0.00373
ENSG00000119138	KLF9	chr9	-	70384604	70414657	0.556	0.224	0.304
ENSG00000174851	YIF1A	chr11	-	66284580	66289145	0.164	0.0371	0.0618
ENSG00000254452		chr11	-	66276779	66277492	2.13	0.225	0.305
ENSG00000136710	CCDC115	chr2	-	130337933	130342699	-0.346	0.00075	0.0016
ENSG00000149798	CDC42EP2	chr11	+	65314866	65322417	0.161	0.203	0.28
ENSG00000070501	POLB	chr8	+	42338454	42371808	-0.464	7.49e-10	2.51e-09
ENSG00000136122	BORA	chr13	+	72727749	72756198	0.557	3.12e-10	1.07e-09
ENSG00000163565	IFI16	chr1	+	158999968	159055155	5.42	0	0
ENSG00000012822	CALCOCO1	chr12	-	53708517	53727745	1.36	2.86e-80	4.37e-79
ENSG00000175513	TSGA10IP	chr11	+	65945480	65959966	2	0.00981	0.0181
ENSG00000224721	FLVCR2-AS1	chr14	-	75574888	75579652	-2.89	0.0747	0.116
ENSG00000243943	ZNF512	chr2	+	27582969	27623217	0.345	1.34e-06	3.66e-06
ENSG00000175550	DRAP1	chr11	+	65919274	65921563	0.117	0.1	0.151
ENSG00000175573	C11orf68	chr11	-	65916810	65919062	-0.259	0.00511	0.00985
ENSG00000111229	ARPC3	chr12	-	110434823	110450422	-0.291	1.02e-08	3.2e-08
ENSG00000110713	NUP98	chr11	-	3671083	3797792	0.445	2.14e-17	1.01e-16
ENSG00000128829	EIF2AK4	chr15	+	39934115	40035591	-0.347	4.09e-10	1.39e-09
ENSG00000132749	TESMIN	chr11	-	68707440	68751520	-3.11	5.64e-158	1.75e-156
ENSG00000177868	SVBP	chr1	-	42807052	42817397	0.265	0.00457	0.00887
ENSG00000101441	CST4	chr20	-	23685640	23689038	2.74	0.003	0.00595
ENSG00000249550	LINC01234	chr12	-	113583886	113773726	-0.788	0.000272	0.000608
ENSG00000175602	CCDC85B	chr11	+	65890673	65891635	0.494	0.00198	0.00402
ENSG00000224535	LINC02771	chr1	-	212466699	212472905	-2.94	0.179	0.251
ENSG00000267243		chr19	-	28437060	28535277	0.0236	0.976	0.985
ENSG00000287376		chr13	-	24539139	24541720	0.262	0.82	0.867
ENSG00000057663	ATG5	chr6	-	106045423	106325791	-0.207	0.00195	0.00396
ENSG00000111665	CDCA3	chr12	-	6844793	6851292	0.369	0.000748	0.00159
ENSG00000183569	SERHL2	chr22	+	42553617	42574382	-7.51	0	0
ENSG00000254676		chr11	+	83180144	83184520	0.383	0.564	0.65
ENSG00000276045	ORAI1	chr12	+	121626509	121643218	-0.65	2.11e-13	8.5e-13
ENSG00000172732	MUS81	chr11	+	65857126	65867653	0.0026	0.978	0.986
ENSG00000172803	SNX32	chr11	+	65833834	65856896	1.08	0.00251	0.00503
ENSG00000172818	OVOL1	chr11	+	65787063	65797214	-7.15	6.64e-42	5.88e-41
ENSG00000289428		chr19	-	44140615	44141509	-0.261	0.565	0.651
ENSG00000172977	KAT5	chr11	+	65711996	65719604	-0.0479	0.533	0.62
ENSG00000285737	LINC02680	chr10	+	27564430	27594588	-2.39	0.0937	0.142
ENSG00000203993	ARRDC1-AS1	chr9	-	137615326	137618906	-0.4	0.000249	0.00056
ENSG00000083223	TUT7	chr9	-	86287733	86354454	-0.291	1.81e-06	4.91e-06
ENSG00000068654	POLR1A	chr2	-	86020216	86106155	0.558	1.42e-26	8.99e-26
ENSG00000197136	PCNX3	chr11	+	65615776	65637439	0.626	1.5e-24	9.01e-24
ENSG00000275426		chr4	+	149738	150317	2.13	0.317	0.408
ENSG00000134716	CYP2J2	chr1	-	59893308	59926773	0.587	0.277	0.364
ENSG00000286535		chr8	+	130358787	130362461	-0.576	0.379	0.472
ENSG00000173327	MAP3K11	chr11	-	65597756	65615382	0.685	2.26e-29	1.55e-28
ENSG00000255621		chr12	+	13000451	13040679	-2.21	0.246	0.329
ENSG00000153551	CMTM7	chr3	+	32391698	32483067	2.6	1.56e-62	1.86e-61
ENSG00000198429	ZNF69	chr19	+	11887782	11914329	-0.418	1.03e-08	3.24e-08
ENSG00000141837	CACNA1A	chr19	-	13206442	13633025	3.01	8.81e-76	1.27e-74
ENSG00000289740	TALAM1	chr11	-	65499312	65507432	1.62	3.59e-08	1.09e-07
ENSG00000273265	CNNM3-DT	chr2	-	96812239	96813657	0.286	0.863	0.9
ENSG00000248485	PCP4L1	chr1	+	161258745	161285450	-2.23	2.38e-06	6.41e-06
ENSG00000177283	FZD8	chr10	-	35638247	35642296	-4.12	0	0
ENSG00000227359	LINC02936	chr2	-	113677702	113704078	-4.16	1.49e-05	3.75e-05
ENSG00000289883		chr11	-	65476515	65477572	0.391	0.457	0.549
ENSG00000286378		chr1	+	184664282	184668535	-1.8	0.175	0.246
ENSG00000136933	RABEPK	chr9	+	125200542	125234161	0.231	0.0264	0.0452
ENSG00000131475	VPS25	chr17	+	42773449	42779599	-0.176	0.00119	0.00247
ENSG00000155368	DBI	chr2	+	119366924	119372550	-0.68	4.11e-31	2.94e-30
ENSG00000291174		chr11	+	65455257	65466720	-0.417	0.509	0.598
ENSG00000177595	PIDD1	chr11	-	799179	809753	0.0793	0.588	0.671
ENSG00000126391	FRMD8	chr11	+	65386621	65413525	1.57	1.24e-92	2.19e-91
ENSG00000254858	MPV17L2	chr19	+	18193218	18196948	0.0405	0.659	0.734
ENSG00000134363	FST	chr5	+	53480626	53487134	-0.241	0.000318	0.000706
ENSG00000173825	TIGD3	chr11	+	65354751	65357613	-1.03	0.127	0.186
ENSG00000289231		chr11	-	65353024	65354590	-1.01	0.692	
ENSG00000196979	GPRACR	chr9	-	130140610	130144219	3.02	0.0948	0.144
ENSG00000130810	PPAN	chr19	+	10106362	10112012	0.0977	0.254	0.338
ENSG00000287917		chr11	-	65305345	65314737	-0.316	0.773	0.829
ENSG00000287185		chr8	-	25179113	25184234	-0.936	0.711	
ENSG00000134146	DPH6	chr15	-	35217345	35546193	-1.08	2.62e-21	1.42e-20
ENSG00000178057	NDUFAF3	chr3	+	49020459	49023495	0.0407	0.744	0.805
ENSG00000267838		chr19	-	54438665	54439544	-0.505	0.35	0.443
ENSG00000014138	POLA2	chr11	+	65261913	65305959	0.0909	0.24	0.323
ENSG00000287821		chr11	-	65260996	65261748	0.241	0.783	0.837
ENSG00000144048	DUSP11	chr2	-	73761782	73780132	0.324	0.000104	0.000243
ENSG00000037241	RPL26L1	chr5	+	172958729	172969771	-0.256	0.0017	0.00349
ENSG00000174236	REP15	chr12	+	27696447	27697596	0.494	0.0684	0.108
ENSG00000145982	FARS2	chr6	+	5261044	5829192	0.494	2.33e-06	6.27e-06
ENSG00000173262	SLC2A14	chr12	-	7812512	7891148	-1.43	0.0307	0.052
ENSG00000250328		chr5	-	122436497	122479087	-3.95	0.00901	0.0167
ENSG00000070759	TESK2	chr1	-	45343883	45491163	0.253	0.0648	0.102
ENSG00000254614	CAPN1-AS1	chr11	-	65177606	65181834	-2.14	8.07e-15	3.46e-14
ENSG00000149806	FAU	chr11	-	65120630	65122177	0.0167	0.715	0.78
ENSG00000257475		chr12	+	53012104	53013921	-0.656	0.557	0.643
ENSG00000182795	C1orf116	chr1	-	207018522	207032756	-1.12	0.168	0.237
ENSG00000187066	TMEM262	chr11	-	65084979	65089375	-1.75	0.128	0.187
ENSG00000259605		chr19	+	45764785	45769806	0.255	0.517	0.606
ENSG00000168061	SAC3D1	chr11	+	65040901	65044828	0.238	0.128	0.187
ENSG00000273148	LCDR	chr20	+	18794078	18796067	-0.14	0.732	0.795
ENSG00000251364	SYT9-AS1	chr11	-	7418826	7513665	-3.94	5.52e-50	5.51e-49
ENSG00000088038	CNOT3	chr19	+	54137749	54155681	-0.295	2.48e-08	7.62e-08
ENSG00000168062	BATF2	chr11	-	64987945	64997018	-0.78	0.401	0.494
ENSG00000005961	ITGA2B	chr17	-	44372180	44389649	-0.469	0.175	0.246
ENSG00000168070	MAJIN	chr11	-	64937517	64972108	-3.87	0.0399	
ENSG00000081138	CDH7	chr18	+	65750252	65890337	3.08	1.59e-07	4.64e-07
ENSG00000168066	SF1	chr11	-	64764606	64778786	0.114	0.0067	0.0127
ENSG00000068831	RASGRP2	chr11	-	64726911	64745456	4.48	7.38e-17	3.43e-16
ENSG00000066651	TRMT11	chr6	+	125986479	126203817	-0.0467	0.658	0.734
ENSG00000188878	FBF1	chr17	-	75909574	75941140	-0.511	0.00149	0.00306
ENSG00000229299	ZBTB46-AS2	chr20	+	63744689	63745958	-1.54	0.463	0.555
ENSG00000100994	PYGB	chr20	+	25248085	25298012	0.482	2.6e-16	1.18e-15
ENSG00000272589	ZSWIM8-AS1	chr10	-	73796514	73801399	-0.161	0.73	0.793
ENSG00000273971		chr16	-	75497948	75498289	2.16	0.301	0.39
ENSG00000174718	RESF1	chr12	+	31959370	31993107	0.846	4.42e-52	4.57e-51
ENSG00000271344		chr7	+	128690451	128691717	3.44	0.052	0.0839
ENSG00000197245	FAM110D	chr1	+	26159079	26163962	3.71	1.54e-26	9.77e-26
ENSG00000169871	TRIM56	chr7	+	101085481	101097967	-1.7	1.3e-92	2.3e-91
ENSG00000290476		chr13	-	40812309	40921749	3	0.0778	0.121
ENSG00000181908	LINC02724	chr11	+	64449074	64451657	0.804	0.732	0.794
ENSG00000107611	CUBN	chr10	-	16823966	17129811	-0.227	0.0405	0.0669
ENSG00000237638	LINC02245	chr2	-	64901840	65056226	0.335	0.354	0.446
ENSG00000231527	FAM27C	chr9	+	61854148	62096920	-0.801	0.00419	0.00817
ENSG00000062485	CS	chr12	-	56271699	56300391	0.429	2.7e-18	1.32e-17
ENSG00000162302	RPS6KA4	chr11	+	64359148	64372215	0.0481	0.708	0.775
ENSG00000187189	TSPYL4	chr6	-	116249964	116254075	0.645	8.9e-36	7e-35
ENSG00000104884	ERCC2	chr19	-	45349837	45370918	0.0731	0.275	0.361
ENSG00000168071	CCDC88B	chr11	+	64340204	64357534	-2.01	1.13e-22	6.39e-22
ENSG00000273165		chr2	-	31852976	31853423	2.13	0.337	0.429
ENSG00000171219	CDC42BPG	chr11	-	64823052	64844653	-0.118	0.377	0.47
ENSG00000173113	TRMT112	chr11	-	64316460	64317559	-0.552	1.03e-24	6.21e-24
ENSG00000197361	FBXL22	chr15	+	63597353	63602428	-2.68	3.94e-05	9.57e-05
ENSG00000162298	SYVN1	chr11	-	65121780	65134532	-0.263	0.000244	0.000549
ENSG00000173153	ESRRA	chr11	+	64305497	64316743	-0.47	5.31e-06	1.39e-05
ENSG00000112237	CCNC	chr6	-	99542387	99568825	-0.516	2.21e-17	1.04e-16
ENSG00000219435	CATSPERZ	chr11	+	64300358	64304770	-0.0671	0.971	0.982
ENSG00000175279	CENPS	chr1	+	10430433	10442808	-0.286	0.015	0.0269
ENSG00000271216	LINC01050	chr13	-	42810366	42814897	-1.05	0.569	0.654
ENSG00000123066	MED13L	chr12	-	115957905	116277693	-0.15	0.00492	0.00949
ENSG00000182450	KCNK4	chr11	+	64291302	64300031	-0.556	0.816	
ENSG00000104142	VPS18	chr15	+	40894450	40903975	-0.342	6.71e-07	1.88e-06
ENSG00000149782	PLCB3	chr11	+	64251530	64269150	-0.513	1.38e-17	6.59e-17
ENSG00000256940	PPP1R14B-AS1	chr11	+	64245838	64248221	-0.918	0.0609	0.0969
ENSG00000267165	CHMP1B-AS1	chr18	-	11851414	11852751	1.89	0.401	0.494
ENSG00000173511	VEGFB	chr11	+	64234584	64239264	-0.166	0.0343	0.0574
ENSG00000254859		chr8	-	143541973	143549729	0.655	0.21	0.287
ENSG00000100416	TRMU	chr22	+	46330875	46357340	-0.165	0.049	0.0795
ENSG00000110011	DNAJC4	chr11	+	64230278	64234286	-0.396	0.000325	0.00072
ENSG00000291170		chr9	+	42725013	42802065	-2.58	0.166	0.235
ENSG00000083642	PDS5B	chr13	+	32586452	32778019	0.787	4.99e-37	4e-36
ENSG00000179240	GVQW3	chr11	+	76381303	76414619	-0.716	1.67e-08	5.18e-08
ENSG00000290460		chr10	-	45718026	45727231	0.288	0.647	0.724
ENSG00000289486		chr11	-	64184892	64185716	-0.268	0.346	0.439
ENSG00000286254		chr5	-	7226156	7229357	-7.35	3.41e-09	1.1e-08
ENSG00000288852		chr11	-	64183353	64184738	-0.746	0.000556	0.0012
ENSG00000164946	FREM1	chr9	-	14737152	14910995	-1.07	3.45e-43	3.12e-42
ENSG00000231236		chr21	-	27358885	27448579	-4.44	0.00437	0.00849
ENSG00000223390		chr1	+	52033391	52044279	-1.04	0.681	
ENSG00000228956	SATB1-AS1	chr3	+	18445024	18923280	-1.63	2.98e-07	8.54e-07
ENSG00000110583	NAA40	chr11	+	63938959	63957319	-0.217	0.00134	0.00278
ENSG00000257139	LINC02821	chr12	+	70180338	70202004	0.253	0.75	0.811
ENSG00000242553		chr21	+	37221419	37237744	-2.5	0.267	0.353
ENSG00000176485	PLAAT3	chr11	-	63573195	63616883	-2.63	1.77e-43	1.61e-42
ENSG00000274751		chr16	-	1305547	1309413	0.9	0.29	0.379
ENSG00000198886	MT-ND4	chrM	+	10760	12137	-0.301	8.92e-10	2.98e-09
ENSG00000138778	CENPE	chr4	-	103105349	103198445	1.01	2.63e-53	2.77e-52
ENSG00000260792	LINC02280	chr14	-	104661120	104665558	2.6	0.000105	0.000245
ENSG00000214194	SMIM30	chr7	-	113116718	113118560	0.283	0.00112	0.00235
ENSG00000136319	TTC5	chr14	-	20256558	20305960	0.29	0.00109	0.00227
ENSG00000177096	PHETA2	chr22	+	42074248	42079438	-0.711	1.03e-12	3.99e-12
ENSG00000179774	ATOH7	chr10	-	68230595	68232113	-1.26	0.169	0.238
ENSG00000133067	LGR6	chr1	+	202193799	202319781	-5.32	5.75e-20	2.99e-19
ENSG00000134996	OSTF1	chr9	+	75088514	75147265	0.0322	0.708	0.775
ENSG00000198478	SH3BGRL2	chr6	+	79631329	79703655	-1.8	4.55e-143	1.26e-141
ENSG00000019144	PHLDB1	chr11	+	118606440	118658031	2.17	1.52e-173	5.26e-172
ENSG00000115685	PPP1R7	chr2	+	241149576	241183652	0.000587	0.994	0.996
ENSG00000286684		chr9	-	1041655	1042608	-1.01	0.691	
ENSG00000128578	STRIP2	chr7	+	129434432	129488399	0.392	0.0151	0.027
ENSG00000137364	TPMT	chr6	-	18128311	18155077	-0.22	0.00423	0.00823
ENSG00000227345	PARG	chr10	-	49818279	49970203	0.0997	0.0498	0.0806
ENSG00000165861	ZFYVE1	chr14	-	72969451	73027131	0.612	4.89e-21	2.63e-20
ENSG00000198673	TAFA2	chr12	-	61708273	62279150	-1.34	8.4e-06	2.17e-05
ENSG00000162236	STX5	chr11	-	62806860	62832051	-0.174	0.00865	0.0161
ENSG00000168569	TMEM223	chr11	-	62771629	62792006	-0.387	4e-04	0.000877
ENSG00000233682	FNDC1-AS1	chr6	-	159165899	159170007	1.45	0.493	0.584
ENSG00000162227	TAF6L	chr11	+	62771357	62787342	-0.0591	0.632	0.712
ENSG00000185947	ZNF267	chr16	+	31873807	31917357	-0.406	1.78e-07	5.16e-07
ENSG00000085741	WNT11	chr11	-	76186325	76210736	4.16	4.25e-18	2.07e-17
ENSG00000177455	CD19	chr16	+	28931965	28939342	-0.764	0.468	0.56
ENSG00000185670	ZBTB3	chr11	-	62748319	62754184	-0.435	4.98e-05	0.00012
ENSG00000173898	SPTBN2	chr11	-	66682497	66744670	0.205	0.00358	0.00703
ENSG00000214753	HNRNPUL2	chr11	-	62712630	62727457	0.516	1.43e-27	9.3e-27
ENSG00000171368	TPPP	chr5	-	659862	693352	1.81	0.0101	0.0187
ENSG00000102755	FLT1	chr13	-	28300346	28495145	5.58	0	0
ENSG00000108654	DDX5	chr17	-	64498254	64508199	0.336	3.59e-13	1.43e-12
ENSG00000163297	ANTXR2	chr4	-	79901146	80125454	4.41	0	0
ENSG00000162188	GNG3	chr11	+	62707676	62709201	2.76	0.000647	0.00139
ENSG00000127946	HIP1	chr7	-	75533298	75738962	0.341	4.58e-11	1.63e-10
ENSG00000276934		chr18	+	74504766	74505248	-1.56	0.128	0.187
ENSG00000234602	MCIDAS	chr5	-	55219564	55227315	-5.07	0.000703	0.0015
ENSG00000146066	HIGD2A	chr5	+	176388751	176389761	-0.232	0.000328	0.000728
ENSG00000123358	NR4A1	chr12	+	52022832	52059507	-0.104	0.239	0.321
ENSG00000177363	LRRN4CL	chr11	-	62686406	62689530	3.15	0.0216	0.0377
ENSG00000214756	CSKMT	chr11	+	62665309	62668496	0.184	0.0353	0.059
ENSG00000162194	LBHD1	chr11	-	62662817	62672267	-0.519	0.00574	0.011
ENSG00000276471		chr3	-	72080564	72084641	1.37	0.442	0.535
ENSG00000185085	INTS5	chr11	-	62646848	62653302	0.376	3.99e-06	1.05e-05
ENSG00000089597	GANAB	chr11	-	62624826	62646726	0.443	2.49e-19	1.26e-18
ENSG00000230613	HM13-AS1	chr20	-	31567707	31573263	0.0463	0.979	0.986
ENSG00000149489	ROM1	chr11	+	62611722	62615116	-0.0323	0.949	0.966
ENSG00000149499	EML3	chr11	-	62602218	62612775	0.654	1.25e-18	6.2e-18
ENSG00000117601	SERPINC1	chr1	-	173903800	173917327	-1.12	0.509	0.598
ENSG00000257058		chr11	+	62545999	62547699	-0.126	0.957	
ENSG00000272800		chr2	+	183178806	183215414	-0.793	0.202	0.277
ENSG00000178695	KCTD12	chr13	-	76880175	76886405	7.6	0	0
ENSG00000131323	TRAF3	chr14	+	102777449	102911500	0.309	3.59e-06	9.51e-06
ENSG00000115808	STRN	chr2	-	36837698	36966536	-0.226	0.00011	0.000257
ENSG00000189403	HMGB1	chr13	-	30456704	30617597	0.319	1.41e-13	5.7e-13
ENSG00000112855	HARS2	chr5	+	140691430	140699305	-0.171	0.0212	0.037
ENSG00000100427	MLC1	chr22	-	50059391	50085426	3.31	0.000598	0.00129
ENSG00000289868		chr18	-	51019401	51030050	1.35	0.494	0.585
ENSG00000120686	UFM1	chr13	+	38349849	38363619	0.51	8.66e-15	3.71e-14
ENSG00000255087		chr11	+	127021736	127172363	-4.91	0.000756	0.00161
ENSG00000278869		chr22	-	49933197	49935277	-1.31	0.217	0.296
ENSG00000068885	IFT80	chr3	-	160256986	160399880	0.161	0.0142	0.0255
ENSG00000114790	ARHGEF26	chr3	+	154121003	154257827	-0.0622	0.523	0.611
ENSG00000177234	LINC01561	chr10	+	120597949	120600124	-4.29	3.83e-09	1.23e-08
ENSG00000128731	HERC2	chr15	-	28111040	28322179	0.0888	0.127	0.186
ENSG00000228540		chr7	-	110724159	110725825	-1.99	0.384	0.478
ENSG00000149503	INCENP	chr11	+	62123998	62153169	0.743	1.39e-38	1.15e-37
ENSG00000167995	BEST1	chr11	+	61950063	61965515	-0.738	0.00116	0.00242
ENSG00000167994	RAB3IL1	chr11	-	61897301	61920269	-0.41	0.0215	0.0375
ENSG00000289928		chr12	+	25386374	25387468	2.01	0.0663	0.105
ENSG00000176124	DLEU1	chr13	+	50082169	50906856	-0.612	2.8e-07	8.05e-07
ENSG00000168496	FEN1	chr11	+	61792911	61797238	-0.135	0.033	0.0554
ENSG00000124920	MYRF	chr11	+	61752636	61788518	1.52	2.25e-133	5.85e-132
ENSG00000126524	SBDS	chr7	-	66987680	66995693	0.555	6.28e-17	2.92e-16
ENSG00000198060	MARCHF5	chr10	+	92291167	92353964	0.223	0.00321	0.00635
ENSG00000228939	AKT3-IT1	chr1	-	243793205	243794400	-0.541	0.799	0.851
ENSG00000150459	SAP18	chr13	+	21140119	21149097	-0.285	6.87e-09	2.18e-08
ENSG00000111802	TDP2	chr6	-	24649979	24666930	-0.256	3.64e-05	8.89e-05
ENSG00000134780	DAGLA	chr11	+	61680391	61747001	-0.568	6.08e-07	1.71e-06
ENSG00000287022		chr3	-	121394772	121431198	-0.0422	0.975	0.984
ENSG00000149273	RPS3	chr11	+	75399515	75422280	-0.0855	0.0392	0.0649
ENSG00000250230		chr11	+	61588442	61607550	-1.63	0.494	
ENSG00000206140	TMEM191C	chr22	+	21466423	21471269	-1.14	0.129	0.188
ENSG00000198624	CCDC69	chr5	-	151181052	151224093	0.337	0.0421	0.0692
ENSG00000204950	LRRC10B	chr11	+	61508749	61511018	-3.24	2.03e-05	5.06e-05
ENSG00000134940	ACRV1	chr11	-	125671522	125680874	-2.03	0.372	0.465
ENSG00000181649	PHLDA2	chr11	-	2928273	2929420	1.72	1.92e-11	7e-11
ENSG00000162148	PPP1R32	chr11	+	61481120	61490931	0.474	0.307	0.397
ENSG00000227640	SOX21-AS1	chr13	+	94703454	94803430	-3.45	1.39e-29	9.57e-29
ENSG00000009413	REV3L	chr6	-	111299028	111483715	-0.61	1.63e-19	8.32e-19
ENSG00000115825	PRKD3	chr2	-	37250502	37324833	-0.519	1.27e-26	8.05e-26
ENSG00000014216	CAPN1	chr11	+	65180566	65212006	-1.03	3.55e-74	5.05e-73
ENSG00000115353	TACR1	chr2	-	75046463	75199520	4.27	0.00603	0.0115
ENSG00000271993		chr3	+	37182107	37182734	0.239	0.872	0.908
ENSG00000187049	TMEM216	chr11	+	61392393	61398866	0.08	0.427	0.52
ENSG00000149483	TMEM138	chr11	+	61361964	61377890	0.311	0.0104	0.019
ENSG00000256101		chr12	+	8321876	8329614	-0.365	0.571	0.656
ENSG00000152049	KCNE4	chr2	+	223052190	223198399	3.4	0.000783	0.00166
ENSG00000162144	CYB561A3	chr11	-	61348754	61362283	0.423	0.00253	0.00506
ENSG00000256713	PGA5	chr11	+	61241175	61251444	1.08	0.384	0.477
ENSG00000110799	VWF	chr12	-	5948877	6124770	-4.89	2.79e-119	6.38e-118
ENSG00000231731		chr2	+	127455394	127514623	-0.384	0.803	0.853
ENSG00000276384		chr17	-	7557820	7558245	-0.805	0.51	0.599
ENSG00000229183	PGA4	chr11	+	61222347	61231694	1.14	0.352	0.444
ENSG00000272954		chr22	+	21661934	21662363	0.944	0.569	0.654
ENSG00000151502	VPS26B	chr11	+	134224671	134247788	0.608	3.18e-22	1.78e-21
ENSG00000167987	VPS37C	chr11	-	61130257	61161615	-0.577	7.34e-12	2.74e-11
ENSG00000275055		chr19	+	52048685	52050076	-0.566	0.117	0.173
