gene_ID	hgnc_symbol	chr	strand	start	end	PAX6_CE_log2FoldChange	PAX6_CE_pvalue	PAX6_CE_padj	PAX6_KO_log2FoldChange	PAX6_KO_pvalue	PAX6_KO_padj	PAX6_PTC_log2FoldChange	PAX6_PTC_pvalue	PAX6_PTC_padj
ENSG00000244038	DDOST	chr1	-	20651767	20661544	0.046	0.69	1	0.0179	0.877	1	0.00732	0.949	1
ENSG00000117280	RAB29	chr1	-	205767986	205775482	0.0457	0.794	1	0.183	0.295	1	0.0883	0.614	1
ENSG00000078142	PIK3C3	chr18	+	41955234	42087830	-0.0645	0.623	1	-0.0545	0.678	1	-0.0618	0.637	1
ENSG00000187109	NAP1L1	chr12	-	76036585	76084735	0.0486	0.696	1	-0.00538	0.966	1	-0.115	0.358	1
ENSG00000196557	CACNA1H	chr16	+	1153106	1221771	0.182	0.194	1	0.34	0.0154	1	0.36	0.0102	1
ENSG00000165525	NEMF	chr14	-	49782083	49852821	0.0672	0.647	1	0.0563	0.701	1	-0.0602	0.682	1
ENSG00000263528	IKBKE	chr1	+	206470476	206496889	0.276	0.321	1	0.398	0.153	1	0.342	0.218	1
ENSG00000151650	VENTX	chr10	+	133237855	133241928	0.279	0.663	1	0.102	0.874	1	1.04	0.102	1
ENSG00000266094	RASSF5	chr1	+	206507531	206589448	-0.123	0.817	1	-0.104	0.845	1	-0.662	0.22	1
ENSG00000276110		chr1	-	150255095	150257286	0.362	0.657	1	0.158	0.848	1	-1.77	0.0485	1
ENSG00000237605	DYRK3-AS1	chr1	-	206634184	206635714	4.64	0.0517	1	4.67	0.0503	1	3.93	0.102	1
ENSG00000137996	RTCA	chr1	+	100266216	100292769	0.0543	0.643	1	0.0391	0.74	1	-0.0361	0.758	1
ENSG00000148450	MSRB2	chr10	+	23095579	23122013	0.146	0.503	1	0.19	0.387	1	0.0871	0.691	1
ENSG00000279066	HEXD-IT1	chr17	+	82425498	82427310	0.505	0.293	1	0.745	0.12	1	0.386	0.422	1
ENSG00000259488	DUT-AS1	chr15	-	48312353	48331856	-0.0703	0.829	1	-0.0745	0.82	1	0.0467	0.886	1
ENSG00000080709	KCNN2	chr5	+	114055926	114496500	0.049	0.834	1	-0.388	0.0976	1	-0.141	0.548	1
ENSG00000162889	MAPKAPK2	chr1	+	206684905	206734281	0.131	0.188	1	0.134	0.176	1	0.0856	0.388	1
ENSG00000112851	ERBIN	chr5	+	65883128	66082546	-0.0971	0.515	1	-0.255	0.087	1	-0.117	0.432	1
ENSG00000079841	RIMS1	chr6	+	71886550	72403150	-0.0542	0.861	1	-0.0901	0.773	1	-0.106	0.733	1
ENSG00000165623	UCMA	chr10	-	13221766	13234374	-0.00455	0.997	1	0.319	0.816	1	0.725	0.591	1
ENSG00000152270	PDE3B	chr11	+	14643804	14872044	-0.0649	0.711	1	-0.107	0.541	1	-0.252	0.15	1
ENSG00000260930	LINC01416	chr18	-	55881688	55998219	-0.441	0.656	1	-0.0217	0.982	1	-0.291	0.767	1
ENSG00000004534	RBM6	chr3	+	49940007	50100045	0.0423	0.786	1	0.0482	0.757	1	-0.042	0.788	1
ENSG00000274220		chr16	+	75433836	75436392	0.0983	0.817	1	-0.177	0.68	1	-0.077	0.856	1
ENSG00000092345	DAZL	chr3	-	16586792	16670306	-0.121	0.681	1	-0.269	0.36	1	-0.18	0.539	1
ENSG00000184923	NUTM2A	chr10	+	87225448	87236908	0.0368	0.95	1	0.371	0.528	1	-0.131	0.824	1
ENSG00000229666	MAST4-AS1	chr5	-	67001383	67004080	-0.948	0.578	1	-1.11	0.521	1	0.196	0.905	1
ENSG00000188747	NOXA1	chr9	+	137423350	137434406	0.512	0.438	1	0.771	0.242	1	0.885	0.177	1
ENSG00000176399	DMRTA1	chr9	+	22446824	22455740	0.166	0.823	1	0.0324	0.965	1	0.477	0.519	1
ENSG00000179271	GADD45GIP1	chr19	-	12953119	12957223	0.252	0.383	1	0.364	0.209	1	0.204	0.481	1
ENSG00000169174	PCSK9	chr1	+	55039447	55064852	0.185	0.738	1	0.287	0.605	1	0.555	0.313	1
ENSG00000140506	LMAN1L	chr15	+	74812716	74825757	-0.435	0.831	1	-0.232	0.909	1	0.58	0.77	1
ENSG00000140022	STON2	chr14	-	81260652	81436465	-0.0714	0.759	1	-0.013	0.955	1	-0.078	0.738	1
ENSG00000236782	ZNF593OS	chr1	-	26169516	26171832	0	1		0	1		1.55	0.72	
ENSG00000213341	CHUK	chr10	-	100188300	100229596	-0.0888	0.605	1	-0.0802	0.641	1	-0.153	0.372	1
ENSG00000119408	NEK6	chr9	+	124257606	124353307	-0.399	0.0675	1	-0.281	0.197	1	-0.111	0.611	1
ENSG00000287243		chr12	-	3483714	3492819	-0.22	0.476	1	-0.0829	0.788	1	-0.309	0.317	1
ENSG00000277873		chr12	-	118024817	118025518	0.825	0.799		0.0431	0.989		2.27	0.469	1
ENSG00000074276	CDHR2	chr5	+	176542511	176595974	1.02	0.628	1	0.472	0.826	1	0.586	0.782	1
ENSG00000288892		chr5	-	141039993	141040905	-2.62	0.243		-1.56	0.471		-2.65	0.236	
ENSG00000269176		chr11	-	62786023	62786785	-0.365	0.437	1	0.00826	0.986	1	0.256	0.578	1
ENSG00000175137	SH3BP5L	chr1	-	248810446	248825915	0.203	0.104	1	0.344	0.00584	1	0.184	0.139	1
ENSG00000111057	KRT18	chr12	+	52948871	52952906	0.115	0.508	1	0.0231	0.894	1	0.363	0.0363	1
ENSG00000289885		chr3	+	153161419	153162036	1.76	0.589		1.87	0.566	1	1.58	0.629	
ENSG00000178295	GEN1	chr2	+	17753858	17788946	-0.0715	0.691	1	-0.0727	0.686	1	-0.102	0.569	1
ENSG00000245385		chr11	-	119336249	119337309	0	1		0	1		0.788	0.858	
ENSG00000273448		chr7	+	67333047	67334383	-0.32	0.333	1	0.0113	0.973	1	-0.299	0.365	1
ENSG00000289943		chr2	-	63839866	63840824	-0.373	0.652	1	0.446	0.58	1	-0.0226	0.978	1
ENSG00000188691	OR56A5	chr11	-	5967553	5968494	-0.137	0.967		0.0433	0.989		1.86	0.56	
ENSG00000288734		chr2	-	88136919	88138589	2.05	0.299	1	1.25	0.535	1	2.15	0.275	1
ENSG00000229404	LINC00858	chr10	+	84267747	84294659	-0.766	0.0776	1	-1.01	0.0202	1	-0.502	0.246	1
ENSG00000174059	CD34	chr1	-	207880972	207911402	-0.389	0.501	1	-1.06	0.0763	1	-0.812	0.166	1
ENSG00000135473	PAN2	chr12	-	56316223	56334053	0.0845	0.519	1	0.134	0.309	1	0.191	0.144	1
ENSG00000141753	IGFBP4	chr17	+	40443450	40457725	0.18	0.382	1	0.33	0.109	1	0.147	0.476	1
ENSG00000130349	MTRES1	chr6	+	107028199	107051586	0.184	0.375	1	0.298	0.153	1	0.213	0.305	1
ENSG00000287919		chr1	+	95282233	95287702	-1.62	0.701		-2.4	0.569		-0.175	0.966	1
ENSG00000162623	TYW3	chr1	+	74733152	74766678	0.026	0.885	1	-0.118	0.515	1	-0.0513	0.776	1
ENSG00000108242	CYP2C18	chr10	+	94683729	94736190	2.74	0.388	1	2.86	0.367	1	1.59	0.625	1
ENSG00000230876	LINC00486	chr2	+	32825359	32926693	2.31	0.494		4.22	0.202	1	-0.174	0.96	
ENSG00000233332		chr1	-	234212606	234215088	0.323	0.899	1	0.743	0.769	1	0.59	0.816	1
ENSG00000267412		chr19	-	2610155	2611862	-0.111	0.933	1	-0.72	0.592	1	-1.27	0.351	1
ENSG00000100503	NIN	chr14	-	50719763	50831162	-0.2	0.281	1	-0.253	0.173	1	-0.221	0.233	1
ENSG00000117597	UTP25	chr1	+	209827972	209857565	0.0372	0.821	1	0.0691	0.674	1	0.156	0.341	1
ENSG00000253535	ADAM7-AS1	chr8	-	24295814	24912073	1.76	0.603		1.01	0.77		2.58	0.438	
ENSG00000268983	KXD1-AS1	chr19	-	18568506	18569375	0	1		0	1		0.788	0.875	
ENSG00000177853	ZNF518A	chr10	+	96129715	96205288	-0.132	0.45	1	-0.168	0.334	1	-0.108	0.536	1
ENSG00000138756	BMP2K	chr4	+	78776342	78916365	-0.0666	0.67	1	-0.153	0.326	1	-0.0359	0.818	1
ENSG00000233922	LINC01694	chr21	+	45590771	45603088	-0.189	0.687	1	-0.81	0.0866	1	-0.0671	0.886	1
ENSG00000123892	RAB38	chr11	-	88113251	88175443	-0.204	0.381	1	-0.0431	0.853	1	-0.172	0.461	1
ENSG00000143473	KCNH1	chr1	-	210676823	211134165	0.38	0.626	1	0.258	0.742	1	-0.0368	0.963	1
ENSG00000287033		chr1	-	211376804	211382717	-1.19	0.762	1	-3.4	0.398		-3.62	0.368	
ENSG00000197444	OGDHL	chr10	-	49734641	49762379	0.282	0.467	1	-0.0639	0.87	1	0.504	0.195	1
ENSG00000153363	LINC00467	chr1	+	211382736	211435570	0.149	0.445	1	0.12	0.54	1	-0.0606	0.757	1
ENSG00000204070	SYS1	chr20	+	45361937	45376798	0.12	0.522	1	0.103	0.583	1	-0.0127	0.946	1
ENSG00000136098	NEK3	chr13	-	52132639	52159597	-0.0837	0.616	1	0.057	0.733	1	0.0501	0.764	1
ENSG00000170846		chr4	+	6663396	6676755	-0.0963	0.563	1	0.119	0.476	1	-0.179	0.281	1
ENSG00000112242	E2F3	chr6	+	20401879	20493714	-0.114	0.386	1	-0.063	0.632	1	-0.19	0.149	1
ENSG00000288935		chr16	-	4307200	4307624	0.0655	0.943	1	0.0267	0.977	1	0.814	0.362	1
ENSG00000118137	APOA1	chr11	-	116835751	116837622	1.06	0.482	1	0.667	0.665	1	0.844	0.579	1
ENSG00000109171	SLAIN2	chr4	+	48341529	48426201	-0.02	0.881	1	-0.228	0.0894	1	-0.146	0.276	1
ENSG00000255837	TAS2R20	chr12	-	10995961	10998304	-0.0841	0.813	1	-0.0161	0.964	1	-0.204	0.567	1
ENSG00000221953	LINC02897	chr1	-	247110160	247112417	-0.0414	0.953	1	-0.406	0.578	1	0.849	0.217	1
ENSG00000181722	ZBTB20	chr3	-	114314500	115147292	-0.368	0.114	1	-0.0202	0.931	1	-0.148	0.523	1
ENSG00000100304	TTLL12	chr22	-	43166622	43187134	0.19	0.264	1	0.27	0.112	1	0.232	0.171	1
ENSG00000286635		chr16	+	6380476	6395578	-0.0958	0.871	1	0.775	0.178	1	0.184	0.752	1
ENSG00000257526		chr12	+	76559870	76615567	-0.892	0.397	1	-0.544	0.603	1	-1.94	0.0842	1
ENSG00000111224	PARP11	chr12	-	3791047	3873448	-0.168	0.317	1	-0.144	0.39	1	-0.152	0.365	1
ENSG00000120948	TARDBP	chr1	+	11012344	11030528	-0.0832	0.513	1	0.0309	0.808	1	-0.0741	0.56	1
ENSG00000156873	PHKG2	chr16	+	30748293	30761176	0.138	0.396	1	0.199	0.22	1	0.256	0.114	1
ENSG00000183160	TMEM119	chr12	-	108589851	108598320	-0.62	0.463	1	0.337	0.685	1	-1.18	0.169	1
ENSG00000149577	SIDT2	chr11	+	117178736	117197445	0.00418	0.976	1	0.08	0.57	1	0.101	0.472	1
ENSG00000234431		chr2	+	201166965	201167546	-2.33	0.678		-2.12	0.706		-5.62	0.325	
ENSG00000243819	RN7SL832P	chr2	+	10690344	10692099	-0.178	0.687	1	-0.123	0.781	1	-0.4	0.367	1
ENSG00000198912	C1orf174	chr1	-	3889125	3900293	0.117	0.557	1	0.109	0.582	1	-0.0895	0.652	1
ENSG00000276644	DACH1	chr13	-	71437966	71867204	0.118	0.84	1	0.302	0.605	1	0.127	0.827	1
ENSG00000231365	WARS2-AS1	chr1	+	119140391	119275973	-0.0921	0.61	1	-0.00474	0.979	1	-0.111	0.538	1
ENSG00000277463		chr17	+	62626031	62626453	-1.62	0.494		0.02	0.993	1	-0.818	0.722	1
ENSG00000188508	KRTDAP	chr19	-	35487324	35495558	0.629	0.685	1	-0.519	0.753	1	-0.815	0.623	1
ENSG00000289457		chr1	+	150561466	150562287	-2.58	0.277		0.769	0.722	1	-1.65	0.486	
ENSG00000123684	LPGAT1	chr1	-	211743457	211830763	-0.071	0.801	1	-0.302	0.285	1	0.0895	0.751	1
ENSG00000197635	DPP4	chr2	-	161992245	162074394	-0.24	0.449	1	-0.408	0.203	1	0.054	0.864	1
ENSG00000143858	SYT2	chr1	-	202590596	202710454	-0.0873	0.795	1	-0.242	0.473	1	0.2	0.552	1
ENSG00000117791	MTARC2	chr1	+	220748225	220784815	-0.556	0.445	1	-0.815	0.265	1	0.209	0.772	1
ENSG00000226251	LINC02608	chr1	-	212180141	212285130	-0.131	0.89	1	0.455	0.627	1	-0.0496	0.958	1
ENSG00000134901	POGLUT2	chr13	-	102784281	102799040	0.0444	0.757	1	0.0101	0.944	1	-0.0133	0.926	1
ENSG00000186510	CLCNKA	chr1	+	16018875	16034050	-0.41	0.708	1	-0.0682	0.95	1	0.462	0.667	1
ENSG00000134569	LRP4	chr11	-	46856717	46918642	0.0588	0.757	1	0.267	0.161	1	0.0673	0.723	1
ENSG00000168350	DEGS2	chr14	-	100143957	100159645	0.78	0.554	1	0.474	0.723	1	0.896	0.495	1
ENSG00000049283	EPN3	chr17	+	50532682	50543750	-0.00332	0.998	1	-1.61	0.149	1	0.701	0.518	1
ENSG00000275025		chr17	-	50098460	50098899	-0.137	0.979		0.0429	0.993		2.88	0.566	
ENSG00000272695	GAS6-DT	chr13	+	113864112	113866834	0.938	0.141	1	-0.0902	0.891	1	1.01	0.113	1
ENSG00000065600	PACC1	chr1	-	212363928	212414901	-0.111	0.589	1	-0.039	0.85	1	-0.232	0.261	1
ENSG00000287445		chr1	-	212430269	212432775	0.273	0.903	1	-0.55	0.81	1	-1.26	0.59	1
ENSG00000275004	ZNF280B	chr22	-	22484421	22508742	-0.569	0.00696	1	-0.278	0.187	1	-0.159	0.449	1
ENSG00000185352	HS6ST3	chr13	+	96090107	96839562	-0.291	0.347	1	-0.627	0.0453	1	-0.171	0.58	1
ENSG00000288007		chr1	+	212559363	212561399	-0.137	0.966		1.87	0.558		3.05	0.323	
ENSG00000272472		chr6	+	122643388	122644771	-0.752	0.191	1	-0.356	0.534	1	-0.108	0.849	1
ENSG00000184697	CLDN6	chr16	-	3014712	3020071	0.166	0.38	1	0.1	0.596	1	0.144	0.445	1
ENSG00000272672		chr1	+	89939601	89940147	0.227	0.907	1	1.44	0.44	1	-1.65	0.441	1
ENSG00000123685	BATF3	chr1	-	212686417	212699840	-0.515	0.7	1	-1.36	0.328	1	-1.18	0.388	1
ENSG00000175221	MED16	chr19	-	867630	893218	0.174	0.397	1	0.263	0.201	1	0.162	0.428	1
ENSG00000232693		chr2	-	65373700	65380685	-0.138	0.99		0.0427	0.997		-0.174	0.987	
ENSG00000163362	INAVA	chr1	+	200891048	200915742	0.135	0.436	1	0.18	0.3	1	0.136	0.433	1
ENSG00000160075	SSU72	chr1	-	1541673	1574863	0.0194	0.886	1	0.096	0.476	1	-0.0688	0.61	1
ENSG00000177459	ERICH5	chr8	+	98064522	98093610	2.16	0.23	1	1.91	0.291	1	1.68	0.353	1
ENSG00000153208	MERTK	chr2	+	111898607	112029561	0.0361	0.886	1	-0.127	0.614	1	-0.000131	1	1
ENSG00000205352	PRR13	chr12	+	53441678	53446645	0.0579	0.738	1	0.0538	0.756	1	0.0301	0.862	1
ENSG00000290728		chr16	-	2616121	2643296	-0.42	0.326	1	-1.25	0.00482	1	-0.596	0.165	1
ENSG00000143494	VASH2	chr1	+	212950520	212992037	-0.244	0.218	1	-0.273	0.169	1	-0.0875	0.659	1
ENSG00000272918		chr7	-	105102838	105105483	-0.0869	0.894	1	-0.548	0.408	1	-0.055	0.932	1
ENSG00000244300	GATA2-AS1	chr3	+	128489212	128502970	-0.239	0.94		-0.524	0.871	1	2.57	0.402	1
ENSG00000227477	STK4-DT	chr20	-	44963794	44966959	0.273	0.876	1	0.464	0.791	1	0.834	0.629	1
ENSG00000137501	SYTL2	chr11	-	85694224	85811159	-0.318	0.294	1	-0.469	0.124	1	-0.345	0.255	1
ENSG00000060339	CCAR1	chr10	+	68721012	68792377	0.00705	0.962	1	0.0662	0.656	1	-0.144	0.334	1
ENSG00000170684	ZNF296	chr19	-	45071500	45076478	-0.434	0.373	1	-0.446	0.362	1	0.0123	0.98	1
ENSG00000103942	HOMER2	chr15	-	82836946	82986153	0.0545	0.788	1	0.0735	0.717	1	0.141	0.485	1
ENSG00000236106		chr2	+	5726253	5730355	-0.0676	0.816	1	-0.0417	0.886	1	-0.119	0.683	1
ENSG00000174606	ANGEL2	chr1	-	212992182	213015867	-0.05	0.706	1	-0.0671	0.614	1	-0.0832	0.531	1
ENSG00000230461	PROX1-AS1	chr1	-	213817751	213988508	-0.551	0.367	1	-0.749	0.227	1	0.426	0.475	1
ENSG00000185163	DDX51	chr12	-	132136594	132144319	0.119	0.436	1	0.251	0.102	1	0.191	0.212	1
ENSG00000251219	LINC01217	chr4	-	100778582	100791426	0	1		2.43	0.737		3.83	0.596	
ENSG00000270062		chr14	-	50723777	50724272	1.18	0.224	1	1.51	0.118	1	1.26	0.19	1
ENSG00000223697		chr8	-	132838117	132844298	-0.137	0.975		1.01	0.819		2.41	0.576	1
ENSG00000226741	LINC02554	chr22	+	27307777	27318501	1.7	0.667		1.92	0.627		2.14	0.585	
ENSG00000117707	PROX1	chr1	+	213983181	214041510	-0.392	0.0668	1	-0.36	0.0927	1	-0.267	0.212	1
ENSG00000277342		chr12	+	32109076	32109602	-0.036	0.955	1	-0.452	0.489	1	-0.402	0.533	1
ENSG00000236871	LINC00106	chrX	+	1396427	1399402	-1.16	0.0877	1	-0.232	0.724	1	-1.65	0.0182	1
ENSG00000170185	USP38	chr4	+	143184917	143223874	-0.144	0.337	1	-0.219	0.145	1	-0.115	0.442	1
ENSG00000131409	LRRC4B	chr19	-	50516892	50568435	0.382	0.235	1	0.658	0.041	1	0.203	0.529	1
ENSG00000108602	ALDH3A1	chr17	-	19737984	19748943	-1.71	0.166	1	0.136	0.904	1	-0.757	0.515	1
ENSG00000279261	LINC02961	chr1	-	234757619	234760056	2.25	0.557		3.23	0.394		0.788	0.841	
ENSG00000287291		chr2	-	14705668	14992066	-3.2	0.479		-3.98	0.379		-4.2	0.353	
ENSG00000152104	PTPN14	chr1	-	214348700	214552449	-0.232	0.328	1	-0.446	0.0604	1	-0.026	0.913	1
ENSG00000101457	DNTTIP1	chr20	+	45791954	45811427	0.0799	0.62	1	0.0555	0.731	1	-0.204	0.206	1
ENSG00000082482	KCNK2	chr1	+	215005775	215237090	0.75	0.414	1	0.769	0.403	1	0.975	0.286	1
ENSG00000124019	FAM124B	chr2	-	224378698	224402107	-0.0299	0.965	1	-0.453	0.513	1	0.489	0.474	1
ENSG00000110107	PRPF19	chr11	-	60890547	60906585	0.103	0.541	1	0.145	0.389	1	0.0225	0.893	1
ENSG00000099338	CATSPERG	chr19	+	38335775	38370943	0.486	0.191	1	0.0715	0.849	1	0.79	0.0328	1
ENSG00000143851	PTPN7	chr1	-	202147013	202161588	0	1		1.01	0.807		1.74	0.669	
ENSG00000197889	MEIG1	chr10	+	14959388	14988050	0.623	0.805	1	2.03	0.411	1	0.914	0.715	1
ENSG00000135917	SLC19A3	chr2	-	227683763	227718028	-0.0559	0.885	1	-0.38	0.333	1	-0.112	0.773	1
ENSG00000260350		chr16	-	8847650	8848724	0.126	0.928	1	-0.777	0.596	1	-0.769	0.594	1
ENSG00000130021	PUDP	chrX	-	6667865	7148158	-0.164	0.28	1	-0.1	0.511	1	-0.114	0.453	1
ENSG00000247137	ANKRD42-DT	chr11	-	83184491	83193794	-0.245	0.309	1	-0.222	0.358	1	-0.0986	0.681	1
ENSG00000108239	TBC1D12	chr10	+	94402541	94536332	0.0729	0.741	1	-0.104	0.639	1	-0.0948	0.668	1
ENSG00000116574	RHOU	chr1	+	228735479	228746664	0.254	0.367	1	0.491	0.0815	1	0.198	0.481	1
ENSG00000285904		chr7	+	140640909	140669476	0.543	0.627	1	0.129	0.909	1	0.747	0.501	1
ENSG00000067533	RRP15	chr1	+	218285293	218337983	-0.105	0.451	1	-0.257	0.0645	1	-0.195	0.16	1
ENSG00000260589	STAM-DT	chr10	-	17641284	17643878	-0.574	0.0912	1	-0.308	0.363	1	-0.513	0.13	1
ENSG00000214546		chr17	+	39619613	39622770	-2.58	0.461		-0.577	0.867		0.707	0.833	
ENSG00000257923	CUX1	chr7	+	101815904	102283958	-0.156	0.274	1	-0.0498	0.727	1	-0.0807	0.572	1
ENSG00000228208	LINC02869	chr1	+	218459265	218525978	-0.726	0.582	1	0.483	0.703	1	0.153	0.904	1
ENSG00000110756	HPS5	chr11	-	18278668	18322198	-0.234	0.0575	1	-0.252	0.0416	1	-0.197	0.109	1
ENSG00000119906	SLF2	chr10	+	100912963	100965134	-0.11	0.492	1	-0.16	0.317	1	-0.163	0.307	1
ENSG00000287263		chr5	-	42983636	42993340	3.33	0.215	1	4.37	0.1	1	2.67	0.326	1
ENSG00000152936	LMNTD1	chr12	-	25409307	25648579	-0.41	0.864	1	0.0447	0.985	1	-1.08	0.659	1
ENSG00000289461		chr8	+	23509012	23509748	-0.137	0.978		1	0.841		2.15	0.663	
ENSG00000253200		chr8	-	22613908	22616657	0.508	0.201	1	0.333	0.404	1	0.447	0.26	1
ENSG00000185155	MIXL1	chr1	+	226223618	226227060	1.4	0.445	1	1.47	0.423	1	2.45	0.173	1
ENSG00000267586	LINC00907	chr18	+	42159283	42691422	0.693	0.703	1	-0.548	0.773	1	-0.782	0.681	1
ENSG00000221571	RNU6ATAC35P	chr1	+	220825620	220826063	2.76	0.318	1	2.89	0.296	1	3.39	0.214	1
ENSG00000260992	DOCK9-DT	chr13	+	99087819	99088625	3	0.0698	1	2.63	0.114	1	2.93	0.0763	1
ENSG00000154079	SDHAF4	chr6	+	70566917	70589569	0.0382	0.877	1	-0.141	0.569	1	0.0552	0.822	1
ENSG00000096696	DSP	chr6	+	7541338	7586714	-0.171	0.695	1	-0.566	0.195	1	0.206	0.638	1
ENSG00000187664	HAPLN4	chr19	-	19254756	19262804	0.191	0.29	1	0.142	0.434	1	0.141	0.437	1
ENSG00000272031	ANKRD34A	chr1	-	145959441	145964575	0.814	0.481	1	0.355	0.762	1	1.28	0.263	1
ENSG00000171804	WDR87	chr19	-	37884823	37906677	2.21	0.49		1.92	0.555		2.95	0.35	
ENSG00000288557		chr3	-	106684388	106691320	-2.58	0.403		0.864	0.767	1	1.1	0.704	1
ENSG00000149575	SCN2B	chr11	-	118162806	118176639	0.525	0.278	1	0.664	0.17	1	0.538	0.265	1
ENSG00000258819	LINC02289	chr14	-	77069169	77076392	0.305	0.561	1	0.935	0.0702	1	0.911	0.0763	1
ENSG00000198040	ZNF84	chr12	+	133037292	133063304	-0.0105	0.936	1	-0.0847	0.516	1	-0.133	0.307	1
ENSG00000151474	FRMD4A	chr10	-	13643706	14462142	-0.0676	0.638	1	-0.0531	0.712	1	0.065	0.651	1
ENSG00000186318	BACE1	chr11	-	117285232	117316259	0.0214	0.873	1	-0.107	0.425	1	0.0361	0.787	1
ENSG00000006695	COX10	chr17	+	14069490	14231736	0.145	0.291	1	0.0325	0.814	1	0.149	0.277	1
ENSG00000136630	HLX	chr1	+	220879431	220885059	0.806	0.465	1	1.42	0.194	1	0.609	0.583	1
ENSG00000276952		chr20	-	25284915	25285588	3.27	0.179	1	3.9	0.106	1	3.52	0.146	1
ENSG00000143512	HHIPL2	chr1	-	222522258	222548104	-0.88	0.237	1	-0.22	0.765	1	-0.0976	0.893	1
ENSG00000143498	TAF1A	chr1	-	222557902	222589933	-0.129	0.478	1	0.000208	0.999	1	-0.237	0.193	1
ENSG00000225265	TAF1A-AS1	chr1	+	222589825	222593843	0.229	0.404	1	0.14	0.615	1	0.11	0.689	1
ENSG00000148297	MED22	chr9	-	133338312	133348131	0.0468	0.784	1	0.113	0.508	1	-0.0339	0.843	1
ENSG00000111644	ACRBP	chr12	-	6638075	6647433	0.439	0.0976	1	0.325	0.224	1	0.585	0.0265	1
ENSG00000272750		chr1	-	222658867	222661512	-0.86	0.247	1	-0.426	0.563	1	-0.87	0.24	1
ENSG00000288025		chr4	+	173397770	173409559	-1.05	0.056	1	-1.19	0.0332	1	-0.415	0.443	1
ENSG00000136305	CIDEB	chr14	-	24305187	24311430	0.522	0.59	1	0.373	0.701	1	0.34	0.726	1
ENSG00000100744	GSKIP	chr14	+	96363452	96387288	-0.107	0.617	1	-0.129	0.548	1	-0.0611	0.775	1
ENSG00000136783	NIPSNAP3A	chr9	+	104747683	104760120	0.0306	0.915	1	-0.0527	0.854	1	0.104	0.716	1
ENSG00000109111	SUPT6H	chr17	+	28662198	28702679	-0.148	0.321	1	-0.113	0.449	1	-0.0945	0.528	1
ENSG00000170145	SIK2	chr11	+	111602449	111730855	-0.15	0.345	1	-0.203	0.203	1	-0.169	0.288	1
ENSG00000119608	PROX2	chr14	-	74852871	74876154	4.28	0.103	1	3.45	0.194	1	2.97	0.266	1
ENSG00000291100		chr20	-	28563850	28602858	0.0559	0.76	1	0.0557	0.761	1	0.0374	0.838	1
ENSG00000154309	DISP1	chr1	+	222815022	223005995	-0.102	0.526	1	0.0498	0.756	1	-0.169	0.292	1
ENSG00000229116		chr10	-	44282489	44293998	-0.56	0.446	1	0.496	0.485	1	0.604	0.392	1
ENSG00000289522		chr15	+	25636451	25641767	0.825	0.813		1	0.773		2.38	0.481	1
ENSG00000287338		chr1	-	223091872	223103335	2.31	0.562		1.92	0.633		3.77	0.337	1
ENSG00000261335		chr17	+	76671942	76673658	0.338	0.334	1	0.648	0.0633	1	-0.0149	0.966	1
ENSG00000187554	TLR5	chr1	-	223109404	223143248	0.297	0.514	1	0.0531	0.908	1	0.256	0.573	1
ENSG00000198771	RCSD1	chr1	+	167630093	167708696	-0.191	0.805	1	0.398	0.601	1	0.458	0.544	1
ENSG00000260005		chr17	+	81228707	81233983	0.825	0.854		1.01	0.822		0	1	
ENSG00000197063	MAFG	chr17	-	81918270	81927735	0.159	0.206	1	0.181	0.151	1	0.0742	0.556	1
ENSG00000288829		chr6	-	170534544	170535017	0.27	0.646	1	0.406	0.491	1	0.177	0.764	1
ENSG00000290960		chr11	+	3380918	3408981	-0.133	0.627	1	-0.371	0.177	1	-0.0722	0.792	1
ENSG00000107341	UBE2R2	chr9	+	33817160	33920399	-0.0385	0.658	1	-0.0684	0.432	1	-0.0944	0.278	1
ENSG00000188486	H2AX	chr11	-	119093874	119095465	0.33	0.243	1	0.58	0.0402	1	0.29	0.305	1
ENSG00000152782	PANK1	chr10	-	89579497	89645242	-0.0752	0.441	1	-0.133	0.174	1	-0.097	0.321	1
ENSG00000277423		chr12	+	120703867	120704282	2.53	0.172	1	2.93	0.113	1	1.53	0.416	1
ENSG00000288999		chr1	+	223846081	223846718	0.105	0.89	1	-0.0116	0.988	1	-0.168	0.827	1
ENSG00000128159	TUBGCP6	chr22	-	50217689	50245023	0.125	0.349	1	0.259	0.0529	1	0.269	0.0445	1
ENSG00000284634		chr12	+	9448295	9658392	-0.36	0.353	1	-0.00261	0.995	1	-0.129	0.738	1
ENSG00000023902	PLEKHO1	chr1	+	150149183	150164720	0.111	0.608	1	0.232	0.286	1	-0.000382	0.999	1
ENSG00000174348	PODN	chr1	+	53062052	53085501	-0.541	0.562	1	0.0572	0.951	1	0.795	0.386	1
ENSG00000172927	MYEOV	chr11	+	69294151	69341682	-2.58	0.488		-2.4	0.519		-0.523	0.886	
ENSG00000239900	ADSL	chr22	+	40346461	40390463	0.0359	0.764	1	0.0585	0.624	1	-0.0429	0.72	1
ENSG00000278467		chr1	+	223994262	223995196	-0.396	0.486	1	-0.401	0.484	1	0.243	0.663	1
ENSG00000143753	DEGS1	chr1	+	224175756	224193441	-0.00922	0.945	1	0.01	0.94	1	-0.022	0.869	1
