gene_ID	hgnc_symbol	chr	strand	start	end	FEZF2_CE_log2FoldChange	FEZF2_CE_pvalue	FEZF2_CE_padj	FEZF2_KO_log2FoldChange	FEZF2_KO_pvalue	FEZF2_KO_padj	FEZF2_PTC_log2FoldChange	FEZF2_PTC_pvalue	FEZF2_PTC_padj
ENSG00000283907		chr19	+	35557928	35581960	0.422	0.584		-0.463	0.553	1	-0.0167	0.983	1
ENSG00000142634	EFHD2	chr1	+	15409888	15430339	0.323	0.0631	0.366	0.0658	0.706	1	0.144	0.411	1
ENSG00000260179		chr1	-	1249777	1251334	0.18	0.83		0.216	0.798	1	-0.36	0.674	1
ENSG00000240086		chr3	-	135138469	135439888	-0.97	0.16		0.0504	0.941	1	-0.579	0.4	1
ENSG00000108231	LGI1	chr10	+	93757840	93806272	1.25	0.165		0.00591	0.995	1	0.518	0.566	1
ENSG00000185745	IFIT1	chr10	+	89392546	89406487	1	0.000944		0.392	0.198	1	0.538	0.0774	1
ENSG00000126106	TMEM53	chr1	-	44635238	44674481	0.53	0.0502		0.386	0.156	1	0.398	0.145	1
ENSG00000131697	NPHP4	chr1	-	5862811	5992473	-0.251	0.129	0.458	-0.177	0.285	1	-0.0852	0.607	1
ENSG00000286827		chr3	-	120811530	120908093	-0.909	0.0377		-0.66	0.129	1	-0.618	0.155	1
ENSG00000149257	SERPINH1	chr11	+	75562056	75572783	0.0985	0.472	0.75	-0.00831	0.952	1	0.0392	0.775	1
ENSG00000162496	DHRS3	chr1	-	12567910	12618210	-0.177	0.802		0.556	0.43	1	0.383	0.587	1
ENSG00000176393	RNPEP	chr1	+	201982372	202006147	0.0292	0.852	0.947	-0.0491	0.754	1	0.0324	0.836	1
ENSG00000123992	DNPEP	chr2	-	219372043	219400022	0.151	0.327	0.648	0.129	0.403	1	0.177	0.248	1
ENSG00000162419	GMEB1	chr1	+	28668778	28719353	-0.109	0.411	0.71	-0.163	0.219	1	-0.222	0.0956	1
ENSG00000101115	SALL4	chr20	-	51782331	51802521	-0.23	0.0699	0.382	-0.0822	0.516	1	-0.168	0.186	1
ENSG00000180884	ZNF792	chr19	-	34956354	34964229	-0.226	0.287		0.0467	0.825	1	-0.0819	0.7	1
ENSG00000288759		chrX	+	47129317	47131200	0.0664	0.92		0.335	0.612	1	0.577	0.38	1
ENSG00000096746	HNRNPH3	chr10	+	68331174	68343193	-0.112	0.518	0.78	-0.0487	0.779	1	-0.195	0.261	1
ENSG00000148835	TAF5	chr10	+	103367966	103389065	-0.0922	0.479	0.754	-0.135	0.299	1	-0.247	0.0587	1
ENSG00000259732		chr15	+	59121034	59133250	3.65	0.124		3.48	0.145	1	4.19	0.0762	1
ENSG00000095585	BLNK	chr10	-	96189171	96271587	2.31	0.586		1.69	0.694		1.86	0.665	
ENSG00000138160	KIF11	chr10	+	92574105	92655395	-0.0871	0.657	0.858	-0.0651	0.74	1	-0.241	0.22	1
ENSG00000290790		chr1	-	149676851	149747818	-1.66	0.548		-0.756	0.78		0.298	0.909	1
ENSG00000287564		chr10	+	31033089	31143842	2.66	0.349		0.793	0.791		3.42	0.223	
ENSG00000106153	CHCHD2	chr7	-	56101573	56106476	0.361	0.713	0.887	-1.25	0.202	1	0.275	0.78	1
ENSG00000272630		chr10	-	73098044	73101297	-0.6	0.252		0.411	0.414	1	0.159	0.754	1
ENSG00000289115		chr19	-	42075535	42075815	4.59	0.043		4.52	0.0464	1	3.03	0.194	1
ENSG00000215912	TTC34	chr1	-	2636986	2801693	-1.31	0.634		-1.7	0.539	1	-0.509	0.853	1
ENSG00000109047	RCVRN	chr17	-	9896320	9905271	1.7	0.65		0	1		1.65	0.66	
ENSG00000187581	COX8C	chr14	+	93347182	93348356	-3.25	0.139		-0.384	0.842	1	-2.22	0.294	1
ENSG00000134248	LAMTOR5	chr1	-	110401249	110407942	0.303	0.0579	0.357	0.1	0.531	1	0.185	0.248	1
ENSG00000163463	KRTCAP2	chr1	-	155169408	155173475	0.307	0.0533	0.347	0.0488	0.76	1	0.183	0.251	1
ENSG00000118432	CNR1	chr6	-	88139864	88166347	0.0217	0.97		-0.755	0.199	1	-0.0592	0.918	1
ENSG00000255507	UVRAG-DT	chr11	-	75803431	75815406	4.11	0.0914		2.98	0.229	1	3.59	0.144	1
ENSG00000232973	CYP1B1-AS1	chr2	+	38073447	38231651	0.616	0.542		0.846	0.4	1	0.96	0.339	1
ENSG00000269609	C10orf95-AS1	chr10	+	102449816	102461106	0.00654	0.977		0.123	0.584	1	0.174	0.439	1
ENSG00000169862	CTNND2	chr5	-	10971836	11904446	0.186	0.257	0.594	0.0818	0.618	1	0.102	0.536	1
ENSG00000273213	H3-7	chr1	-	143894544	143905977	-0.858	0.477		-1.85	0.128	1	-0.625	0.604	1
ENSG00000188883	KLRG2	chr7	-	139452690	139483673	-0.00687	0.981		0.0659	0.816	1	0.0757	0.79	1
ENSG00000289107		chr16	+	7054233	7057043	-0.615	0.553		0.662	0.501	1	0.97	0.321	1
ENSG00000197446	CYP2F1	chr19	+	41114432	41128381	1.57	0.8		3.27	0.592		0.878	0.887	
ENSG00000119723	COQ6	chr14	+	73949926	73963670	0.0732	0.704		-0.0496	0.797	1	-0.0247	0.898	1
ENSG00000167552	TUBA1A	chr12	-	49184686	49189080	0.596	0.0228	0.266	0.0106	0.968	1	0.19	0.468	1
ENSG00000289291		chr1	-	28736044	28737670	-0.0272	0.952		0.211	0.641	1	0.00974	0.983	1
ENSG00000259230	LINC02323	chr14	+	102545254	102555826	1.21	0.61		1.35	0.569		0.651	0.786	
ENSG00000114698	PLSCR4	chr3	-	146192335	146251179	0.0459	0.923		-0.0331	0.945	1	-0.268	0.579	1
ENSG00000150433	TMEM218	chr11	-	125094389	125111763	-0.0172	0.91	0.966	-0.0423	0.781	1	-0.06	0.693	1
ENSG00000259135		chr14	+	34556774	34561298	1.65	0.593		3.32	0.264	1	1.82	0.555	
ENSG00000120314	WDR55	chr5	+	140664868	140674124	-0.00809	0.945	0.981	-0.0476	0.684	1	0.0838	0.473	1
ENSG00000279342		chr11	-	124789240	124792818	-0.443	0.173	0.503	-0.248	0.445	1	-0.22	0.498	1
ENSG00000214226	C17orf67	chr17	-	56791913	56838773	0.189	0.718		0.357	0.493	1	-0.0275	0.958	1
ENSG00000261610		chr21	-	32259804	32261585	0.0168	0.986		0.734	0.43	1	0.459	0.626	1
ENSG00000026025	VIM	chr10	+	17228241	17237593	0.562	0.339	0.659	-0.0588	0.92	1	0.0728	0.901	1
ENSG00000251022	THAP9-AS1	chr4	-	82893009	82900960	0.264	0.0166	0.241	0.0847	0.443	1	0.203	0.0658	1
ENSG00000123329	ARHGAP9	chr12	-	57472264	57488814	-0.511	0.615		-0.114	0.909	1	-0.163	0.871	1
ENSG00000069667	RORA	chr15	-	60488284	61229302	-0.17	0.513	0.777	0.147	0.572	1	0.0737	0.777	1
ENSG00000157800	SLC37A3	chr7	-	140293693	140404433	0.131	0.307	0.632	0.127	0.323	1	0.0898	0.484	1
ENSG00000230896		chr1	-	45694684	45697075	0.928	0.295		0.452	0.614	1	0.162	0.858	1
ENSG00000120278	PLEKHG1	chr6	+	150599883	150843665	-0.301	0.224		-0.139	0.574	1	-0.157	0.526	1
ENSG00000106348	IMPDH1	chr7	-	128392277	128409986	0.393	0.0576	0.357	0.061	0.769	1	0.222	0.285	1
ENSG00000115486	GGCX	chr2	-	85544720	85561532	-0.129	0.296	0.625	-0.0294	0.812	1	-0.0579	0.64	1
ENSG00000268288		chr1	-	151766486	151767000	0.827	0.643		1.54	0.377	1	0.917	0.607	1
ENSG00000130783	CCDC62	chr12	+	122774526	122827528	-1.02	0.141		0.151	0.821	1	-0.387	0.569	1
ENSG00000275185		chr17	+	30899110	30899651	0.282	0.404		0.000754	0.998	1	0.181	0.595	1
ENSG00000109107	ALDOC	chr17	-	28573115	28576948	-0.107	0.714		0.0919	0.753	1	0.138	0.637	1
ENSG00000273483		chr1	-	112517799	112518441	-1.33	0.29		-1.45	0.251	1	-1.68	0.19	1
ENSG00000261168		chr1	-	151130075	151131610	-1.36	0.068		-0.641	0.379	1	-0.503	0.489	1
ENSG00000188372	ZP3	chr7	+	76397518	76442071	0.47	0.409		0.611	0.282	1	0.374	0.512	1
ENSG00000229021		chr1	+	151994531	152042774	-1.44	0.545		-0.891	0.703	1	-0.37	0.873	1
ENSG00000286445		chr10	-	87500337	87504837	0.52	0.514		0.685	0.388	1	-0.0679	0.933	1
ENSG00000224714	LINC02671	chr10	-	64901136	65017639	-1.78	0.377		-1.71	0.393	1	-0.689	0.72	1
ENSG00000272141		chr1	+	1169357	1170343	1.56	0.529		2.59	0.291	1	2.93	0.233	1
ENSG00000139192	TAPBPL	chr12	+	6451690	6466517	-0.116	0.839		-0.106	0.852	1	0.312	0.58	1
ENSG00000177301	KCNA2	chr1	-	110519837	110631474	-0.122	0.781		-0.011	0.98	1	-0.452	0.307	1
ENSG00000163344	PMVK	chr1	-	154924740	154936719	0.305	0.247		-0.000102	1	1	0.0391	0.882	1
ENSG00000186453	FAM228A	chr2	+	24175053	24200849	-0.471	0.709		-1.48	0.26	1	-0.889	0.489	1
ENSG00000174840	PDE12	chr3	+	57556274	57566848	-0.0371	0.889	0.958	-0.0861	0.745	1	-0.112	0.673	1
ENSG00000143878	RHOB	chr2	+	20447074	20449440	0.291	0.252	0.589	0.0792	0.755	1	0.298	0.242	1
ENSG00000286189		chr4	+	84970180	84970730	-1.79	0.442		-0.577	0.792	1	-1.63	0.482	1
ENSG00000198793	MTOR	chr1	-	11106535	11262556	-0.147	0.286	0.619	-0.0252	0.855	1	-0.0757	0.583	1
ENSG00000197933	ZNF823	chr19	-	11721265	11739009	-0.00275	0.99		-0.128	0.563	1	-0.0196	0.93	1
ENSG00000120334	CENPL	chr1	-	173799550	173824883	-0.127	0.441	0.73	-0.0612	0.71	1	-0.122	0.461	1
ENSG00000288837		chr19	-	19105160	19105729	-0.0327	0.976		0.709	0.505	1	-0.95	0.401	1
ENSG00000164855	TMEM184A	chr7	-	1542235	1560821	0.172	0.876		0.232	0.833	1	-0.245	0.826	1
ENSG00000131591	C1orf159	chr1	-	1081818	1116361	0.182	0.465		0.183	0.463	1	0.46	0.064	1
ENSG00000231028	AHI1-DT	chr6	+	135497422	135828703	-0.186	0.7		0.0014	0.998	1	-0.319	0.513	1
ENSG00000204272	NBDY	chrX	+	56729241	56819179	0.264	0.1	0.417	0.157	0.329	1	0.174	0.279	1
ENSG00000232139	LINC00867	chr10	+	118341437	118398468	2.47	0.184		2.06	0.27	1	1.83	0.331	1
ENSG00000282572	FAM157D	chr7	-	19018	35497	1.06	0.136		1.17	0.101	1	1.78	0.0113	1
ENSG00000187889	FYB2	chr1	-	56718789	56819696	-0.756	0.512		0.429	0.709	1	0.214	0.852	1
ENSG00000173267	SNCG	chr10	+	86958599	86963258	-0.0831	0.919		0.717	0.374	1	0.734	0.363	1
ENSG00000075891	PAX2	chr10	+	100735396	100829944	0.828	0.241		-0.09	0.899	1	0.379	0.591	1
ENSG00000166341	DCHS1	chr11	-	6621330	6655809	-0.0926	0.514	0.778	0.0453	0.749	1	0.0636	0.654	1
ENSG00000139675	HNRNPA1L2	chr13	+	52642431	52643773	-0.329	0.11		-0.155	0.45	1	-0.453	0.0282	1
ENSG00000290921		chr10	-	45854093	45972428	-0.268	0.32		-0.0686	0.799	1	-0.319	0.238	1
ENSG00000268670		chr19	-	4061615	4062749	-0.163	0.796		-0.119	0.85	1	-0.104	0.869	1
ENSG00000025770	NCAPH2	chr22	+	50508224	50524780	0.475	0.0341	0.305	0.0878	0.695	1	0.222	0.321	1
ENSG00000143412	ANXA9	chr1	+	150982249	150995634	-0.374	0.642		0.262	0.74	1	-0.216	0.788	1
ENSG00000247157	LINC01252	chr12	+	11548030	11590369	0.214	0.733		0.422	0.499	1	0.262	0.676	1
ENSG00000261437	LINC02894	chr8	-	94637285	94639467	-0.138	0.865		0.787	0.329	1	0.605	0.454	1
ENSG00000187010	RHD	chr1	+	25272393	25330445	-1.66	0.496		-0.758	0.749	1	-0.69	0.772	1
ENSG00000178125	PPP1R42	chr8	-	66964099	67056604	-0.498	0.623		-1	0.335	1	-1.07	0.309	1
ENSG00000165891	E2F7	chr12	-	77021248	77065569	-0.000336	0.999	1	-0.108	0.665	1	-0.104	0.676	1
ENSG00000289110		chr17	-	37488455	37489688	1.62	0.587		2.6	0.367	1	1.82	0.54	1
ENSG00000135679	MDM2	chr12	+	68808177	68845544	-0.143	0.294	0.625	0.00284	0.983	1	-0.0566	0.679	1
ENSG00000108352	RAPGEFL1	chr17	+	40177010	40195656	-0.242	0.111	0.435	-0.324	0.0328	1	-0.189	0.213	1
ENSG00000198570	RD3	chr1	-	211476522	211492162	4.96	0.0346		4.34	0.0659	1	3.73	0.117	1
ENSG00000197037	ZSCAN25	chr7	+	99616946	99632408	-0.0442	0.742	0.9	-0.0151	0.91	1	-0.00301	0.982	1
ENSG00000259426	KIF23-AS1	chr15	-	69396904	69415029	0.489	0.571		0.492	0.568	1	0.489	0.571	1
ENSG00000163092	XIRP2	chr2	+	166888480	167259753	-0.964	0.756		-0.109	0.972	1	-3.15	0.334	
ENSG00000250365	HEATR5A-DT	chr14	+	31420286	31452883	3.03	0.36		3.16	0.338		2.3	0.492	
ENSG00000186230	ZNF749	chr19	+	57435325	57447101	-0.368	0.0821	0.393	-0.132	0.532	1	-0.152	0.471	1
ENSG00000196177	ACADSB	chr10	+	123008979	123058290	-0.612	0.223	0.557	0.23	0.647	1	-0.191	0.703	1
ENSG00000235888	LINC02940	chr21	-	38988569	39062894	-0.577	0.13		0.422	0.256	1	0.131	0.726	1
ENSG00000117523	PRRC2C	chr1	+	171485530	171593511	-0.484	0.013	0.222	-0.163	0.403	1	-0.293	0.133	1
ENSG00000107175	CREB3	chr9	+	35732598	35736999	0.169	0.282	0.616	0.0507	0.747	1	0.144	0.361	1
ENSG00000229191		chr1	+	201023949	201028792	-0.0373	0.892		0.17	0.535	1	0.103	0.708	1
ENSG00000123307	NEUROD4	chr12	+	55019974	55030017	-0.64	0.471		0.177	0.842	1	0.0544	0.951	1
ENSG00000132692	BCAN	chr1	+	156641390	156659532	-0.202	0.617		-0.222	0.583	1	0.0189	0.963	1
ENSG00000173947	PIFO	chr1	+	111346600	111353013	0.0435	0.911		0.192	0.621	1	0.327	0.4	1
ENSG00000286577		chr5	+	94111720	94176029	0.778	0.847		0.793	0.844		-0.083	0.984	
ENSG00000115107	STEAP3	chr2	+	119223831	119265652	-0.0528	0.865		0.293	0.345	1	0.181	0.559	1
ENSG00000165462	PHOX2A	chr11	-	72239077	72245664	-0.421	0.607		0.0557	0.945	1	0.0915	0.91	1
ENSG00000007264	MATK	chr19	-	3777970	3802129	0.454	0.107		0.402	0.154	1	0.322	0.254	1
ENSG00000113282	CLINT1	chr5	-	157785743	157859145	-0.00184	0.988	0.996	0.0251	0.837	1	0.00965	0.937	1
ENSG00000214772	GUCY2C-AS1	chr12	+	14665655	14757963	-0.237	0.951		-2.61	0.512		-0.8	0.84	
ENSG00000137100	DCTN3	chr9	-	34613545	34620523	0.32	0.212		0.09	0.727	1	0.121	0.64	1
ENSG00000196684	HSH2D	chr19	+	16134028	16158575	0.567	0.791		1.87	0.369	1	-0.0837	0.97	1
ENSG00000225830	ERCC6	chr10	-	49454168	49539538	-0.457	0.0164	0.241	-0.0785	0.68	1	-0.231	0.226	1
ENSG00000184588	PDE4B	chr1	+	65792514	66374579	0.85	0.058		0.919	0.0402	1	0.774	0.0856	1
ENSG00000260468	LINC01290	chr16	-	10514842	10528202	0.778	0.877		0.793	0.875		0	1	
ENSG00000076685	NT5C2	chr10	-	103087185	103277605	0.00469	0.969	0.989	0.0256	0.835	1	-0.044	0.72	1
ENSG00000272056		chr2	-	27053618	27054276	0.172	0.868		-0.252	0.81	1	0.0441	0.966	1
ENSG00000189280	GJB5	chr1	+	34755047	34758512	1.05	0.623		0.138	0.95	1	-0.732	0.752	1
ENSG00000247363	NUP107-DT	chr12	-	68674371	68687755	-0.488	0.234		-0.606	0.141	1	-0.884	0.034	1
ENSG00000131089	ARHGEF9	chrX	-	63634967	63809274	-0.104	0.414	0.712	0.033	0.795	1	-0.128	0.315	1
ENSG00000067064	IDI1	chr10	-	1039152	1049119	0.105	0.539	0.795	-0.00853	0.96	1	-0.0367	0.831	1
ENSG00000143627	PKLR	chr1	-	155289293	155301438	-0.12	0.757		-0.026	0.947	1	-0.157	0.686	1
ENSG00000291109	CES1P1	chr16	+	55760516	55794158	-0.724	0.801		0.361	0.896	1	1.82	0.504	1
ENSG00000291175		chr17	-	45506741	45584705	-0.408	0.128	0.457	-0.342	0.203	1	-0.362	0.178	1
ENSG00000182712	CMC4	chrX	-	155061622	155071136	0.446	0.0264		-0.0414	0.839	1	0.211	0.298	1
ENSG00000110711	AIP	chr11	+	67468174	67491154	0.123	0.554		-0.0448	0.83	1	-0.0243	0.907	1
ENSG00000249471	ZNF324B	chr19	+	58451611	58457833	-0.0677	0.798		-0.0793	0.765	1	0.00746	0.978	1
ENSG00000167550	RHEBL1	chr12	-	49064676	49070025	0.717	0.376		0.358	0.66	1	0.573	0.481	1
ENSG00000081019	RSBN1	chr1	-	113761832	113812476	0.0316	0.866	0.951	0.107	0.567	1	-0.0655	0.726	1
ENSG00000140854	KATNB1	chr16	+	57735739	57757244	0.478	0.0381	0.317	0.07	0.762	1	0.306	0.184	1
ENSG00000263513	FAM72C	chr1	-	143955287	143971986	-0.426	0.146		-0.187	0.521	1	-0.456	0.12	1
ENSG00000229348	HYI-AS1	chr1	+	43453927	43456995	-1.78	0.326		-1.39	0.435	1	-0.703	0.687	1
ENSG00000227896	WAPL-DT	chr10	+	86521945	86525101	0.185	0.56		-0.239	0.456	1	0.261	0.41	1
ENSG00000067445	TRO	chrX	+	54920462	54931431	0.0627	0.653	0.856	-0.0167	0.905	1	0.0525	0.706	1
ENSG00000225279		chr1	+	160062461	160080769	2.26	0.369		4.35	0.0713	1	5	0.0374	1
ENSG00000257702	LBX2-AS1	chr2	+	74502552	74505091	-1.11	0.429		0.531	0.697	1	0.12	0.93	1
ENSG00000172785	ZNG1A	chr9	-	120837	179147	0.107	0.338	0.658	0.0304	0.786	1	-0.00949	0.933	1
ENSG00000143418	CERS2	chr1	-	150960583	150975003	0.232	0.0607	0.359	0.0284	0.818	1	0.0951	0.443	1
ENSG00000229750		chr2	+	175167904	175168522	3.87	0.135		1.73	0.526	1	2.4	0.369	1
ENSG00000184956	MUC6	chr11	-	1012823	1036718	-1.07	0.435		-1.27	0.361	1	-2.38	0.117	1
ENSG00000122482	ZNF644	chr1	-	90915298	91022272	0.0325	0.847	0.945	0.0287	0.864	1	-0.0545	0.745	1
ENSG00000060656	PTPRU	chr1	+	29236516	29326813	0.367	0.012	0.217	0.213	0.146	1	0.367	0.012	1
ENSG00000227078	LINC02094	chr17	+	19419035	19424357	-2.63	0.609		-0.231	0.964		-2.52	0.623	
ENSG00000156802	ATAD2	chr8	-	123319850	123416350	0.168	0.327	0.648	0.0139	0.935	1	0.148	0.387	1
ENSG00000058453	CROCC	chr1	+	16740273	16972964	-0.0665	0.717	0.889	-0.037	0.841	1	0.0535	0.771	1
ENSG00000133063	CHIT1	chr1	-	203212827	203273641	-1.05	0.429		-1.1	0.409	1	-0.83	0.529	1
ENSG00000138738	PRDM5	chr4	-	120684919	120922870	-0.00177	0.993	0.998	0.0747	0.707	1	-0.0435	0.827	1
ENSG00000167553	TUBA1C	chr12	+	49188736	49274600	0.259	0.11	0.434	0.00052	0.997	1	0.181	0.264	1
ENSG00000237424	FOXD2-AS1	chr1	-	47432133	47434641	0.964	0.214		1.07	0.167	1	1.23	0.111	1
ENSG00000254682		chr11	+	71448562	71452157	0.286	0.475		-0.287	0.48	1	-0.187	0.646	1
ENSG00000274895		chr1	-	213983793	213986419	-0.695	0.341		-0.318	0.659	1	-0.0936	0.896	1
ENSG00000167565	SERTAD3	chr19	-	40440844	40444335	0.0815	0.679	0.869	-0.166	0.4	1	-0.101	0.61	1
ENSG00000204779	FOXD4L5	chr9	-	65282101	65285209	1.25	0.537		1.64	0.417	1	1.1	0.589	1
ENSG00000142945	KIF2C	chr1	+	44739818	44767767	0.244	0.0443	0.329	0.0797	0.512	1	0.104	0.393	1
ENSG00000156384	SFR1	chr10	+	104122058	104126385	-0.029	0.867		-0.146	0.401	1	-0.174	0.319	1
ENSG00000105278	ZFR2	chr19	-	3804024	3869038	0.134	0.537		-0.296	0.176	1	-0.103	0.637	1
ENSG00000275180		chr12	+	62603366	62604408	0.456	0.292		0.164	0.706	1	-0.232	0.598	1
ENSG00000260578		chr18	-	67481791	67484966	-0.183	0.705		0.461	0.333	1	0.213	0.658	1
ENSG00000158747	NBL1	chr1	+	19596979	19658456	0.732	0.0687		-0.129	0.752	1	0.66	0.101	1
ENSG00000106066	CPVL	chr7	-	28995235	29195451	0.208	0.291	0.622	-0.0762	0.699	1	0.0965	0.624	1
ENSG00000241525		chr17	-	404468	414023	-3.98	0.538		-1.76	0.784		-4.85	0.454	
ENSG00000158246	TENT5B	chr1	-	27005020	27012850	-0.134	0.807	0.927	0.361	0.51	1	0.242	0.659	1
ENSG00000018625	ATP1A2	chr1	+	160115759	160143591	-0.263	0.525	0.785	0.218	0.598	1	0.137	0.741	1
ENSG00000214029	ZNF891	chr12	-	133104779	133130274	-0.563	0.0173	0.244	-0.139	0.557	1	-0.421	0.0753	1
ENSG00000139618	BRCA2	chr13	+	32315086	32400268	-0.13	0.6	0.828	-0.14	0.571	1	-0.192	0.438	1
ENSG00000258137	GPR84-AS1	chr12	+	54353661	54497688	-0.183	0.946		-0.897	0.746	1	-0.76	0.783	1
ENSG00000120471	TP53AIP1	chr11	-	128934731	128943399	1.59	0.67		2.64	0.471	1	2.3	0.533	1
ENSG00000189057	FAM111B	chr11	+	59107185	59127412	-0.262	0.229	0.563	-0.16	0.464	1	-0.334	0.126	1
ENSG00000086598	TMED2	chr12	+	123584533	123598582	0.144	0.23	0.564	-0.0433	0.718	1	0.0273	0.82	1
ENSG00000110651	CD81	chr11	+	2376177	2397802	0.373	0.0553	0.351	0.0708	0.716	1	0.229	0.241	1
ENSG00000121749	TBC1D15	chr12	+	71839707	71927248	0.366	0.00809	0.191	0.115	0.406	1	0.242	0.0808	1
ENSG00000223571	DHRSX-IT1	chrX	-	2334295	2336410	-1.14	0.185		-0.518	0.539	1	-1.31	0.132	1
ENSG00000079974	RABL2B	chr22	-	50767501	50783667	0.0413	0.773	0.911	-0.0725	0.614	1	0.00112	0.994	1
ENSG00000133115	STOML3	chr13	-	38965925	38990859	-0.0176	0.985		-0.149	0.876	1	-0.192	0.841	1
ENSG00000113387	SUB1	chr5	+	32531633	32604079	0.514	0.00275	0.138	0.0906	0.598	1	0.183	0.287	1
ENSG00000077514	POLD3	chr11	+	74493851	74669117	0.185	0.252	0.589	0.0196	0.904	1	0.0527	0.744	1
ENSG00000233695	GAS6-AS1	chr13	+	113815630	113845744	0.578	0.738		0.284	0.87	1	-0.91	0.614	1
ENSG00000178385	PLEKHM3	chr2	-	207821288	208025527	-0.426	0.0591	0.357	-0.119	0.599	1	-0.25	0.267	1
ENSG00000154473	BUB3	chr10	+	123154402	123170467	0.0616	0.591	0.822	0.0336	0.769	1	-0.0397	0.729	1
ENSG00000162631	NTNG1	chr1	+	107140007	107484923	-0.107	0.808		-0.163	0.713	1	-0.0102	0.982	1
ENSG00000160877	NACC1	chr19	+	13116862	13141147	0.0774	0.59	0.822	0.0374	0.795	1	0.1	0.486	1
ENSG00000104205	SGK3	chr8	+	66712734	66862022	-0.448	0.262		0.109	0.784	1	-0.248	0.535	1
ENSG00000235919	ASH1L-AS1	chr1	+	155562026	155563944	-0.227	0.403		-0.0346	0.898	1	0.0377	0.889	1
ENSG00000256751	PLBD1-AS1	chr12	+	14567393	14624191	0.0565	0.906		0.142	0.767	1	-0.167	0.731	1
ENSG00000258744		chr14	+	24443010	24508688	-0.418	0.16		-0.051	0.863	1	-0.482	0.107	1
ENSG00000238184	CD81-AS1	chr11	-	2328749	2377992	-0.72	0.273		-0.439	0.5	1	-0.663	0.313	1
ENSG00000058866	DGKG	chr3	-	186105668	186362234	3.44	0.162		2.63	0.295	1	3.57	0.147	1
ENSG00000100558	PLEK2	chr14	-	67386984	67412167	-1.14	0.622		-0.506	0.823	1	-0.427	0.85	1
ENSG00000271989		chr1	-	10429881	10430677	-0.894	0.48		-0.333	0.788	1	0.411	0.736	1
ENSG00000188021	UBQLN2	chrX	+	56563627	56567868	-0.0508	0.591	0.822	-0.00238	0.98	1	-0.11	0.246	1
ENSG00000230074		chr9	+	34665607	34681981	-0.35	0.201		-0.368	0.179	1	-0.111	0.685	1
ENSG00000137642	SORL1	chr11	+	121452314	121633763	-0.174	0.376	0.689	-0.00792	0.968	1	-0.07	0.723	1
ENSG00000073849	ST6GAL1	chr3	+	186930325	187078553	-0.0519	0.836	0.941	0.203	0.419	1	0.15	0.55	1
ENSG00000139546	TARBP2	chr12	+	53500921	53506431	0.396	0.027	0.278	0.124	0.489	1	0.258	0.151	1
ENSG00000159423	ALDH4A1	chr1	-	18871430	18902724	0.104	0.629	0.843	-0.0147	0.946	1	0.0532	0.804	1
ENSG00000269967		chr1	-	31851913	31921841	-0.54	0.665		0.577	0.625	1	0.607	0.608	1
ENSG00000132970	WASF3	chr13	+	26557683	26688948	0.225	0.398	0.703	0.0333	0.9	1	0.0396	0.882	1
ENSG00000134684	YARS1	chr1	-	32775237	32818031	-0.0491	0.709	0.885	0.0569	0.665	1	-0.0277	0.833	1
ENSG00000129167	TPH1	chr11	-	18017555	18046269	0.492	0.337		-0.0234	0.964	1	0.312	0.545	1
ENSG00000099204	ABLIM1	chr10	-	114431112	114768061	-0.124	0.49	0.762	-0.0352	0.844	1	-0.158	0.381	1
ENSG00000021826	CPS1	chr2	+	210477682	210679107	-0.222	0.259	0.596	-0.0964	0.625	1	-0.283	0.151	1
ENSG00000186523	FAM86B1	chr8	-	12182096	12194133	-0.0324	0.881		0.0433	0.842	1	-0.0537	0.806	1
ENSG00000261594	TPBGL	chr11	+	75240774	75243704	-0.124	0.875		-1	0.216	1	-0.717	0.372	1
ENSG00000166860	ZBTB39	chr12	-	56998836	57006546	-0.0671	0.645	0.852	-0.0579	0.691	1	-0.0283	0.846	1
ENSG00000213023	SYT3	chr19	-	50621307	50639881	0.317	0.106		0.14	0.475	1	0.357	0.0688	1
ENSG00000227060	LINC00629	chrX	+	134549770	134560399	-1.29	0.34		0.48	0.711	1	-0.0718	0.956	1
ENSG00000162521	RBBP4	chr1	+	32651142	32686211	0.238	0.0315	0.296	0.0522	0.637	1	0.061	0.582	1
ENSG00000226454		chr6	-	40505507	40523963	-1.66	0.522		1.52	0.519	1	0.575	0.812	1
ENSG00000129559	NEDD8	chr14	-	24216857	24232367	0.193	0.277	0.612	-0.0339	0.848	1	0.015	0.933	1
ENSG00000119535	CSF3R	chr1	-	36466043	36483278	2.29	0.603		-0.169	0.97		-0.0834	0.985	
ENSG00000181074	OR52N4	chr11	+	5754243	5755958	4.28	0.0836		3.01	0.233	1	4.55	0.0656	1
ENSG00000197054	ZNF763	chr19	+	11965037	11980617	-0.344	0.155		-0.225	0.351	1	-0.357	0.141	1
ENSG00000251666	ZNF346-IT1	chr5	+	177051714	177052963	0.202	0.676		0.474	0.324	1	0.0562	0.908	1
ENSG00000176171	BNIP3	chr10	-	131967684	131981967	0.197	0.481	0.755	0.379	0.174	1	0.407	0.144	1
ENSG00000158874	APOA2	chr1	-	161222292	161223631	2.72	0.366		3.95	0.183		4.11	0.166	1
ENSG00000136631	VPS45	chr1	+	150067279	150145329	-0.157	0.173	0.503	-0.104	0.368	1	-0.212	0.066	1
