gene_ID	hgnc_symbol	chr	strand	start	end	MEF2C_CE_log2FoldChange	MEF2C_CE_pvalue	MEF2C_CE_padj	MEF2C_KO_log2FoldChange	MEF2C_KO_pvalue	MEF2C_KO_padj	MEF2C_PTC_log2FoldChange	MEF2C_PTC_pvalue	MEF2C_PTC_padj
ENSG00000132026	RTBDN	chr19	-	12825478	12835428	0.000383	1	1	-0.29	0.907		-1.29	0.617	
ENSG00000118454	ANKRD13C	chr1	-	70258999	70354734	0.0825	0.411	0.779	0.0593	0.553	1	0.0175	0.861	1
ENSG00000067191	CACNB1	chr17	-	39173453	39197702	-1.17	0.0288	0.589	0.0241	0.962	1	-0.299	0.556	1
ENSG00000206535	LNP1	chr3	+	100401532	100456319	0.0267	0.938	0.993	-0.143	0.677	1	-0.169	0.619	1
ENSG00000084636	COL16A1	chr1	-	31652263	31704319	-0.57	0.139	0.621	0.0897	0.816	1	-0.0228	0.953	1
ENSG00000151151	IPMK	chr10	-	58191517	58267894	0.095	0.479	0.815	0.0362	0.786	1	0.00212	0.987	1
ENSG00000260586		chr15	+	71332120	71352460	-1.09	0.403	0.775	0.262	0.825	1	0.503	0.667	1
ENSG00000287168		chr9	-	62801534	62802715	-0.889	0.185	0.647	0.541	0.36	1	0.329	0.579	1
ENSG00000245904	BTG1-DT	chr12	+	92145573	92226557	0.158	0.737	0.923	-0.357	0.453	1	0.118	0.801	1
ENSG00000139304	PTPRQ	chr12	+	80402178	80680273	0.111	0.871	0.967	-1.07	0.141	1	-0.548	0.43	1
ENSG00000189292	ALKAL2	chr2	-	279558	288851	-0.276	0.456	0.802	0.0603	0.868	1	-0.401	0.275	1
ENSG00000223883	LINC01707	chr1	+	69055838	69229607	0.0243	0.984	0.996	0.709	0.532	1	-1.54	0.287	1
ENSG00000180346	TIGD2	chr4	+	89111533	89114901	0.661	0.0802	0.589	-0.116	0.759	1	-0.103	0.785	1
ENSG00000065328	MCM10	chr10	+	13161558	13211110	0.197	0.43	0.788	-0.231	0.355	1	0.0433	0.862	1
ENSG00000214274	ANG	chr14	+	20684177	20698971	0.0744	0.899	0.98	0.69	0.223	1	0.336	0.557	1
ENSG00000203392		chr15	+	75678548	75680752	-0.188	0.503	0.828	-0.0247	0.928	1	-0.353	0.202	1
ENSG00000277399	GPR179	chr17	-	38324571	38343956	1.77	0.24	0.681	0.973	0.529	1	-0.799	0.651	1
ENSG00000162882	HAAO	chr2	-	42767089	42792593	-0.359	0.496	0.824	0.34	0.511	1	0.114	0.827	1
ENSG00000198835	GJC2	chr1	+	228149930	228159826	-0.13	0.85	0.958	0.192	0.77	1	-0.499	0.471	1
ENSG00000266028	SRGAP2	chr1	+	206203346	206464436	-0.385	0.152	0.628	0.0744	0.782	1	0.0209	0.938	1
ENSG00000225329	LHFPL3-AS2	chr7	-	104894628	104926645	0.108	0.903	0.981	-0.63	0.489	1	-0.275	0.757	1
ENSG00000156973	PDE6D	chr2	-	231732433	231786272	-0.0039	0.982	0.996	0.25	0.133	1	0.216	0.192	1
ENSG00000009724	MASP2	chr1	-	11022009	11047239	-0.239	0.612	0.881	-0.308	0.508	1	0.0917	0.838	1
ENSG00000158470	B4GALT5	chr20	-	49632945	49713878	0.0892	0.345	0.741	0.135	0.15	1	0.0313	0.74	1
ENSG00000180198	RCC1	chr1	+	28505943	28539300	-0.00922	0.916	0.985	0.063	0.466	1	0.0204	0.813	1
ENSG00000136161	RCBTB2	chr13	-	48488963	48533256	-0.156	0.556	0.856	0.252	0.332	1	0.0943	0.717	1
ENSG00000006282	SPATA20	chr17	+	50543058	50555852	-0.209	0.382	0.763	-0.113	0.635	1	-0.0196	0.934	1
ENSG00000110047	EHD1	chr11	-	64851642	64888296	0.513	0.0243	0.589	0.192	0.399	1	0.166	0.468	1
ENSG00000196118	CFAP119	chr16	-	30757423	30762221	-0.13	0.756	0.927	-0.399	0.342	1	0.083	0.836	1
ENSG00000086827	ZW10	chr11	-	113733187	113773735	0.155	0.0866	0.592	-0.00299	0.974	1	0.00319	0.972	1
ENSG00000173917	HOXB2	chr17	-	48540894	48545109	0.713	0.043	0.589	0.695	0.0447	1	0.865	0.0109	1
ENSG00000116704	SLC35D1	chr1	-	66999350	67054148	-0.121	0.377	0.76	-0.00958	0.944	1	-0.0666	0.624	1
ENSG00000166169	POLL	chr10	-	101578882	101588270	-0.129	0.333	0.736	-0.0619	0.637	1	0.0677	0.602	1
ENSG00000263698		chr18	+	31131456	31132494	-0.729	0.728	0.921	0.0177	0.993	1	-0.134	0.947	1
ENSG00000152763	DNAI4	chr1	-	66812885	66924856	-0.011	0.974	0.994	0.213	0.515	1	-0.058	0.861	1
ENSG00000168283	BMI1	chr10	+	22321099	22331484	-0.0653	0.712	0.917	0.0773	0.659	1	0.0748	0.669	1
ENSG00000134294	SLC38A2	chr12	-	46358188	46372773	0.418	0.0754	0.589	0.00647	0.978	1	-0.0634	0.787	1
ENSG00000128699	ORMDL1	chr2	-	189770267	189784364	0.0976	0.566	0.86	-0.0985	0.562	1	-0.121	0.477	1
ENSG00000152942	RAD17	chr5	+	69369293	69414801	0.0105	0.94	0.993	0.0356	0.799	1	-0.0242	0.862	1
ENSG00000233930	KRTAP5-AS1	chr11	+	1571353	1599184	0.101	0.793	0.938	0.288	0.438	1	0.406	0.268	1
ENSG00000203721	LINC00862	chr1	-	200253419	200400705	0.316	0.515	0.834	-0.319	0.523	1	-0.032	0.948	1
ENSG00000242622	GSK3B-DT	chr3	+	120094895	120136783	0.0475	0.83	0.95	-0.443	0.0484	1	-0.0897	0.683	1
ENSG00000099899	TRMT2A	chr22	-	20111875	20117392	0.557	0.0561	0.589	-0.0423	0.885	1	0.0137	0.963	1
ENSG00000132196	HSD17B7	chr1	+	162790702	162812823	-0.119	0.58	0.866	0.14	0.509	1	0.117	0.58	1
ENSG00000246273	SBF2-AS1	chr11	+	9758268	9811335	0.346	0.335	0.737	-0.111	0.758	1	-0.131	0.715	1
ENSG00000121931	LRIF1	chr1	-	110947190	110963965	0.284	0.125	0.61	1.59e-05	1	1	0.00752	0.968	1
ENSG00000275880	NAXD-AS1	chr13	-	110613082	110616353	0.206	0.444	0.795	0.195	0.46	1	0.32	0.218	1
ENSG00000203710	CR1	chr1	+	207496147	207641765	2.21	0.12	0.609	1.49	0.306	1	2.54	0.0668	1
ENSG00000228784	LINC00954	chr2	+	19868860	19885047	-0.82	0.229	0.673	0.31	0.615	1	-0.00791	0.99	1
ENSG00000167644	C19orf33	chr19	+	38304164	38305006	-0.313	0.539	0.847	0.212	0.676	1	0.192	0.705	1
ENSG00000169418	NPR1	chr1	+	153678688	153693992	1.41	0.154	0.628	0.113	0.911	1	0.552	0.581	1
ENSG00000226891	LINC01359	chr1	-	64972225	65002489	-1.25	0.17	0.637	-0.933	0.277	1	-0.156	0.846	1
ENSG00000019505	SYT13	chr11	-	45240302	45286341	-0.0851	0.899	0.98	-0.235	0.723	1	-0.283	0.668	1
ENSG00000151491	EPS8	chr12	-	15620134	15882329	0.228	0.314	0.725	-0.123	0.586	1	-0.213	0.347	1
ENSG00000259033		chr14	+	70255629	70343388	-0.406	0.64	0.891	0.454	0.579	1	-0.0978	0.907	1
ENSG00000136261	BZW2	chr7	+	16646131	16706523	0.584	0.12	0.609	-0.159	0.673	1	-0.0105	0.978	1
ENSG00000162437	RAVER2	chr1	+	64745075	64833232	-0.333	0.105	0.6	-0.19	0.348	1	0.0285	0.887	1
ENSG00000284928		chr1	+	64186791	64192685	-0.684	0.666	0.902	0.0555	0.97	1	-2.42	0.174	1
ENSG00000185483	ROR1	chr1	+	63774017	64181498	-0.484	0.177	0.643	0.0706	0.844	1	-0.0301	0.933	1
ENSG00000077348	EXOSC5	chr19	-	41386371	41397362	0.656	0.0329	0.589	-0.00879	0.977	1	0.182	0.554	1
ENSG00000100316	RPL3	chr22	-	39312882	39320389	0.311	0.00271	0.589	0.19	0.0666	1	0.202	0.0521	1
ENSG00000177535	OR2B11	chr1	-	247449118	247458105	0.643	0.547	0.852	0.201	0.852	1	0.863	0.41	1
ENSG00000256196		chr11	-	60916339	60925397	-0.852	0.351	0.744	-1.19	0.198	1	-1.84	0.0638	1
ENSG00000151743	AMN1	chr12	-	31671142	31729121	-0.0284	0.916	0.985	0.108	0.683	1	0.0595	0.821	1
ENSG00000269930		chr15	+	30616958	30617749	-0.164	0.939		0.918	0.662	1	-0.564	0.795	
ENSG00000250694		chr5	-	24352309	24353443	-0.638	0.0598	0.589	-0.173	0.605	1	-0.175	0.601	1
ENSG00000143367	TUFT1	chr1	+	151540305	151583583	0.229	0.115	0.605	0.054	0.71	1	0.0693	0.633	1
ENSG00000137713	PPP2R1B	chr11	-	111726908	111766389	-0.242	0.312	0.723	0.0857	0.72	1	0.0514	0.83	1
ENSG00000196544	BORCS6	chr17	-	8188345	8190180	0.0431	0.853	0.959	0.318	0.161	1	0.0226	0.921	1
ENSG00000196167	COLCA1	chr11	-	111290787	111305498	0.574	0.348	0.743	-0.306	0.625	1	0.0648	0.916	1
ENSG00000288879		chr6	-	34236075	34236748	-0.191	0.788	0.938	-0.196	0.778	1	0.338	0.608	1
ENSG00000230426	LINC01036	chr1	+	187070700	187687674	-0.607	0.471	0.81	-0.53	0.514	1	0.465	0.528	1
ENSG00000152760	DYNLT5	chr1	+	66752459	66779047	-3.04	0.131	0.613	-1.4	0.467	1	-2.41	0.232	1
ENSG00000273450		chr10	-	94314907	94315327	0.573	0.795	0.938	1.02	0.634	1	-1.15	0.624	1
ENSG00000132854	KANK4	chr1	-	62236165	62319434	-0.345	0.104	0.6	-0.0368	0.862	1	-0.0232	0.913	1
ENSG00000203965	EFCAB7	chr1	+	63523372	63572693	-0.492	0.0384	0.589	-0.331	0.152	1	-0.149	0.513	1
ENSG00000226950	DANCR	chr4	+	52712325	52723623	0.226	0.314	0.724	0.0177	0.937	1	0.0517	0.817	1
ENSG00000156970	BUB1B	chr15	+	40161023	40221123	-0.169	0.217	0.666	-0.106	0.436	1	-0.0553	0.683	1
ENSG00000289415		chr16	-	67000084	67001044	0.144	0.944	0.993	-0.81	0.708	1	-0.95	0.661	1
ENSG00000102786	INTS6	chr13	-	51354077	51454264	-0.0837	0.493	0.823	-0.163	0.18	1	-0.13	0.286	1
ENSG00000277767		chr13	+	110916004	110917827	-0.688	0.205	0.659	-0.418	0.415	1	0.221	0.647	1
ENSG00000125459	MSTO1	chr1	+	155563235	155614951	0.231	0.139	0.622	0.104	0.503	1	0.0515	0.741	1
ENSG00000013561	RNF14	chr5	+	141958328	141990292	0.192	0.00868	0.589	0.17	0.0195	1	0.0973	0.181	1
ENSG00000172031	EPHX4	chr1	+	92029985	92063538	-0.169	0.784	0.937	0.244	0.676	1	0.112	0.849	1
ENSG00000173145	NOC3L	chr10	-	94333226	94362959	-0.13	0.289	0.71	-0.0399	0.744	1	-0.0996	0.414	1
ENSG00000126698	DNAJC8	chr1	-	28199456	28233029	0.203	0.133	0.615	0.0446	0.741	1	0.13	0.336	1
ENSG00000160013	PTGIR	chr19	-	46620468	46625089	-0.644	0.571	0.861	0.00303	0.998	1	-1.12	0.326	1
ENSG00000289452		chr1	-	26620707	26620910	-0.652	0.825	0.949	-2.65	0.378		-1.78	0.552	1
ENSG00000161547	SRSF2	chr17	-	76734115	76737333	0.13	0.187	0.649	-0.0566	0.567	1	-0.0445	0.653	1
ENSG00000274904		chr16	-	30064306	30064825	1.12	0.631	0.888	-1.54	0.544		-1.64	0.519	
ENSG00000271200	PATJ-DT	chr1	-	61741998	61742424	-1.99	0.0765	0.589	-2.81	0.0264	1	-0.923	0.312	1
ENSG00000162066	AMDHD2	chr16	+	2520357	2531422	0.0993	0.617	0.882	-0.121	0.542	1	-0.042	0.832	1
ENSG00000254093	PINX1	chr8	-	10764961	10839884	0.00356	0.986	0.997	-0.127	0.517	1	-0.0179	0.927	1
ENSG00000289628		chr1	+	237814959	237816706	-1.66	0.0952	0.597	-1.67	0.0857	1	-0.327	0.706	1
ENSG00000164318	EGFLAM	chr5	+	38258409	38465480	-0.794	0.28	0.706	0.339	0.61	1	-0.0944	0.889	1
ENSG00000157766	ACAN	chr15	+	88803436	88875353	0.644	0.235	0.677	-0.271	0.618	1	-0.0855	0.875	1
ENSG00000162604	TM2D1	chr1	-	61681046	61725423	-0.0129	0.933	0.991	0.0552	0.717	1	-0.0741	0.627	1
ENSG00000260634		chr2	-	127023537	127025826	-0.342	0.867	0.966	-1.52	0.477	1	-1.62	0.449	1
ENSG00000168159	RNF187	chr1	+	228487382	228499899	0.256	0.0266	0.589	0.184	0.11	1	0.175	0.128	1
ENSG00000267277		chr19	-	11368118	11374935	-0.808	0.358	0.747	-0.491	0.551	1	-0.718	0.39	1
ENSG00000226674	TEX41	chr2	+	144666312	145262988	1.65	0.155	0.628	0.18	0.886	1	0.0817	0.948	1
ENSG00000121486	TRMT1L	chr1	-	185118101	185157072	-0.0193	0.897	0.979	0.105	0.48	1	0.0128	0.931	1
ENSG00000213920	MDP1	chr14	-	24213943	24216070	-0.209	0.357	0.747	0.225	0.289	1	0.118	0.578	1
ENSG00000185052	SLC24A3	chr20	+	19212642	19722926	-0.738	0.191	0.65	-0.127	0.809	1	-0.311	0.557	1
ENSG00000072121	ZFYVE26	chr14	-	67727374	67816590	-0.0106	0.895	0.978	0.0544	0.498	1	0.0377	0.638	1
ENSG00000170075	GPR37L1	chr1	+	202122886	202133592	0.844	0.0424	0.589	-0.751	0.11	1	-0.346	0.437	1
ENSG00000160867	FGFR4	chr5	+	177086905	177098144	1.22	0.0378	0.589	-0.00868	0.988	1	0.00392	0.995	1
ENSG00000177663	IL17RA	chr22	+	17084954	17115693	-0.127	0.447	0.796	0.0484	0.77	1	-0.00886	0.957	1
ENSG00000163013	FBXO41	chr2	-	73254682	73284478	-0.323	0.214	0.664	0.0035	0.989	1	0.0533	0.833	1
ENSG00000173678	SPDYE2B	chr7	+	102650319	102662625	0.128	0.928	0.989	1.02	0.436	1	-0.62	0.674	1
ENSG00000197070	ARRDC1	chr9	+	137605685	137615360	0.0644	0.691	0.909	0.17	0.292	1	0.0637	0.692	1
ENSG00000286984		chr8	-	88809949	88813144	-1.35	0.0952	0.597	-0.17	0.808	1	-0.262	0.708	1
ENSG00000268894	PLCE1-AS1	chr10	-	94278681	94287478	0.0576	0.88	0.971	0.225	0.546	1	-0.0603	0.872	1
ENSG00000131981	LGALS3	chr14	+	55124110	55145423	0.379	0.0494	0.589	0.0624	0.747	1	0.0404	0.834	1
ENSG00000178449	COX14	chr12	+	50112082	50120457	0.0796	0.696	0.911	0.107	0.596	1	-0.0528	0.794	1
ENSG00000176871	WSB2	chr12	-	118032687	118062430	0.0218	0.905	0.982	0.246	0.175	1	0.167	0.357	1
ENSG00000177191	B3GNT8	chr19	-	41425359	41428730	-0.291	0.612	0.88	0.571	0.278	1	0.575	0.272	1
ENSG00000257315	ZBED6	chr1	+	203795623	203854124	0.628	0.113	0.605	-0.211	0.595	1	-0.0756	0.849	1
ENSG00000160741	CRTC2	chr1	-	153947669	153958615	0.204	0.165	0.636	0.111	0.45	1	0.132	0.368	1
ENSG00000127603	MACF1	chr1	+	39081316	39487177	-0.442	0.163	0.633	0.0251	0.937	1	-0.0584	0.854	1
ENSG00000142102	PGGHG	chr11	+	289126	296107	-0.0733	0.674	0.904	-0.223	0.201	1	-0.186	0.285	1
ENSG00000180730	SHISA2	chr13	-	26044597	26052016	0.336	0.139	0.622	0.302	0.18	1	0.302	0.178	1
ENSG00000273221		chr1	-	111184415	111185061	0.68	0.455	0.801	-0.914	0.372	1	-0.0398	0.966	1
ENSG00000021300	PLEKHB1	chr11	+	73646178	73662819	-0.285	0.831	0.95	-0.46	0.729	1	0.708	0.557	1
ENSG00000166321	NUDT13	chr10	+	73110375	73131828	-0.733	0.018	0.589	-0.132	0.649	1	-0.0227	0.936	1
ENSG00000274159		chr2	+	32548675	32549040	0.293	0.762	0.93	0.63	0.493	1	0.33	0.724	1
ENSG00000135436	FAM186B	chr12	-	49582885	49605639	1.39	0.245	0.686	1.96	0.0891	1	0.89	0.46	1
ENSG00000183598	H3C13	chr1	-	149813225	149813693	0.338	0.336	0.737	0.112	0.749	1	0.389	0.266	1
ENSG00000170209	ANKK1	chr11	+	113387779	113400416	-0.606	0.42	0.784	0.197	0.78	1	-0.287	0.69	1
ENSG00000234807	LINC01135	chr1	+	58784384	58901109	-0.265	0.605	0.878	-0.346	0.496	1	-0.309	0.54	1
ENSG00000226526		chr1	+	16978926	17005091	1.08	0.731		2.81	0.348		0.748	0.811	
ENSG00000197816	CCDC180	chr9	+	97307304	97378751	0.114	0.59	0.872	-0.471	0.0289	1	0.0165	0.937	1
ENSG00000265972	TXNIP	chr1	-	145992435	145996579	0.169	0.454	0.8	-0.305	0.178	1	-0.0265	0.907	1
ENSG00000164022	AIMP1	chr4	+	106315544	106349456	0.0232	0.831	0.95	-0.139	0.2	1	-0.116	0.284	1
ENSG00000100258	LMF2	chr22	-	50502949	50507702	-0.113	0.506	0.829	0.196	0.245	1	0.0583	0.73	1
ENSG00000116918	TSNAX	chr1	+	231528541	231566524	0.236	0.072	0.589	0.0918	0.483	1	0.0447	0.733	1
ENSG00000170889	RPS9	chr19	+	54200809	54249003	0.419	0.0169	0.589	0.182	0.3	1	0.173	0.324	1
ENSG00000162601	MYSM1	chr1	-	58643440	58700090	-0.16	0.13	0.613	-0.315	0.0028	1	-0.179	0.0896	1
ENSG00000127362	TAS2R3	chr7	+	141764097	141765197	-0.165	0.733	0.922	-0.12	0.802	1	-0.101	0.833	1
ENSG00000290945	UBE2Q2P2	chr15	+	82355142	82419391	-0.767	0.0881	0.592	-0.379	0.388	1	-0.184	0.672	1
ENSG00000253390	ENTPD4-DT	chr8	+	23458601	23484971	-0.532	0.423	0.785	0.339	0.583	1	0.441	0.471	1
ENSG00000112320	SOBP	chr6	+	107490106	107661306	-1.63	0.11	0.604	-1.57	0.113	1	-0.588	0.517	1
ENSG00000128713	HOXD11	chr2	+	176104216	176109754	1.47	0.624	0.886	0.746	0.807		-1.18	0.706	
ENSG00000116016	EPAS1	chr2	+	46293667	46386697	0.757	0.0405	0.589	0.115	0.755	1	0.12	0.746	1
ENSG00000151062	CACNA2D4	chr12	-	1791963	1918666	0.0567	0.949	0.993	-0.781	0.4	1	-0.219	0.805	1
ENSG00000286918		chr1	+	58546168	58563897	0.926	0.676	0.905	-0.115	0.96		1.73	0.405	1
ENSG00000227066		chr1	+	20154171	20160568	1.6	0.199	0.657	0.395	0.755	1	0.0881	0.945	1
ENSG00000152779	SLC16A12	chr10	-	89430299	89556641	0.111	0.795	0.938	-0.171	0.691	1	-0.2	0.641	1
ENSG00000197008	ZNF138	chr7	+	64794388	64833681	-0.466	0.0168	0.589	-0.298	0.124	1	-0.158	0.414	1
ENSG00000134825	TMEM258	chr11	-	61768501	61792802	0.344	0.0837	0.591	0.278	0.162	1	0.151	0.446	1
ENSG00000169918	OTUD7A	chr15	-	31475398	31870789	0.11	0.785	0.937	-0.435	0.294	1	-0.0227	0.954	1
ENSG00000290670		chr7	+	141911217	141911549	-1.67	0.523		-0.0108	0.997	1	-0.189	0.941	1
ENSG00000058668	ATP2B4	chr1	+	203626832	203744081	0.338	0.204	0.659	-0.15	0.572	1	-0.0809	0.761	1
ENSG00000188107	EYS	chr6	-	63719980	65707226	-1.65	0.135	0.617	0.455	0.575	1	0.447	0.58	1
ENSG00000141576	RNF157	chr17	-	76142465	76240493	0.905	0.118	0.607	0.093	0.874	1	-0.00168	0.998	1
ENSG00000117586	TNFSF4	chr1	-	173183731	173207331	-0.543	0.0401	0.589	-0.0239	0.925	1	-0.209	0.414	1
ENSG00000234390	USP27X-DT	chrX	-	49876724	49879241	0.547	0.433	0.79	-0.2	0.779	1	0.071	0.919	1
ENSG00000163541	SUCLG1	chr2	-	84423528	84460045	0.164	0.288	0.709	0.0164	0.915	1	0.00638	0.967	1
ENSG00000163347	CLDN1	chr3	-	190305707	190322446	0.879	0.158	0.63	-0.43	0.491	1	-0.143	0.818	1
ENSG00000110367	DDX6	chr11	-	118747763	118791164	0.0872	0.27	0.701	0.0226	0.775	1	0.0381	0.63	1
ENSG00000160613	PCSK7	chr11	-	117204337	117232525	0.0607	0.782	0.937	-0.259	0.238	1	-0.186	0.396	1
ENSG00000230587	LINC02580	chr2	-	43092530	43217246	-2.77	0.0922	0.594	-0.705	0.589	1	-0.84	0.522	1
ENSG00000196655	TRAPPC4	chr11	+	119018763	119025454	0.184	0.123	0.61	0.227	0.0549	1	0.0703	0.552	1
ENSG00000181085	MAPK15	chr8	+	143716340	143722458	0.684	0.208	0.66	0.527	0.33	1	-0.313	0.586	1
ENSG00000124839	RAB17	chr2	-	237574322	237601614	0.67	0.253	0.691	-0.228	0.698	1	-0.0519	0.93	1
ENSG00000167244	IGF2	chr11	-	2129112	2158391	0.667	0.173	0.64	-0.0755	0.877	1	0.0832	0.865	1
ENSG00000179241	LDLRAD3	chr11	+	35943981	36232136	0.0384	0.73	0.921	0.073	0.505	1	0.0274	0.802	1
ENSG00000183853	KIRREL1	chr1	+	157993273	158100262	-0.56	0.157	0.629	0.188	0.635	1	0.0291	0.941	1
ENSG00000273489		chr7	-	131493964	131497694	-0.751	0.332	0.735	0.117	0.879	1	0.19	0.804	1
ENSG00000232677	LINC00665	chr19	-	36259540	36331770	-0.0214	0.834	0.951	-0.11	0.282	1	-0.0821	0.42	1
ENSG00000047597	XK	chrX	+	37685791	37732130	0.699	0.286	0.708	-0.211	0.756	1	0.406	0.535	1
ENSG00000102854	MSLN	chr16	+	760734	768865	0.0013	0.999	1	-0.252	0.792	1	0.785	0.378	1
ENSG00000175215	CTDSP2	chr12	-	57819927	57846729	0.017	0.879	0.971	0.184	0.0965	1	0.166	0.133	1
ENSG00000258279	LINC00592	chr12	+	52164115	52223813	0.174	0.786	0.938	-0.265	0.681	1	-0.517	0.428	1
ENSG00000290548		chr5	-	34164698	34244796	-0.514	0.00259	0.589	-0.236	0.16	1	-0.307	0.0669	1
ENSG00000162399	BSND	chr1	+	54998933	55017172	1.09	0.21	0.661	-0.296	0.739	1	0.0728	0.934	1
ENSG00000212907	MT-ND4L	chrM	+	10470	10766	-0.948	0.00247	0.589	-0.573	0.0674	1	-0.269	0.391	1
ENSG00000224531	SMIM13	chr6	+	11093834	11138733	0.236	0.0514	0.589	0.111	0.357	1	0.0338	0.78	1
ENSG00000049759	NEDD4L	chr18	+	58044226	58401540	0.0715	0.338	0.738	-0.000709	0.992	1	-0.00135	0.986	1
ENSG00000285867		chr1	-	153586813	153606283	-0.958	0.167	0.637	0.0535	0.934	1	-0.288	0.658	1
ENSG00000260400		chr10	+	68698500	68700794	0.119	0.522	0.838	-0.0757	0.684	1	-0.204	0.272	1
ENSG00000162618	ADGRL4	chr1	-	78889764	79282124	-0.668	0.579	0.866	0.602	0.615	1	0.371	0.757	1
ENSG00000203857	HSD3B1	chr1	+	119507198	119515054	0.0281	0.739	0.923	0.0519	0.539	1	-0.0501	0.553	1
ENSG00000145241	CENPC	chr4	-	67468762	67545503	-0.249	0.0287	0.589	-0.299	0.00842	1	-0.0814	0.469	1
ENSG00000291232		chr1	+	148402516	148432545	-0.225	0.715	0.917	-0.573	0.357	1	-0.775	0.218	1
ENSG00000186063	AIDA	chr1	-	222668013	222713210	-0.242	0.372	0.757	0.195	0.472	1	0.134	0.621	1
ENSG00000185974	GRK1	chr13	+	113667219	113737736	-1.52	0.314	0.724	-1.07	0.436	1	-1.25	0.368	1
ENSG00000258944		chr14	-	73272182	73274081	-0.435	0.483	0.817	0.319	0.574	1	-0.45	0.453	1
ENSG00000135837	CEP350	chr1	+	179954674	180114880	-0.00588	0.95	0.993	-0.117	0.21	1	-0.123	0.187	1
ENSG00000249158	PCDHA11	chr5	+	140868183	141012347	0.173	0.79	0.938	-0.553	0.397	1	-0.433	0.507	1
ENSG00000110777	POU2AF1	chr11	-	111352255	111455630	1.51	0.473	0.811	2.23	0.267	1	-1.18	0.601	
ENSG00000261183	SPINT1-AS1	chr15	-	40835808	40844442	0.454	0.108	0.603	0.0531	0.853	1	0.313	0.262	1
ENSG00000171163	ZNF692	chr1	-	248850006	248859144	0.0401	0.829	0.95	-0.276	0.137	1	-0.0832	0.652	1
ENSG00000253729	PRKDC	chr8	-	47773111	47960178	0.0537	0.425	0.786	0.0052	0.938	1	-0.0386	0.566	1
ENSG00000109103	UNC119	chr17	-	28546708	28552631	-0.00759	0.963	0.993	-0.0725	0.659	1	-0.0587	0.72	1
ENSG00000116133	DHCR24	chr1	-	54849627	54887195	-0.201	0.47	0.81	0.22	0.428	1	-0.00875	0.975	1
ENSG00000287920		chr6	+	11291299	11296224	-0.163	0.855	0.959	-0.813	0.383	1	-0.0661	0.939	1
ENSG00000181467	RAP2B	chr3	+	153162226	153170627	-0.167	0.435	0.791	0.0153	0.943	1	0.028	0.896	1
ENSG00000178184	PARD6G	chr18	-	80157232	80247514	-0.209	0.54	0.847	0.528	0.11	1	0.413	0.211	1
ENSG00000186951	PPARA	chr22	+	46150521	46243755	-0.0275	0.82	0.946	0.00428	0.972	1	0.0526	0.66	1
ENSG00000285755		chr2	-	57289648	57380132	-3.84	0.0539	0.589	-2.38	0.217	1	-1.29	0.465	1
ENSG00000155761	SPAG17	chr1	-	117953590	118185228	-0.111	0.782	0.937	-0.467	0.248	1	-0.439	0.273	1
ENSG00000290946		chr15	+	82445733	82454837	-2.33	0.286	0.708	-0.603	0.773	1	-0.868	0.682	1
ENSG00000163159	VPS72	chr1	-	151176304	151195321	0.366	0.0199	0.589	0.145	0.354	1	0.112	0.474	1
ENSG00000286389		chr1	+	227786753	227792179	-0.83	0.0133	0.589	-0.117	0.715	1	-0.29	0.364	1
ENSG00000187522	HSPA14	chr10	+	14838306	14871741	0.597	0.034	0.589	0.166	0.556	1	-0.000751	0.998	1
ENSG00000111696	NT5DC3	chr12	-	103770453	103841234	0.0419	0.65	0.896	0.117	0.203	1	0.0411	0.653	1
ENSG00000196465	MYL6B	chr12	+	56152256	56159647	0.0353	0.793	0.938	0.209	0.116	1	0.191	0.149	1
ENSG00000112787	FBRSL1	chr12	+	132489551	132585188	0.555	0.0686	0.589	-0.0132	0.965	1	-0.0267	0.93	1
ENSG00000139291	TMEM19	chr12	+	71686082	71705047	-0.223	0.239	0.681	0.0681	0.718	1	-0.0479	0.8	1
ENSG00000107798	LIPA	chr10	-	89213569	89414557	0.25	0.125	0.61	0.0249	0.878	1	-0.0676	0.677	1
ENSG00000274341		chr17	+	32408013	32408309	-0.211	0.885	0.973	-0.913	0.552	1	-0.547	0.709	1
ENSG00000273554		KI270728.1	-	1139577	1147868	-0.828	0.75	0.925	-1.06	0.683	1	-1.16	0.656	1
ENSG00000243725	TTC4	chr1	+	54715861	54742657	-0.158	0.406	0.777	0.0854	0.65	1	0.0337	0.858	1
ENSG00000101695	RNF125	chr18	+	32018825	32073219	-0.658	0.0695	0.589	0.0389	0.911	1	-0.262	0.455	1
ENSG00000275936		chr12	+	120224744	120225421	1.06	0.614	0.882	1.61	0.42	1	3.24	0.0859	1
ENSG00000109079	TNFAIP1	chr17	+	28335602	28347009	-0.0677	0.697	0.911	0.267	0.124	1	0.103	0.554	1
ENSG00000058673	ZC3H11A	chr1	+	203795623	203854999	0.706	0.103	0.6	-0.0324	0.94	1	-0.0265	0.951	1
ENSG00000160551	TAOK1	chr17	+	29390363	29551903	-0.00162	0.987	0.997	0.0117	0.909	1	0.0164	0.873	1
ENSG00000149532	CPSF7	chr11	-	61402641	61430031	0.121	0.244	0.684	-0.0298	0.773	1	0.0295	0.775	1
ENSG00000198625	MDM4	chr1	+	204516379	204558120	-0.191	0.0986	0.597	-0.316	0.00638	1	-0.191	0.0989	1
