gene_ID	hgnc_symbol	chr	strand	start	end	NCOA3_CE_log2FoldChange	NCOA3_CE_pvalue	NCOA3_CE_padj	NCOA3_KO_log2FoldChange	NCOA3_KO_pvalue	NCOA3_KO_padj	NCOA3_PTC_log2FoldChange	NCOA3_PTC_pvalue	NCOA3_PTC_padj
ENSG00000213533	STIMATE	chr3	-	52836219	52897548	-0.193	0.189	0.749	-0.36	0.0139	0.23	-0.124	0.396	1
ENSG00000163867	ZMYM6	chr1	-	34986165	35031945	0.216	0.108	0.654	-0.00419	0.975	0.995	-0.142	0.299	1
ENSG00000267871	ZNF460-AS1	chr19	-	57267211	57280334	-0.0405	0.948		-0.0847	0.893		0.356	0.558	1
ENSG00000284640		chr1	-	35141515	35146435	2.03	0.221		-0.95	0.615		0.0355	0.985	
ENSG00000198626	RYR2	chr1	+	237042184	237833988	-0.121	0.767	0.967	0.155	0.701	0.931	-0.321	0.427	1
ENSG00000154856	APCDD1	chr18	+	10454635	10489949	0.124	0.602	0.936	0.0848	0.72	0.938	0.0715	0.763	1
ENSG00000272631		chr10	-	86749754	86756298	-0.579	0.193	0.752	-0.616	0.171		-0.00539	0.99	1
ENSG00000146463	ZMYM4	chr1	+	35268709	35422058	0.00712	0.919	0.989	0.00259	0.97	0.994	-0.00301	0.965	1
ENSG00000287982		chr12	-	114733757	114735244	-0.191	0.868		0.34	0.759		-2.96	0.0569	
ENSG00000152818	UTRN	chr6	+	144285335	144853034	0.132	0.102	0.645	-0.0133	0.868	0.975	0.0736	0.358	1
ENSG00000068097	HEATR6	chr17	-	60041008	60078922	0.0835	0.64	0.945	0.0284	0.874	0.975	0.00876	0.961	1
ENSG00000119681	LTBP2	chr14	-	74498183	74612378	-0.336	0.38	0.87	0.361	0.33	0.759	-0.107	0.778	1
ENSG00000160781	PAQR6	chr1	-	156243320	156248117	0.353	0.426	0.887	0.486	0.266	0.714	0.12	0.789	1
ENSG00000151657	KIN	chr10	-	7750962	7787993	0.0211	0.834	0.977	-0.126	0.211	0.664	-0.0895	0.374	1
ENSG00000291110		chr17	+	18697998	18736118	-0.19	0.511	0.914	-0.33	0.26	0.71	-0.395	0.179	1
ENSG00000197863	ZNF790	chr19	-	36817428	36850787	-0.0299	0.862	0.982	-0.0942	0.585	0.886	-0.109	0.527	1
ENSG00000242590		chr1	+	1055033	1056116	2.44	0.264		1.18	0.59		1.84	0.397	
ENSG00000100918	REC8	chr14	+	24171853	24180257	0.254	0.13	0.685	0.252	0.134	0.567	0.18	0.287	1
ENSG00000238164	TNFRSF14-AS1	chr1	-	2549920	2557031	1.89	0.582		0	1		1.83	0.592	
ENSG00000142632	ARHGEF19	chr1	-	16197854	16212652	-0.23	0.399	0.879	-0.269	0.324	0.754	0.134	0.614	1
ENSG00000126067	PSMB2	chr1	-	35599541	35641526	-0.13	0.0458	0.51	-0.19	0.00328	0.111	0.00791	0.902	1
ENSG00000139970	RTN1	chr14	-	59595976	59870776	-0.41	0.729		0.556	0.619		-0.108	0.926	1
ENSG00000281641	SAMD12-AS1	chr8	+	118620498	118906155	2.62	0.0273		-0.242	0.866		0.827	0.52	1
ENSG00000271914		chr1	-	35929720	35930115	-2.66	0.451		-1.51	0.665		-1.56	0.656	
ENSG00000135447	PPP1R1A	chr12	-	54575387	54588659	-1.54	0.221		-1.67	0.201		-4.44	0.00502	
ENSG00000258458	OXA1L-DT	chr14	-	22701476	22766562	0.536	0.677		1.14	0.356		0.314	0.813	1
ENSG00000159210	SNF8	chr17	-	48929316	48944842	-0.0995	0.279	0.817	-0.0239	0.794	0.958	-0.0426	0.641	1
ENSG00000196182	STK40	chr1	-	36339624	36385924	-0.0492	0.713	0.958	0.0195	0.883	0.977	0.0603	0.649	1
ENSG00000149792	MRPL49	chr11	+	65122183	65127371	-0.0747	0.398	0.879	-0.0275	0.754	0.947	0.0734	0.402	1
ENSG00000260086		chr16	+	48623415	48746318	-0.162	0.701		0.023	0.956		-0.0764	0.856	1
ENSG00000134698	AGO4	chr1	+	35808016	35857890	0.0441	0.748	0.962	-0.0279	0.838	0.968	-0.0725	0.597	1
ENSG00000142661	MYOM3	chr1	-	24056035	24112135	-0.19	0.916		0.372	0.831		-2.52	0.201	
ENSG00000041988	THAP3	chr1	+	6624868	6635586	-0.194	0.18	0.744	-0.256	0.0762	0.462	-0.142	0.325	1
ENSG00000289546		chr21	+	43884395	43889795	0.122	0.862		-0.94	0.245		-0.386	0.604	1
ENSG00000113492	AGXT2	chr5	-	34998101	35048135	-0.121	0.761	0.965	0.59	0.115	0.543	0.14	0.718	1
ENSG00000221955	SLC12A8	chr3	-	125082636	125212864	0.00222	0.987	0.999	-0.0996	0.469	0.838	-0.0149	0.913	1
ENSG00000275216	LINC03061	chr13	+	109269634	109278512	0.469	0.346	0.857	0.495	0.317	0.75	0.771	0.118	1
ENSG00000231612		chr1	-	245673732	245676478	-0.273	0.94		-0.0348	0.992		-0.0928	0.979	
ENSG00000137288	UQCC2	chr6	-	33694293	33711727	-0.0892	0.553	0.926	-0.291	0.0538	0.405	-0.00966	0.948	1
ENSG00000173039	RELA	chr11	-	65653599	65663090	-0.0607	0.596	0.934	0.0511	0.652	0.911	0.0807	0.476	1
ENSG00000280206		chr16	+	15701237	15702118	0.0362	0.922	0.989	0.621	0.0827	0.48	0.653	0.0674	1
ENSG00000117020	AKT3	chr1	-	243488233	243851079	0.0841	0.486	0.907	-0.00491	0.967	0.994	0.00438	0.971	1
ENSG00000198908	GPRASP3	chrX	+	102720688	102753540	0.154	0.412	0.882	0.0967	0.605	0.894	0.0213	0.91	1
ENSG00000125148	MT2A	chr16	+	56608584	56609497	-0.00631	0.982	0.998	0.858	0.00196	0.0844	-0.0455	0.871	1
ENSG00000116299	ELAPOR1	chr1	+	109113679	109206781	-0.467	0.342		-0.701	0.171		-0.429	0.387	1
ENSG00000162825	NBPF20	chr1	-	145289900	145425603	-0.176	0.223	0.779	-0.114	0.427	0.816	-0.204	0.158	1
ENSG00000251448		chr3	-	126288123	126301213	0.312	0.527		0.669	0.162		0.419	0.388	1
ENSG00000289213		chr17	-	18855722	18856213	2.88	0.143		0.926	0.671		0.866	0.691	
ENSG00000254997	KRTAP5-9	chr11	+	71548420	71549608	-1.12	0.598		-0.16	0.938		-1.94	0.359	
ENSG00000203620		chr1	-	31842019	31855568	1.4	0.797		1.49	0.783		-0.121	0.982	
ENSG00000167775	CD320	chr19	-	8302127	8308358	-0.125	0.423	0.886	-0.344	0.0266	0.304	-0.0557	0.718	1
ENSG00000169946	ZFPM2	chr8	+	104590733	105804539	-0.618	0.435		-0.464	0.554		-0.227	0.768	1
ENSG00000170370	EMX2	chr10	+	117542445	117549546	0.817	0.784		1.9	0.512		2.79	0.321	
ENSG00000177600	RPLP2	chr11	+	809965	812880	-0.104	0.285	0.821	0.0209	0.828	0.967	-0.0446	0.643	1
ENSG00000130675	MNX1	chr7	-	156994051	157010663	0.598	0.445		-0.347	0.683		-0.612	0.484	1
ENSG00000054116	TRAPPC3	chr1	-	36136570	36156053	-0.0878	0.261	0.809	0.0718	0.353	0.776	0.0915	0.236	1
ENSG00000169764	UGP2	chr2	+	63840952	63891562	0.0219	0.831	0.977	0.196	0.0533	0.405	-0.0255	0.802	1
ENSG00000165322	ARHGAP12	chr10	-	31805398	31928876	0.0161	0.922	0.989	0.296	0.0693	0.446	-0.122	0.458	1
ENSG00000279529		chr19	+	16572548	16575340	0.18	0.629	0.942	0.127	0.735	0.943	-0.00946	0.98	1
ENSG00000214193	SH3D21	chr1	+	36306368	36329340	0.0535	0.67	0.95	0.0273	0.826	0.966	-0.0394	0.751	1
ENSG00000285671		chr10	+	14372001	14377586	-0.0801	0.974		-0.0123	0.996		-0.0308	0.99	
ENSG00000117245	KIF17	chr1	-	20664014	20718017	0.0389	0.891	0.985	0.209	0.456	0.83	-0.265	0.359	1
ENSG00000068912	ERLEC1	chr2	+	53787009	53833038	-0.114	0.236	0.79	-0.0639	0.503	0.851	0.00682	0.943	1
ENSG00000262094		chr17	-	83220527	83227721	0.978	0.387		0.229	0.847		-0.398	0.752	
ENSG00000122783	CYREN	chr7	-	135092363	135170795	0.216	0.0391	0.488	-0.0314	0.767	0.951	0.146	0.164	1
ENSG00000120832	MTERF2	chr12	-	106977277	106987160	0.313	0.0928	0.631	-0.000142	0.999	1	0.158	0.398	1
ENSG00000251562	MALAT1	chr11	+	65497640	65508073	0.319	0.0473	0.515	0.197	0.217	0.67	-0.0102	0.949	1
ENSG00000287038		chr9	+	29214299	29229229	0.746	0.835		-0.0229	0.995		0.712	0.842	
ENSG00000006788	MYH13	chr17	-	10300865	10373130	0.316	0.878		1.78	0.335		0.899	0.648	
ENSG00000159214	CCDC24	chr1	+	43991359	43996528	0.373	0.316	0.846	0.285	0.446	0.825	0.297	0.427	1
ENSG00000133661	SFTPD	chr10	-	79937467	79982614	-0.557	0.482		-0.219	0.777		-0.704	0.385	1
ENSG00000120690	ELF1	chr13	-	40931924	41061440	0.0218	0.783	0.97	0.129	0.1	0.52	0.059	0.454	1
ENSG00000143183	TMCO1	chr1	-	165724293	165827755	-0.194	0.0264	0.433	-0.152	0.0791	0.468	-0.102	0.239	1
ENSG00000196550	FAM72A	chr1	-	206186179	206204414	0.592	0.0397	0.488	0.135	0.643	0.908	0.0314	0.915	1
ENSG00000143167	GPA33	chr1	-	167052836	167166479	0.277	0.508	0.914	0.533	0.194	0.649	-0.0995	0.813	1
ENSG00000127585	FBXL16	chr16	-	692498	705801	-0.0307	0.919	0.989	0.272	0.356	0.777	0.189	0.525	1
ENSG00000197982	C1orf122	chr1	+	37806979	37809454	-0.156	0.313	0.843	-0.0854	0.577	0.882	-0.0942	0.539	1
ENSG00000125970	RALY	chr20	+	33993646	34108308	-0.0192	0.819	0.974	0.0177	0.832	0.967	0.00572	0.945	1
ENSG00000117697	NSL1	chr1	-	212726153	212791782	-0.0171	0.9	0.986	-0.00137	0.992	0.998	-0.0851	0.532	1
ENSG00000120324	PCDHB10	chr5	+	141192353	141195647	0.968	0.239		0.672	0.416		0.287	0.737	1
ENSG00000228649	SNHG26	chr7	+	22854126	22872952	-0.161	0.223	0.779	-0.203	0.124	0.556	-0.236	0.0737	1
ENSG00000185829	ARL17A	chr17	-	46499780	46579695	0.158	0.323	0.848	0.0511	0.748	0.946	-0.0687	0.666	1
ENSG00000287242		chr12	+	124786783	124808790	0.811	0.657		3.07	0.0514		2.2	0.179	1
ENSG00000233860	SHROOM3-AS1	chr4	-	76708853	76802426	0.992	0.0352	0.471	0.722	0.128		0.559	0.244	1
ENSG00000149557	FEZ1	chr11	-	125442881	125592568	-0.316	0.26	0.808	0.0835	0.759	0.949	-0.412	0.147	1
ENSG00000139144	PIK3C2G	chr12	+	18242961	18648416	-0.0384	0.848	0.979	-0.0871	0.663	0.917	-0.162	0.421	1
ENSG00000286061	RCAN3AS	chr1	-	24496254	24535400	0.0218	0.985		0.28	0.803		-0.83	0.514	1
ENSG00000116679	IVNS1ABP	chr1	-	185296388	185317273	0.0737	0.546	0.924	0.114	0.347	0.772	-0.0567	0.64	1
ENSG00000260267		chr16	-	31456711	31459736	0.0983	0.631	0.942	0.235	0.246	0.695	-0.199	0.342	1
ENSG00000172260	NEGR1	chr1	-	71395943	72282539	-1.9	0.292		0.503	0.73		0.284	0.848	
ENSG00000273906		chrY	+	6918682	6920791	0.107	0.568	0.927	0.356	0.0529	0.403	0.126	0.497	1
ENSG00000174197	MGA	chr15	+	41621134	41773081	0.0609	0.488	0.907	-0.000564	0.995	0.999	-0.0401	0.645	1
ENSG00000042493	CAPG	chr2	-	85394753	85418432	-0.0567	0.661	0.947	0.13	0.31	0.745	0.0177	0.89	1
ENSG00000185345	PRKN	chr6	-	161347417	162727775	0.424	0.329	0.85	0.107	0.809		0.195	0.658	1
ENSG00000234283	LINC01731	chr1	-	148271884	148280749	-0.277	0.826		-0.329	0.792		-0.323	0.796	1
ENSG00000266385		chr17	+	32411217	32412420	0.466	0.581		0.121	0.89		0.627	0.451	1
ENSG00000226648	PLCG1-AS1	chr20	-	41098019	41138003	-0.233	0.792		-1.49	0.155		-0.623	0.501	1
ENSG00000088325	TPX2	chr20	+	31739271	31801805	0.084	0.542	0.922	-0.0304	0.824	0.966	0.072	0.599	1
ENSG00000101003	GINS1	chr20	+	25391008	25452700	0.105	0.477	0.902	-0.103	0.486	0.844	-0.0806	0.585	1
ENSG00000288865		chr9	+	72365423	72366161	0.0797	0.972		0.00657	0.998		0.823	0.703	
ENSG00000287326		chr10	+	126425930	126460957	0.768	0.711		1.53	0.436		1.82	0.345	
ENSG00000111058	ACSS3	chr12	+	80936414	81261210	0.308	0.00376	0.191	0.36	0.000654	0.0436	0.0866	0.417	1
ENSG00000178719	GRINA	chr8	+	143990056	143993415	-0.0317	0.745	0.962	-0.0923	0.339	0.767	0.149	0.123	1
ENSG00000109911	ELP4	chr11	+	31509755	31790324	0.235	0.0589	0.553	0.0765	0.539	0.865	0.173	0.164	1
ENSG00000267757	EML2-AS1	chr19	+	45641494	45642840	-0.0695	0.96		-0.00381	0.998		0.624	0.644	
ENSG00000160087	UBE2J2	chr1	-	1253909	1273864	-0.178	0.0657	0.569	-0.0298	0.756	0.948	-0.0434	0.651	1
ENSG00000260464		chr1	+	93847174	93848939	0.279	0.636		0.267	0.649		-0.203	0.738	1
ENSG00000138002	IFT172	chr2	-	27444377	27489805	0.254	0.173	0.739	0.158	0.397	0.798	0.16	0.392	1
ENSG00000089692	LAG3	chr12	+	6772512	6778455	2.11	0.343		2.46	0.262		-0.0954	0.968	
ENSG00000186732	MPPED1	chr22	+	43411196	43507848	-2.3	0.275		-1.85	0.376		-0.963	0.642	
ENSG00000100596	SPTLC2	chr14	-	77505997	77616637	0.161	0.275	0.815	0.0573	0.696	0.93	0.0475	0.746	1
ENSG00000188092	GPR89B	chr1	+	147928393	147993592	0.0385	0.763	0.965	-0.256	0.0474	0.385	-0.068	0.595	1
ENSG00000160679	CHTOP	chr1	+	153633982	153646306	0.0247	0.757	0.964	0.0104	0.896	0.98	0.0137	0.862	1
ENSG00000238035		chr5	+	181306502	181324685	0.561	0.197	0.755	0.418	0.34	0.768	-0.248	0.586	1
ENSG00000196449	YRDC	chr1	-	37802945	37808208	-0.226	0.0732	0.584	-0.0488	0.696	0.93	-0.0456	0.715	1
ENSG00000101447	FAM83D	chr20	+	38926312	38953106	0.255	0.645	0.945	0.724	0.188	0.644	0.0144	0.979	1
ENSG00000063177	RPL18	chr19	-	48615328	48619184	-0.119	0.274	0.815	-0.029	0.787	0.956	-0.015	0.889	1
ENSG00000246228	CASC8	chr8	-	127289808	127482139	1.24	0.587		1.97	0.359		0.0684	0.977	
ENSG00000138668	HNRNPD	chr4	-	82352498	82374503	-0.073	0.328	0.85	-0.0444	0.548	0.871	-0.0701	0.344	1
ENSG00000183628	DGCR6	chr22	+	18906028	18914238	-0.388	0.382	0.871	0.0231	0.957		-0.495	0.27	1
ENSG00000185885	IFITM1	chr11	+	310041	315272	0.312	0.273	0.815	0.463	0.101	0.521	0.182	0.519	1
ENSG00000001460	STPG1	chr1	-	24356999	24416934	-0.0124	0.95	0.993	0.122	0.531	0.862	0.255	0.184	1
ENSG00000289132		chrX	+	80810091	80812900	0.213	0.722		0.0733	0.904		-0.548	0.394	1
ENSG00000270095		chr12	-	123971457	123971714	0.778	0.55		0.819	0.527		-1.12	0.474	
ENSG00000013288	MAN2B2	chr4	+	6575189	6623362	0.0999	0.288	0.821	0.0299	0.75	0.946	0.137	0.142	1
ENSG00000006015	REX1BD	chr19	+	18588685	18592337	0.144	0.304	0.833	0.00787	0.955	0.993	0.194	0.164	1
ENSG00000154065	ANKRD29	chr18	-	23598926	23662911	-0.201	0.926		-0.0265	0.99		-0.0698	0.974	
ENSG00000143862	ARL8A	chr1	-	202133404	202144743	0.0787	0.64	0.945	0.411	0.0129	0.221	0.101	0.548	1
ENSG00000135063	ENTREP1	chr9	+	69324567	69392558	0.494	0.117	0.669	0.0822	0.793	0.958	0.278	0.374	1
ENSG00000110002	VWA5A	chr11	+	124115404	124147721	-0.0151	0.943	0.993	0.518	0.0116	0.211	0.0673	0.748	1
ENSG00000261104		chr2	+	9106593	9109865	1.16	0.171		1.47	0.0778		0.371	0.68	1
ENSG00000204084	INPP5B	chr1	-	37860697	37947053	-0.00878	0.913	0.987	-0.0628	0.436	0.82	-0.0349	0.664	1
ENSG00000135457	TFCP2	chr12	-	51093656	51173135	-0.0278	0.772	0.968	-0.113	0.234	0.686	-0.0918	0.336	1
ENSG00000183682	BMP8A	chr1	+	39491636	39529869	0.296	0.594		0.42	0.444		-0.195	0.739	1
ENSG00000135423	GLS2	chr12	-	56470944	56488414	0.517	0.417		-0.001	0.999		0.376	0.559	1
ENSG00000159346	ADIPOR1	chr1	-	202940826	202958572	-0.149	0.0945	0.633	-0.129	0.144	0.586	-0.0826	0.35	1
ENSG00000143156	NME7	chr1	-	169132531	169367948	0.28	0.0881	0.615	-0.174	0.31	0.745	-0.159	0.351	1
ENSG00000111707	SUDS3	chr12	+	118376555	118418033	-0.0153	0.784	0.97	-0.088	0.115	0.542	-0.0217	0.696	1
ENSG00000198739	LRRTM3	chr10	+	66926036	67101551	-0.00255	0.997		-0.593	0.444		-0.095	0.898	1
ENSG00000260948		chr1	-	111431046	111433068	0.452	0.178	0.742	0.00606	0.986	0.997	-0.16	0.64	1
ENSG00000135953	MFSD9	chr2	-	102714630	102736888	-0.109	0.266	0.812	-0.149	0.129	0.564	-0.101	0.304	1
ENSG00000132702	HAPLN2	chr1	+	156619331	156625725	0.191	0.959		0.0197	0.996		0.0568	0.988	
ENSG00000186439	TRDN	chr6	-	123216339	123637189	-0.363	0.486	0.907	-0.629	0.233	0.685	-0.435	0.403	1
ENSG00000079393	DUSP13	chr10	-	75094432	75109221	0.103	0.712	0.958	0.0299	0.915	0.986	0.408	0.138	1
ENSG00000095370	SH2D3C	chr9	-	127738317	127778710	0.381	0.642		0.179	0.826		0.23	0.777	1
ENSG00000125826	RBCK1	chr20	+	407498	432139	0.116	0.267	0.812	0.199	0.0537	0.405	0.16	0.121	1
ENSG00000167257	RNF214	chr11	+	117232625	117286454	0.00601	0.948	0.993	0.097	0.285	0.728	0.0209	0.818	1
ENSG00000259153	MAP3K9-DT	chr14	+	70808811	70816935	0.0885	0.737	0.961	0.194	0.459	0.832	0.236	0.366	1
ENSG00000163288	GABRB1	chr4	+	46993723	47426447	-0.0856	0.868		-0.403	0.453		0.221	0.664	1
ENSG00000138592	USP8	chr15	+	50424380	50514421	-0.164	0.0684	0.577	-0.125	0.163	0.612	-0.0891	0.319	1
ENSG00000169231	THBS3	chr1	-	155195588	155209051	0.225	0.319	0.847	0.354	0.112	0.538	0.035	0.877	1
ENSG00000171848	RRM2	chr2	+	10120698	10211725	0.55	1.63e-05	0.0115	0.743	4.02e-09	5.65e-06	0.445	0.000434	0.368
ENSG00000120328	PCDHB12	chr5	+	141208697	141212571	0.346	0.743		0.878	0.377		0.24	0.819	1
ENSG00000101384	JAG1	chr20	-	10637684	10673999	0.589	7.54e-09	2.74e-05	0.687	9.72e-12	3.42e-08	0.535	1.23e-07	0.000977
ENSG00000187824	TMEM220	chr17	-	10699015	10730023	-0.433	0.377		-0.072	0.88		0.0423	0.929	1
ENSG00000261115	TMEM178B	chr7	+	141074064	141480380	-0.199	0.615	0.941	0.309	0.427	0.816	-0.248	0.527	1
ENSG00000205863	C1QTNF9B	chr13	-	23891099	23897502	1.44	0.177		0.487	0.666		0.663	0.551	1
ENSG00000238290	ERRFI1-DT	chr1	+	8026738	8122702	3.36	0.077		3.63	0.0528		-0.028	0.99	
ENSG00000274600	RIMBP3B	chr22	+	21383751	21389478	-1.48	0.415		-0.45	0.792		-3.9	0.05	
ENSG00000188649	CC2D2B	chr10	+	95907603	96033745	0.349	0.481		0.251	0.615		-0.011	0.983	1
ENSG00000178104	PDE4DIP	chr1	+	148808140	149048286	-0.0724	0.57	0.927	0.148	0.241	0.693	-0.0478	0.705	1
ENSG00000224459	SLC25A34-AS1	chr1	-	15740048	15749896	-2.52	0.343		-1.5	0.568		-2.48	0.346	
ENSG00000291157		chr1	-	41302911	41306148	-0.378	0.401		0.072	0.868		0.183	0.67	1
ENSG00000158006	PAFAH2	chr1	-	25959767	25998117	0.1	0.392	0.876	0.352	0.00226	0.0913	0.16	0.169	1
ENSG00000132932	ATP8A2	chr13	+	25371974	26025851	-0.327	0.135	0.693	-0.28	0.197	0.651	0.0137	0.948	1
ENSG00000229162	RUNX3-AS1	chr1	+	24961345	24963097	-0.617	0.623		-0.436	0.72		-2	0.176	
ENSG00000269825		chr19	-	52650447	52690496	0.115	0.184	0.747	-0.0318	0.712	0.936	-0.0705	0.415	1
ENSG00000144712	CAND2	chr3	+	12796472	12834804	-0.00651	0.985	0.999	-0.171	0.634	0.905	0.000559	0.999	1
ENSG00000142186	SCYL1	chr11	+	65525077	65538704	-0.14	0.227	0.781	-0.0787	0.493	0.846	-0.000854	0.994	1
ENSG00000290085		chr2	-	84969747	84970695	0.915	0.0174	0.365	0.529	0.183	0.638	0.591	0.134	1
ENSG00000229832		chr1	+	212357418	212358353	-1.47	0.613		-2.45	0.395		-0.583	0.836	
ENSG00000287104		chr4	-	6985913	6987052	0.447	0.0696	0.579	0.735	0.0023	0.0924	0.453	0.065	1
ENSG00000214145	LINC00887	chr3	-	194296191	194322871	-0.0571	0.983		2.85	0.264		0.938	0.73	
ENSG00000267278	MAP3K14-AS1	chr17	+	45247916	45269824	0.712	0.0725	0.581	0.765	0.0521	0.401	0.552	0.166	1
ENSG00000196814	MVB12B	chr9	+	126326829	126507041	-0.183	0.368	0.865	-0.279	0.169	0.62	0.0244	0.904	1
ENSG00000261572		chr3	-	32236688	32238599	-0.0332	0.971		0.317	0.722		0.515	0.559	1
ENSG00000121350	PYROXD1	chr12	+	21437615	21471250	0.0123	0.93	0.991	0.12	0.384	0.792	-0.00106	0.994	1
ENSG00000271737		chr5	+	134004834	134005563	0.571	0.575		1.05	0.288		0.235	0.821	1
ENSG00000159588	CCDC17	chr1	-	45620044	45624057	0.513	0.0948	0.633	0.357	0.249	0.699	0.194	0.535	1
ENSG00000203747	FCGR3A	chr1	-	161541759	161550968	1.03	0.791		0.00546	0.999		0.98	0.799	
ENSG00000291137		chr1	-	155213821	155227574	0.733	0.00177	0.133	0.61	0.00989	0.197	0.575	0.0151	1
ENSG00000183291	SELENOF	chr1	-	86862445	86914424	-0.107	0.268	0.813	-0.108	0.26	0.709	0.00937	0.922	1
ENSG00000171988	JMJD1C	chr10	-	63167221	63521850	0.0892	0.252	0.804	0.0202	0.794	0.958	0.0151	0.846	1
ENSG00000107731	UNC5B	chr10	+	71212570	71302864	-0.0807	0.627	0.942	0.38	0.0193	0.263	-0.0387	0.814	1
ENSG00000116954	RRAGC	chr1	-	38838198	38859772	-0.106	0.217	0.775	-0.037	0.663	0.917	-0.0542	0.523	1
ENSG00000258044		chr12	+	79823778	79825496	2.4	0.44		0.754	0.814		1.7	0.585	
ENSG00000253392		chr19	-	2908371	2926847	0.428	0.543		1.38	0.0367		0.625	0.368	1
ENSG00000155254	MARVELD1	chr10	+	97713173	97718150	-0.0756	0.669	0.949	-0.197	0.262	0.71	-0.0322	0.854	1
ENSG00000223653	BCL10-AS1	chr1	+	85276388	85448124	0.592	0.731		0.581	0.733		0.578	0.735	
ENSG00000116985	BMP8B	chr1	-	39757182	39788865	1.74	0.248		0.651	0.676		1.84	0.212	
ENSG00000174358	SLC6A19	chr5	+	1201595	1225111	-0.857	0.227	0.781	0.453	0.493		-0.119	0.86	1
ENSG00000185880	TRIM69	chr15	+	44728988	44767829	0.143	0.69	0.954	0.00601	0.987	0.997	-0.161	0.66	1
ENSG00000129347	KRI1	chr19	-	10553085	10566031	-0.109	0.507	0.913	-0.0501	0.757	0.948	0.0711	0.661	1
ENSG00000179577		chr8	-	104419512	104421500	-1.01	0.687		0.906	0.708		-0.021	0.993	
ENSG00000117620	SLC35A3	chr1	+	99969351	100035634	0.0496	0.629	0.942	-0.0264	0.797	0.958	-0.021	0.838	1
ENSG00000116701	NCF2	chr1	-	183554461	183590905	-0.0335	0.979		0.838	0.48		0.247	0.841	
ENSG00000289468		chr11	-	3706681	3707754	0.175	0.684	0.952	0.253	0.553	0.872	0.211	0.622	1
ENSG00000118482	PHF3	chr6	+	63635802	63779336	0.141	0.106	0.652	0.0444	0.609	0.896	-0.0138	0.874	1
ENSG00000196793	ZNF239	chr10	-	43556344	43574618	0.232	0.405	0.88	-0.0308	0.913	0.985	0.0758	0.786	1
ENSG00000153048	CARHSP1	chr16	-	8852942	8869012	-0.0317	0.768	0.967	0.0725	0.497	0.849	0.0535	0.617	1
ENSG00000177889	UBE2N	chr12	-	93405673	93441947	-0.0905	0.396	0.878	-0.126	0.234	0.687	-0.0635	0.548	1
ENSG00000179913	B3GNT3	chr19	+	17794828	17813576	0.707	0.691		0.727	0.679		-1.5	0.458	
ENSG00000116990	MYCL	chr1	-	39895428	39902256	0.0416	0.792	0.971	0.284	0.0682	0.445	0.254	0.102	1
ENSG00000291242		chr1	+	146472566	146641639	-0.609	0.206		-0.241	0.606		-2.04	0.000405	0.368
ENSG00000160345	PIERCE1	chr9	-	135495181	135501734	-0.377	0.325	0.849	-0.0471	0.899		-0.382	0.316	1
ENSG00000140006	WDR89	chr14	-	63597039	63641871	0.0182	0.838	0.978	0.0468	0.597	0.891	-0.00172	0.984	1
ENSG00000133943	DGLUCY	chr14	+	91060333	91225632	-0.017	0.893	0.985	-0.112	0.379	0.789	-0.171	0.178	1
ENSG00000259326		chr15	+	38502853	38504981	0.108	0.75	0.962	-0.106	0.757	0.948	-0.446	0.205	1
ENSG00000100591	AHSA1	chr14	+	77457870	77469472	-0.117	0.197	0.755	-0.138	0.123	0.556	-0.0222	0.804	1
ENSG00000117143	UAP1	chr1	+	162561722	162601240	-0.148	0.118	0.671	-0.112	0.234	0.686	-0.0575	0.54	1
ENSG00000179141	MTUS2-AS1	chr13	-	29476515	29490105	-0.0282	0.947	0.993	0.0596	0.886	0.978	-0.402	0.338	1
ENSG00000174567	GOLT1A	chr1	-	204198163	204213988	-0.0447	0.899	0.986	0.27	0.437	0.821	0.193	0.579	1
ENSG00000131236	CAP1	chr1	+	40040233	40072649	-0.0803	0.192	0.752	-0.0168	0.783	0.954	-0.0353	0.563	1
ENSG00000089234	BRAP	chr12	-	111642146	111685956	0.1	0.29	0.823	-0.0382	0.688	0.927	-0.0843	0.377	1
ENSG00000132481	TRIM47	chr17	-	75874164	75878581	-0.6	0.485		-0.545	0.525		-0.299	0.723	1
ENSG00000135845	PIGC	chr1	-	172370189	172444086	0.125	0.38	0.87	0.0755	0.596	0.89	0.00114	0.994	1
ENSG00000064309	CDON	chr11	-	125955796	126063335	0.0396	0.87	0.983	0.109	0.649	0.91	-0.129	0.592	1
ENSG00000278737		chr15	-	65083042	65083663	-1.88	0.417		-0.897	0.695		0.568	0.79	
ENSG00000163131	CTSS	chr1	-	150730079	150765957	-4.12	0.00414		-0.155	0.874		0.014	0.988	1
ENSG00000251143		chr11	+	72014291	72020910	0.3	0.446	0.894	0.0919	0.818	0.964	0.0645	0.872	1
ENSG00000196935	SRGAP1	chr12	+	63843761	64162217	0.326	0.0319	0.45	0.42	0.00527	0.139	0.182	0.23	1
ENSG00000262484	CCER2	chr19	-	38908980	38912186	-0.458	0.723		0.307	0.802		-1.08	0.435	1
ENSG00000237941	KCNQ1DN	chr11	+	2870033	2872105	1.11	0.706		-0.945	0.751		-0.912	0.759	
ENSG00000187801	ZFP69B	chr1	+	40450102	40463718	0.255	0.481	0.903	0.478	0.181	0.636	0.173	0.634	1
